ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam
10.30.161.200,SEAWAED85,SEAWAED85.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0
10.70.236.223,GEGWAED10,GEGWAED10.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.70.125.88,PORORDS71,PORORDS71.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.70.208.98,GEGWAED16,GEGWAED16.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge,1,0
10.50.216.98,PHXAZDS71,PHXAZDS71.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,0,0
10.60.31.69,PHLPAED07,PHLPAED07.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge,0,0
10.60.107.99,NYCNYSW36,NYCNYSW36.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.30.179.242,SEAWASW69,SEAWASW69.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.51.68,BOSMAAG77,BOSMAAG77.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,1
10.70.127.132,GEGWAED40,GEGWAED40.northwest.lightspeed.net,northwest,down,RAD,ETX-2,edge,1,0
10.40.44.30,BNATNAG11,BNATNAG11.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,agg,0,0
10.70.73.51,BOIIDED60,BOIIDED60.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0
10.40.201.145,JAXFLED71,JAXFLED71.southeast.lightspeed.net,southeast,degraded,Cisco,ISR4431,edge,1,0
10.20.132.138,ATLGASW53,ATLGASW53.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.70.141.135,PORORED55,PORORED55.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0
10.30.50.120,SEAWASW07,SEAWASW07.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.40.86.57,JAXFLDS20,JAXFLDS20.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist,0,0
10.20.209.15,PITPAED44,PITPAED44.east.lightspeed.net,east,active,Juniper,SRX345,edge,1,0
10.60.47.102,BOSMAAG50,BOSMAAG50.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.20.76.93,CLTNCSW58,CLTNCSW58.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,1,0
10.70.158.227,BOIIDSW72,BOIIDSW72.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.40.53.71,JAXFLRT79,JAXFLRT79.southeast.lightspeed.net,southeast,active,Arista,7050X3,rtr,0,0
10.50.206.124,ELPTXAG84,ELPTXAG84.southwest.lightspeed.net,southwest,retired,ADVA,FSP3000,agg,0,0
10.70.182.222,GEGWAAG51,GEGWAAG51.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,agg,0,0
10.50.145.222,ABQNMRT66,ABQNMRT66.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.30.211.25,LAXCAED54,LAXCAED54.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.20.153.201,CLTNCDS53,CLTNCDS53.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,0,0
10.30.232.252,SEAWADS89,SEAWADS89.west.lightspeed.net,west,degraded,Juniper,QFX5120,dist,0,0
10.50.235.121,ELPTXAG23,ELPTXAG23.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0
10.30.239.47,SFOCASW85,SFOCASW85.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.20.189.253,CLTNCED46,CLTNCED46.east.lightspeed.net,east,active,Juniper,SRX345,edge,1,0
10.60.237.151,NYCNYED58,NYCNYED58.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge,0,0
10.50.210.207,PHXAZDS91,PHXAZDS91.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0
10.20.251.53,ATLGAED09,ATLGAED09.east.lightspeed.net,east,active,Juniper,SRX345,edge,1,0
10.40.153.210,BNATNRT81,BNATNRT81.southeast.lightspeed.net,southeast,retired,Arista,7050X3,rtr,0,0
10.70.162.104,PORORRT94,PORORRT94.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.10.247.189,DALTXSW09,DALTXSW09.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.60.41.186,PHLPADS20,PHLPADS20.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1
10.60.220.21,BOSMART44,BOSMART44.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.20.150.107,PITPADS07,PITPADS07.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0
10.60.91.90,PHLPAAG86,PHLPAAG86.northeast.lightspeed.net,northeast,retired,ADVA,FSP3000,agg,0,1
10.60.115.93,NYCNYCO19,NYCNYCO19.northeast.lightspeed.net,northeast,degraded,Cisco,NCS540,core,0,1
10.10.94.175,OKCOKCO20,OKCOKCO20.central.lightspeed.net,central,retired,Nokia,7750 SR-1,core,0,0
10.30.112.144,SFOCADS03,SFOCADS03.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0
10.30.19.32,LAXCAED34,LAXCAED34.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.30.17.184,SEAWACO19,SEAWACO19.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0
10.30.55.210,SEAWADS76,SEAWADS76.west.lightspeed.net,west,down,ADVA,FSP150,dist,0,0
10.60.221.104,BOSMAED14,BOSMAED14.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,1
10.30.31.251,SEAWACO71,SEAWACO71.west.lightspeed.net,west,active,Juniper,MX204,core,0,1
10.60.76.201,PHLPAAG51,PHLPAAG51.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,1
10.60.83.237,BOSMAED55,BOSMAED55.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,edge,1,0
10.70.204.84,BOIIDRT73,BOIIDRT73.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.30.153.47,LAXCASW25,LAXCASW25.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.195.217,BOSMADS82,BOSMADS82.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.10.40.141,OKCOKCO36,OKCOKCO36.central.lightspeed.net,central,active,Juniper,MX204,core,0,0
10.20.56.152,CLTNCAG73,CLTNCAG73.east.lightspeed.net,east,active,ADVA,FSP3000,agg,0,0
10.30.251.25,SEAWAED24,SEAWAED24.west.lightspeed.net,west,down,Juniper,SRX345,edge,1,0
10.70.208.33,BOIIDED97,BOIIDED97.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,1
10.60.207.248,BOSMASW35,BOSMASW35.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw,0,0
10.60.250.127,NYCNYDS96,NYCNYDS96.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,1
10.60.117.75,NYCNYSW92,NYCNYSW92.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0
10.70.88.128,GEGWASW93,GEGWASW93.northwest.lightspeed.net,northwest,retired,Cisco,Catalyst9300,sw,0,0
10.60.233.186,NYCNYDS55,NYCNYDS55.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1
10.40.204.143,BNATNAG62,BNATNAG62.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,agg,1,0
10.70.192.100,PORORED14,PORORED14.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,1,0
10.70.36.251,GEGWART47,GEGWART47.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.70.248.185,GEGWASW80,GEGWASW80.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.30.238.15,LAXCADS38,LAXCADS38.west.lightspeed.net,west,down,Juniper,QFX5120,dist,0,0
10.70.66.14,BOIIDED83,BOIIDED83.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0
10.30.122.169,SFOCASW29,SFOCASW29.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.20.157.176,CLTNCED36,CLTNCED36.east.lightspeed.net,east,down,RAD,ETX-2,edge,0,0
10.70.206.121,GEGWADS26,GEGWADS26.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.30.197.208,SFOCASW72,SFOCASW72.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0
10.20.123.17,ATLGAAG11,ATLGAAG11.east.lightspeed.net,east,active,Arista,7280R,agg,0,0
10.60.222.120,NYCNYED95,NYCNYED95.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,1,0
10.60.59.252,BOSMADS94,BOSMADS94.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.10.205.172,DALTXED90,DALTXED90.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0
10.60.94.199,BOSMASW19,BOSMASW19.northeast.lightspeed.net,northeast,retired,Cisco,Catalyst9300,sw,0,1
10.60.68.76,NYCNYED46,NYCNYED46.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,1
10.50.250.53,PHXAZED40,PHXAZED40.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,0,0
10.30.120.240,SFOCAED38,SFOCAED38.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.30.93.150,SFOCAAG93,SFOCAAG93.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0
10.60.117.151,NYCNYSW27,NYCNYSW27.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1
10.70.128.177,BOIIDDS52,BOIIDDS52.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.40.199.92,JAXFLCO07,JAXFLCO07.southeast.lightspeed.net,southeast,active,Cisco,NCS540,core,0,0
10.40.35.22,MIAFLED56,MIAFLED56.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,edge,0,0
10.40.90.196,MIAFLED73,MIAFLED73.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,edge,1,0
10.10.187.141,DALTXRT43,DALTXRT43.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0
10.60.189.124,PHLPAAG96,PHLPAAG96.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0
10.60.252.82,PHLPADS06,PHLPADS06.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1
10.50.167.132,ELPTXDS34,ELPTXDS34.southwest.lightspeed.net,southwest,active,ADVA,FSP150,dist,0,0
10.40.185.158,BNATNRT71,BNATNRT71.southeast.lightspeed.net,southeast,active,Arista,7050X3,rtr,0,0
10.30.112.148,LAXCADS83,LAXCADS83.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.20.96.224,PITPADS87,PITPADS87.east.lightspeed.net,east,degraded,ADVA,FSP150,dist,0,0
10.30.88.222,SFOCAED64,SFOCAED64.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.10.30.253,AUSTXED27,AUSTXED27.central.lightspeed.net,central,degraded,RAD,ETX-2,edge,0,0
10.20.190.117,ATLGAED05,ATLGAED05.east.lightspeed.net,east,active,Cisco,ISR4431,edge,1,0
10.60.10.168,NYCNYDS86,NYCNYDS86.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,1,0
10.10.127.72,DALTXSW52,DALTXSW52.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.70.3.146,GEGWASW94,GEGWASW94.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.60.175.178,PHLPART62,PHLPART62.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0
10.30.58.175,LAXCART75,LAXCART75.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.70.100.81,GEGWART81,GEGWART81.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.70.191.244,PORORSW86,PORORSW86.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.30.234.139,LAXCADS92,LAXCADS92.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.30.56.111,LAXCADS70,LAXCADS70.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0
10.30.18.138,LAXCADS03,LAXCADS03.west.lightspeed.net,west,active,Juniper,QFX5120,dist,1,0
10.50.134.27,ABQNMAG92,ABQNMAG92.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,agg,0,0
10.70.161.29,GEGWADS77,GEGWADS77.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.10.240.103,AUSTXSW64,AUSTXSW64.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.30.25.17,SFOCASW81,SFOCASW81.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw,0,1
10.70.207.168,GEGWAAG82,GEGWAAG82.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.12.54,PHLPAED81,PHLPAED81.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,1
10.20.61.159,ATLGART23,ATLGART23.east.lightspeed.net,east,degraded,Arista,7050X3,rtr,0,0
10.10.199.82,DALTXED66,DALTXED66.central.lightspeed.net,central,active,RAD,ETX-2,edge,0,0
10.20.151.76,ATLGASW08,ATLGASW08.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.60.200.165,NYCNYDS48,NYCNYDS48.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1
10.70.90.185,BOIIDCO40,BOIIDCO40.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.70.229.204,BOIIDDS10,BOIIDDS10.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.60.135.167,PHLPADS74,PHLPADS74.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,0
10.30.180.156,LAXCAED29,LAXCAED29.west.lightspeed.net,west,active,RAD,ETX-2,edge,1,0
10.50.212.7,PHXAZED62,PHXAZED62.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,edge,1,0
10.60.104.11,PHLPAAG42,PHLPAAG42.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.60.37.16,NYCNYDS93,NYCNYDS93.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.70.40.212,GEGWADS34,GEGWADS34.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.50.50.182,ELPTXDS39,ELPTXDS39.southwest.lightspeed.net,southwest,degraded,Juniper,QFX5120,dist,0,0
10.70.32.110,BOIIDRT76,BOIIDRT76.northwest.lightspeed.net,northwest,retired,Arista,7050X3,rtr,0,0
10.30.164.204,LAXCAAG44,LAXCAAG44.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,0
10.60.247.192,BOSMASW55,BOSMASW55.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0
10.60.129.180,NYCNYDS61,NYCNYDS61.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,1
10.60.134.218,BOSMASW02,BOSMASW02.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1
10.10.127.98,AUSTXCO36,AUSTXCO36.central.lightspeed.net,central,active,Juniper,MX204,core,0,0
10.20.67.184,CLTNCSW95,CLTNCSW95.east.lightspeed.net,east,down,Cisco,Catalyst9300,sw,0,0
10.70.156.90,BOIIDED65,BOIIDED65.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0
10.70.67.14,PORORSW01,PORORSW01.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0
10.30.120.209,LAXCASW63,LAXCASW63.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.60.25.105,NYCNYAG58,NYCNYAG58.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0
10.10.209.67,AUSTXDS96,AUSTXDS96.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.10.66.41,DALTXRT85,DALTXRT85.central.lightspeed.net,central,degraded,Arista,7050X3,rtr,0,0
10.10.156.226,DALTXSW72,DALTXSW72.central.lightspeed.net,central,degraded,Cisco,Catalyst9300,sw,0,0
10.70.208.222,BOIIDSW23,BOIIDSW23.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.50.118.100,PHXAZED44,PHXAZED44.southwest.lightspeed.net,southwest,active,RAD,ETX-2,edge,1,0
10.70.15.43,GEGWAAG91,GEGWAAG91.northwest.lightspeed.net,northwest,retired,ADVA,FSP3000,agg,0,0
10.10.118.159,AUSTXAG83,AUSTXAG83.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.10.115.121,AUSTXSW50,AUSTXSW50.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.30.147.194,SEAWASW70,SEAWASW70.west.lightspeed.net,west,down,Cisco,Catalyst9300,sw,0,0
10.50.60.10,ELPTXED42,ELPTXED42.southwest.lightspeed.net,southwest,down,Juniper,SRX345,edge,0,0
10.70.77.248,BOIIDRT89,BOIIDRT89.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.50.63.132,PHXAZRT73,PHXAZRT73.southwest.lightspeed.net,southwest,active,Arista,7050X3,rtr,0,0
10.60.159.41,BOSMADS12,BOSMADS12.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist,0,0
10.60.173.142,NYCNYDS72,NYCNYDS72.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0
10.60.145.18,PHLPAED04,PHLPAED04.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,1,0
10.10.7.31,OKCOKED35,OKCOKED35.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0
10.60.236.23,BOSMADS01,BOSMADS01.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0
10.60.225.176,BOSMASW61,BOSMASW61.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.30.106.202,SEAWAAG84,SEAWAAG84.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0
10.60.30.2,BOSMAED17,BOSMAED17.northeast.lightspeed.net,northeast,down,Juniper,SRX345,edge,1,0
10.50.149.34,ABQNMED79,ABQNMED79.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2,edge,0,0
10.60.196.45,NYCNYDS69,NYCNYDS69.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.30.231.151,SFOCADS35,SFOCADS35.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.60.248.223,PHLPAED59,PHLPAED59.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0
10.70.161.145,BOIIDAG84,BOIIDAG84.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0
10.60.159.112,PHLPART15,PHLPART15.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,0
10.70.149.0,BOIIDED84,BOIIDED84.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,0,0
10.60.200.97,NYCNYDS99,NYCNYDS99.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,1
10.60.49.154,NYCNYAG21,NYCNYAG21.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,0
10.30.78.106,SFOCACO18,SFOCACO18.west.lightspeed.net,west,active,Juniper,MX204,core,0,1
10.20.193.192,CLTNCRT61,CLTNCRT61.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.10.44.39,OKCOKDS09,OKCOKDS09.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist,0,0
10.60.239.77,BOSMASW15,BOSMASW15.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.30.73.133,LAXCASW82,LAXCASW82.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.10.71.32,DALTXDS85,DALTXDS85.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0
10.10.244.118,DALTXSW97,DALTXSW97.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0
10.30.88.185,SFOCASW88,SFOCASW88.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.30.107.25,SEAWAED86,SEAWAED86.west.lightspeed.net,west,active,RAD,ETX-2,edge,1,0
10.60.149.238,BOSMADS03,BOSMADS03.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1
10.60.22.52,BOSMADS25,BOSMADS25.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0
10.70.158.198,BOIIDRT58,BOIIDRT58.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.60.27.162,NYCNYSW61,NYCNYSW61.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0
10.60.189.90,NYCNYED48,NYCNYED48.northeast.lightspeed.net,northeast,down,RAD,ETX-2,edge,0,0
10.30.158.174,SFOCADS38,SFOCADS38.west.lightspeed.net,west,down,ADVA,FSP150,dist,0,0
10.70.47.169,BOIIDCO19,BOIIDCO19.northwest.lightspeed.net,northwest,down,Juniper,MX204,core,0,0
10.40.26.36,JAXFLSW94,JAXFLSW94.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0
10.70.69.71,BOIIDAG45,BOIIDAG45.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,agg,0,0
10.60.193.24,BOSMAED83,BOSMAED83.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge,0,0
10.70.90.83,BOIIDRT47,BOIIDRT47.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.50.228.33,PHXAZRT66,PHXAZRT66.southwest.lightspeed.net,southwest,degraded,Arista,7050X3,rtr,0,0
10.10.218.244,DALTXED93,DALTXED93.central.lightspeed.net,central,active,Cisco,ISR4431,edge,0,0
10.20.199.164,CLTNCDS85,CLTNCDS85.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0
10.50.187.162,ELPTXSW49,ELPTXSW49.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.20.18.166,PITPADS25,PITPADS25.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,0,0
10.20.27.76,PITPAAG67,PITPAAG67.east.lightspeed.net,east,degraded,ADVA,FSP3000,agg,0,0
10.20.58.8,CLTNCDS66,CLTNCDS66.east.lightspeed.net,east,degraded,Juniper,QFX5120,dist,0,0
10.30.244.136,SEAWADS61,SEAWADS61.west.lightspeed.net,west,degraded,ADVA,FSP150,dist,0,0
10.70.227.36,PORORDS83,PORORDS83.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist,0,0
10.20.98.183,ATLGAED56,ATLGAED56.east.lightspeed.net,east,active,Juniper,SRX345,edge,1,0
10.60.169.46,BOSMART81,BOSMART81.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.30.55.98,SEAWAED96,SEAWAED96.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0
10.50.19.205,PHXAZSW52,PHXAZSW52.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0
10.70.249.107,GEGWART12,GEGWART12.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0
10.20.119.211,CLTNCSW83,CLTNCSW83.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.20.90.81,CLTNCDS89,CLTNCDS89.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0
10.40.68.98,BNATNSW64,BNATNSW64.southeast.lightspeed.net,southeast,down,Cisco,Catalyst9300,sw,0,0
10.70.190.129,GEGWAAG45,GEGWAAG45.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,agg,0,0
10.60.243.232,PHLPADS88,PHLPADS88.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0
10.20.77.194,ATLGART98,ATLGART98.east.lightspeed.net,east,active,Arista,7050X3,rtr,0,0
10.60.148.192,PHLPAAG81,PHLPAAG81.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,agg,0,0
10.70.112.14,PORORDS10,PORORDS10.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0
10.30.128.175,SEAWASW20,SEAWASW20.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.70.51.58,PORORSW83,PORORSW83.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0
10.70.237.254,PORORSW50,PORORSW50.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0
10.30.45.158,LAXCAED74,LAXCAED74.west.lightspeed.net,west,degraded,Juniper,SRX345,edge,0,1
10.20.77.12,PITPAED73,PITPAED73.east.lightspeed.net,east,degraded,RAD,ETX-2,edge,0,0
10.70.26.32,BOIIDCO42,BOIIDCO42.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.10.116.66,AUSTXAG81,AUSTXAG81.central.lightspeed.net,central,active,Arista,7280R,agg,0,0
10.70.115.51,GEGWAED72,GEGWAED72.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,0,0
10.40.105.27,MIAFLCO67,MIAFLCO67.southeast.lightspeed.net,southeast,active,Cisco,NCS540,core,0,0
10.30.162.153,SEAWART13,SEAWART13.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0
10.60.116.82,NYCNYED99,NYCNYED99.northeast.lightspeed.net,northeast,degraded,Juniper,SRX345,edge,1,0
10.70.125.255,PORORDS06,PORORDS06.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.30.160.128,SEAWADS06,SEAWADS06.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0
10.40.42.82,JAXFLCO08,JAXFLCO08.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,core,0,0
10.60.196.235,BOSMAED62,BOSMAED62.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,1
10.10.216.78,AUSTXED43,AUSTXED43.central.lightspeed.net,central,degraded,Juniper,SRX345,edge,1,0
10.40.108.173,JAXFLAG56,JAXFLAG56.southeast.lightspeed.net,southeast,retired,Arista,7280R,agg,0,0
10.60.219.19,PHLPART02,PHLPART02.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0
10.30.23.253,SFOCASW79,SFOCASW79.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0
10.20.103.7,CLTNCDS94,CLTNCDS94.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0
10.30.138.177,SEAWACO11,SEAWACO11.west.lightspeed.net,west,active,Juniper,MX204,core,0,0
10.20.18.79,CLTNCSW46,CLTNCSW46.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0
10.70.155.187,GEGWACO40,GEGWACO40.northwest.lightspeed.net,northwest,active,Juniper,MX204,core,0,0
10.70.68.120,GEGWADS03,GEGWADS03.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0
10.40.4.4,JAXFLDS62,JAXFLDS62.southeast.lightspeed.net,southeast,active,ADVA,FSP150,dist,0,0
10.30.71.207,SEAWAED63,SEAWAED63.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0
10.60.241.133,NYCNYSW98,NYCNYSW98.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1
10.60.215.12,BOSMAAG53,BOSMAAG53.northeast.lightspeed.net,northeast,down,Arista,7280R,agg,0,0
