region,status,fqdn,ip_address,missing_in_ipam
west,active,SFOCAED72.west.lightspeed.net,10.30.242.75,0
west,active,SEAWACO53.west.lightspeed.net,10.30.163.88,0
west,active,SFOCADS84.west.lightspeed.net,10.30.96.237,0
southeast,active,JAXFLDS47.southeast.lightspeed.net,10.40.212.138,0
east,active,ATLGAED58.east.lightspeed.net,10.20.203.124,0
central,degraded,AUSTXSW71.central.lightspeed.net,10.10.231.37,0
central,active,DALTXDS17.central.lightspeed.net,10.10.32.248,0
northeast,active,BOSMASW25.northeast.lightspeed.net,10.60.2.94,0
west,active,SEAWADS85.west.lightspeed.net,10.30.174.170,0
northeast,active,BOSMAED78.northeast.lightspeed.net,10.60.34.129,0
east,active,ATLGADS49.east.lightspeed.net,10.20.20.228,0
east,degraded,CLTNCCO25.east.lightspeed.net,10.20.46.48,0
west,degraded,LAXCAED70.west.lightspeed.net,10.30.24.188,0
northeast,down,BOSMAED83.northeast.lightspeed.net,10.60.65.229,0
northwest,active,BOIIDAG45.northwest.lightspeed.net,10.70.126.196,0
west,active,SEAWAAG06.west.lightspeed.net,10.30.71.100,0
northwest,active,GEGWAED99.northwest.lightspeed.net,10.70.239.139,0
northeast,active,NYCNYAG59.northeast.lightspeed.net,10.60.142.187,0
central,degraded,DALTXED28.central.lightspeed.net,10.10.12.41,0
,degraded,BOSMAED28.northeast.lightspeed.net,10.60.181.23,1
east,active,ATLGACO01.east.lightspeed.net,10.20.117.200,0
northeast,retired,BOSMAED36.northeast.lightspeed.net,10.60.108.103,0
northwest,active,PORORDS14.northwest.lightspeed.net,10.70.157.21,0
northeast,active,PHLPADS21.northeast.lightspeed.net,10.60.106.228,0
,active,NYCNYED52.northeast.lightspeed.net,10.60.52.82,1
central,active,DALTXDS36.central.lightspeed.net,10.10.13.19,0
northwest,active,BOIIDED47.northwest.lightspeed.net,10.70.1.170,0
northeast,active,BOSMAED84.northeast.lightspeed.net,10.60.104.171,0
northwest,active,BOIIDRT06.northwest.lightspeed.net,10.70.253.83,0
northeast,active,NYCNYDS25.northeast.lightspeed.net,10.60.129.30,0
northwest,active,PORORSW04.northwest.lightspeed.net,10.70.25.161,0
southeast,active,MIAFLED94.southeast.lightspeed.net,10.40.122.4,0
northeast,active,PHLPAED61.northeast.lightspeed.net,10.60.84.90,0
west,active,SEAWASW09.west.lightspeed.net,10.30.107.112,0
central,active,OKCOKED14.central.lightspeed.net,10.10.95.206,0
northeast,active,NYCNYDS29.northeast.lightspeed.net,10.60.19.64,0
northwest,active,GEGWASW21.northwest.lightspeed.net,10.70.199.104,0
southwest,active,PHXAZCO49.southwest.lightspeed.net,10.50.74.159,0
northeast,active,BOSMART94.northeast.lightspeed.net,10.60.21.102,0
northeast,active,NYCNYRT46.northeast.lightspeed.net,10.60.10.74,0
northeast,degraded,PHLPART50.northeast.lightspeed.net,10.60.187.43,0
southeast,active,BNATNCO77.southeast.lightspeed.net,10.40.62.227,0
west,active,SEAWAAG98.west.lightspeed.net,10.30.252.51,0
northeast,active,BOSMAAG12.northeast.lightspeed.net,10.60.234.53,0
west,active,SEAWASW32.west.lightspeed.net,10.30.241.77,0
southeast,active,MIAFLED65.southeast.lightspeed.net,10.40.65.80,0
,active,PHLPADS52.northeast.lightspeed.net,10.60.211.141,1
northeast,active,BOSMAED62.northeast.lightspeed.net,10.60.175.169,0
northwest,down,PORORED43.northwest.lightspeed.net,10.70.2.121,0
east,degraded,ATLGASW99.east.lightspeed.net,10.20.112.209,0
northwest,active,BOIIDDS52.northwest.lightspeed.net,10.70.10.72,0
southwest,degraded,PHXAZAG22.southwest.lightspeed.net,10.50.48.198,0
southeast,active,MIAFLED90.southeast.lightspeed.net,10.40.91.107,0
,active,NYCNYDS73.northeast.lightspeed.net,10.60.176.155,1
northeast,degraded,BOSMAED23.northeast.lightspeed.net,10.60.229.195,0
central,active,OKCOKSW99.central.lightspeed.net,10.10.24.58,0
northwest,active,GEGWASW68.northwest.lightspeed.net,10.70.166.56,0
central,active,OKCOKDS58.central.lightspeed.net,10.10.195.192,0
northeast,active,NYCNYED96.northeast.lightspeed.net,10.60.41.10,0
northeast,down,NYCNYCO93.northeast.lightspeed.net,10.60.95.195,0
west,degraded,SEAWADS56.west.lightspeed.net,10.30.63.153,0
west,active,LAXCAED73.west.lightspeed.net,10.30.232.106,0
southeast,degraded,MIAFLED70.southeast.lightspeed.net,10.40.6.233,0
east,active,CLTNCED21.east.lightspeed.net,10.20.80.220,0
west,active,SFOCART15.west.lightspeed.net,10.30.7.168,0
northwest,active,GEGWAED38.northwest.lightspeed.net,10.70.106.192,0
northwest,active,BOIIDSW74.northwest.lightspeed.net,10.70.113.141,0
northeast,active,BOSMACO53.northeast.lightspeed.net,10.60.47.159,0
northeast,down,PHLPAED95.northeast.lightspeed.net,10.60.3.211,0
west,degraded,LAXCADS22.west.lightspeed.net,10.30.150.23,0
west,active,LAXCAED46.west.lightspeed.net,10.30.53.212,0
northeast,active,PHLPAAG93.northeast.lightspeed.net,10.60.178.215,0
southwest,active,ABQNMED01.southwest.lightspeed.net,10.50.172.50,0
east,degraded,ATLGASW21.east.lightspeed.net,10.20.129.104,0
central,active,OKCOKAG01.central.lightspeed.net,10.10.94.136,0
east,active,ATLGAED25.east.lightspeed.net,10.20.211.230,0
,active,BOSMAAG18.northeast.lightspeed.net,10.60.103.197,1
central,degraded,OKCOKED90.central.lightspeed.net,10.10.235.232,0
central,down,OKCOKSW32.central.lightspeed.net,10.10.32.182,0
west,active,LAXCASW30.west.lightspeed.net,10.30.191.55,0
east,degraded,PITPASW91.east.lightspeed.net,10.20.0.252,0
northwest,active,BOIIDSW77.northwest.lightspeed.net,10.70.71.57,0
northwest,active,BOIIDED42.northwest.lightspeed.net,10.70.132.101,0
northwest,active,BOIIDED31.northwest.lightspeed.net,10.70.178.156,0
northwest,down,GEGWADS02.northwest.lightspeed.net,10.70.232.24,0
southwest,active,ABQNMSW32.southwest.lightspeed.net,10.50.84.138,0
northwest,degraded,BOIIDED56.northwest.lightspeed.net,10.70.209.205,0
west,active,SFOCADS49.west.lightspeed.net,10.30.106.49,0
central,active,OKCOKRT85.central.lightspeed.net,10.10.20.180,0
northwest,degraded,GEGWART92.northwest.lightspeed.net,10.70.127.174,0
northwest,degraded,BOIIDCO21.northwest.lightspeed.net,10.70.13.5,0
central,active,OKCOKED27.central.lightspeed.net,10.10.244.23,0
west,active,LAXCADS68.west.lightspeed.net,10.30.153.102,0
west,active,SFOCASW39.west.lightspeed.net,10.30.121.139,0
east,active,ATLGADS13.east.lightspeed.net,10.20.29.81,0
central,active,OKCOKED36.central.lightspeed.net,10.10.249.66,0
northwest,active,BOIIDED92.northwest.lightspeed.net,10.70.200.54,0
northeast,active,PHLPAAG01.northeast.lightspeed.net,10.60.120.111,0
northeast,active,NYCNYDS72.northeast.lightspeed.net,10.60.128.44,0
northeast,degraded,BOSMAED19.northeast.lightspeed.net,10.60.197.125,0
east,active,CLTNCED36.east.lightspeed.net,10.20.196.156,0
northwest,active,BOIIDAG75.northwest.lightspeed.net,10.70.183.85,0
northeast,active,BOSMART13.northeast.lightspeed.net,10.60.105.83,0
southwest,active,ABQNMED10.southwest.lightspeed.net,10.50.207.248,0
southwest,active,ELPTXDS19.southwest.lightspeed.net,10.50.73.62,0
northeast,active,PHLPADS51.northeast.lightspeed.net,10.60.36.21,0
west,retired,SFOCADS36.west.lightspeed.net,10.30.66.188,0
west,active,SFOCADS90.west.lightspeed.net,10.30.193.197,0
east,active,CLTNCAG19.east.lightspeed.net,10.20.136.82,0
northwest,active,PORORSW37.northwest.lightspeed.net,10.70.109.161,0
southeast,active,JAXFLRT58.southeast.lightspeed.net,10.40.13.207,0
northeast,active,NYCNYSW68.northeast.lightspeed.net,10.60.137.217,0
northwest,degraded,PORORDS51.northwest.lightspeed.net,10.70.18.95,0
central,degraded,OKCOKED37.central.lightspeed.net,10.10.151.35,0
central,active,DALTXED37.central.lightspeed.net,10.10.158.218,0
central,degraded,AUSTXSW33.central.lightspeed.net,10.10.112.248,0
east,active,CLTNCED02.east.lightspeed.net,10.20.239.56,0
northwest,degraded,PORORRT49.northwest.lightspeed.net,10.70.27.116,0
,active,BOSMART66.northeast.lightspeed.net,10.60.211.137,1
west,active,SFOCART33.west.lightspeed.net,10.30.148.17,0
northwest,active,BOIIDDS02.northwest.lightspeed.net,10.70.143.119,0
,active,NYCNYDS49.northeast.lightspeed.net,10.60.69.252,1
northwest,active,BOIIDDS97.northwest.lightspeed.net,10.70.63.233,0
northeast,degraded,BOSMAAG61.northeast.lightspeed.net,10.60.89.237,0
northwest,active,PORORAG75.northwest.lightspeed.net,10.70.175.45,0
northwest,degraded,BOIIDDS83.northwest.lightspeed.net,10.70.38.48,0
west,active,SEAWAED74.west.lightspeed.net,10.30.252.132,0
,active,PHLPAED16.northeast.lightspeed.net,10.60.40.94,1
,active,BOSMAED68.northeast.lightspeed.net,10.60.82.73,1
central,active,AUSTXED50.central.lightspeed.net,10.10.63.63,0
west,active,LAXCASW51.west.lightspeed.net,10.30.211.123,0
east,active,ATLGAED44.east.lightspeed.net,10.20.155.143,0
northwest,active,BOIIDSW06.northwest.lightspeed.net,10.70.155.13,0
west,down,SEAWAED94.west.lightspeed.net,10.30.165.16,0
west,active,SFOCASW64.west.lightspeed.net,10.30.71.98,0
northwest,retired,PORORSW67.northwest.lightspeed.net,10.70.252.228,0
,active,BOSMADS15.northeast.lightspeed.net,10.60.88.214,1
northwest,active,PORORED74.northwest.lightspeed.net,10.70.32.229,0
northeast,down,NYCNYED11.northeast.lightspeed.net,10.60.16.47,0
,active,NYCNYSW05.northeast.lightspeed.net,10.60.253.128,1
east,active,CLTNCAG04.east.lightspeed.net,10.20.96.228,0
central,degraded,AUSTXDS36.central.lightspeed.net,10.10.96.148,0
northwest,down,BOIIDSW63.northwest.lightspeed.net,10.70.128.10,0
central,active,OKCOKED87.central.lightspeed.net,10.10.216.197,0
,active,PHLPASW91.northeast.lightspeed.net,10.60.172.114,1
northeast,active,PHLPADS50.northeast.lightspeed.net,10.60.190.3,0
southwest,active,PHXAZRT46.southwest.lightspeed.net,10.50.122.152,0
west,degraded,LAXCADS19.west.lightspeed.net,10.30.240.185,0
west,active,SEAWAED97.west.lightspeed.net,10.30.235.35,0
central,active,DALTXDS16.central.lightspeed.net,10.10.177.253,0
central,active,AUSTXED51.central.lightspeed.net,10.10.142.183,0
east,active,PITPAAG62.east.lightspeed.net,10.20.182.135,0
northwest,active,BOIIDRT65.northwest.lightspeed.net,10.70.45.211,0
southeast,active,JAXFLED29.southeast.lightspeed.net,10.40.221.242,0
northwest,active,BOIIDDS99.northwest.lightspeed.net,10.70.63.119,0
northwest,active,GEGWAED95.northwest.lightspeed.net,10.70.126.32,0
west,active,LAXCASW76.west.lightspeed.net,10.30.30.90,0
central,active,DALTXED33.central.lightspeed.net,10.10.165.138,0
northeast,active,NYCNYRT48.northeast.lightspeed.net,10.60.9.12,0
northwest,active,BOIIDED70.northwest.lightspeed.net,10.70.157.27,0
central,active,OKCOKED77.central.lightspeed.net,10.10.157.37,0
southeast,active,BNATNAG53.southeast.lightspeed.net,10.40.166.224,0
northwest,active,GEGWAED63.northwest.lightspeed.net,10.70.221.246,0
east,degraded,PITPASW79.east.lightspeed.net,10.20.59.73,0
west,active,SFOCASW77.west.lightspeed.net,10.30.188.11,0
central,active,DALTXED01.central.lightspeed.net,10.10.11.222,0
southwest,retired,ELPTXSW15.southwest.lightspeed.net,10.50.220.167,0
northwest,retired,GEGWAED02.northwest.lightspeed.net,10.70.167.84,0
northeast,degraded,PHLPAED68.northeast.lightspeed.net,10.60.14.215,0
east,active,CLTNCRT34.east.lightspeed.net,10.20.31.10,0
northwest,down,GEGWAED50.northwest.lightspeed.net,10.70.87.56,0
northwest,active,BOIIDED95.northwest.lightspeed.net,10.70.69.160,0
southwest,active,ELPTXED42.southwest.lightspeed.net,10.50.116.36,0
northeast,active,PHLPAAG12.northeast.lightspeed.net,10.60.118.82,0
southwest,active,PHXAZAG66.southwest.lightspeed.net,10.50.130.119,0
northwest,active,BOIIDDS59.northwest.lightspeed.net,10.70.114.113,0
northwest,active,GEGWART47.northwest.lightspeed.net,10.70.113.49,0
northwest,degraded,BOIIDDS54.northwest.lightspeed.net,10.70.200.185,0
northwest,active,GEGWART25.northwest.lightspeed.net,10.70.91.229,0
,active,SFOCAED98.west.lightspeed.net,10.30.248.172,1
west,active,LAXCACO81.west.lightspeed.net,10.30.232.20,0
central,active,OKCOKAG74.central.lightspeed.net,10.10.169.126,0
east,degraded,PITPAED92.east.lightspeed.net,10.20.114.185,0
southwest,active,PHXAZAG49.southwest.lightspeed.net,10.50.227.10,0
central,active,AUSTXED46.central.lightspeed.net,10.10.175.254,0
northeast,active,PHLPART99.northeast.lightspeed.net,10.60.3.127,0
central,active,OKCOKSW61.central.lightspeed.net,10.10.18.43,0
central,active,DALTXDS71.central.lightspeed.net,10.10.48.153,0
west,active,LAXCADS07.west.lightspeed.net,10.30.80.106,0
west,active,LAXCACO17.west.lightspeed.net,10.30.30.113,0
southwest,degraded,ELPTXRT37.southwest.lightspeed.net,10.50.140.43,0
west,active,LAXCART46.west.lightspeed.net,10.30.230.164,0
northwest,down,GEGWADS43.northwest.lightspeed.net,10.70.105.96,0
southeast,degraded,JAXFLDS44.southeast.lightspeed.net,10.40.57.59,0
southeast,degraded,MIAFLDS70.southeast.lightspeed.net,10.40.184.74,0
west,degraded,LAXCAAG01.west.lightspeed.net,10.30.232.126,0
central,active,AUSTXRT04.central.lightspeed.net,10.10.78.56,0
northeast,active,NYCNYAG51.northeast.lightspeed.net,10.60.96.214,0
central,active,OKCOKSW94.central.lightspeed.net,10.10.139.200,0
,active,PHLPAED97.northeast.lightspeed.net,10.60.65.162,1
central,active,DALTXED89.central.lightspeed.net,10.10.104.160,0
west,active,SEAWADS72.west.lightspeed.net,10.30.236.151,0
east,degraded,ATLGASW56.east.lightspeed.net,10.20.108.169,0
east,active,PITPASW67.east.lightspeed.net,10.20.202.111,0
northwest,active,BOIIDED49.northwest.lightspeed.net,10.70.2.71,0
,active,SFOCART39.west.lightspeed.net,10.30.109.232,1
northwest,active,BOIIDRT78.northwest.lightspeed.net,10.70.125.151,0
northwest,down,PORORRT47.northwest.lightspeed.net,10.70.108.143,0
northwest,active,BOIIDDS84.northwest.lightspeed.net,10.70.138.27,0
east,active,PITPAED48.east.lightspeed.net,10.20.220.103,0
northwest,down,PORORRT11.northwest.lightspeed.net,10.70.227.213,0
central,active,DALTXED10.central.lightspeed.net,10.10.8.179,0
northwest,degraded,GEGWAAG86.northwest.lightspeed.net,10.70.227.157,0
east,active,PITPADS52.east.lightspeed.net,10.20.191.110,0
northwest,active,PORORCO80.northwest.lightspeed.net,10.70.27.133,0
,active,NYCNYDS41.northeast.lightspeed.net,10.60.210.235,1
northwest,down,BOIIDSW75.northwest.lightspeed.net,10.70.115.205,0
east,degraded,PITPADS41.east.lightspeed.net,10.20.183.62,0
central,down,AUSTXSW83.central.lightspeed.net,10.10.50.96,0
southwest,down,ABQNMED37.southwest.lightspeed.net,10.50.73.39,0
,down,NYCNYED43.northeast.lightspeed.net,10.60.164.223,1
west,degraded,LAXCAAG56.west.lightspeed.net,10.30.253.142,0
east,active,PITPADS04.east.lightspeed.net,10.20.42.153,0
central,active,OKCOKCO22.central.lightspeed.net,10.10.125.224,0
east,degraded,PITPADS01.east.lightspeed.net,10.20.169.245,0
east,active,CLTNCRT70.east.lightspeed.net,10.20.164.239,0
northeast,active,BOSMAED09.northeast.lightspeed.net,10.60.213.72,0
northwest,active,GEGWADS59.northwest.lightspeed.net,10.70.27.217,0
,active,BOSMAAG42.northeast.lightspeed.net,10.60.151.3,1
northwest,degraded,GEGWACO84.northwest.lightspeed.net,10.70.122.206,0
northeast,active,NYCNYAG26.northeast.lightspeed.net,10.60.3.117,0
west,active,SEAWAED69.west.lightspeed.net,10.30.97.212,0
west,down,LAXCASW24.west.lightspeed.net,10.30.188.205,0
southeast,retired,JAXFLCO71.southeast.lightspeed.net,10.40.177.32,0
southwest,active,PHXAZRT62.southwest.lightspeed.net,10.50.200.39,0
west,active,SFOCADS94.west.lightspeed.net,10.30.224.211,0
northeast,active,BOSMART80.northeast.lightspeed.net,10.60.169.240,0
east,active,CLTNCED20.east.lightspeed.net,10.20.29.29,0
southeast,active,BNATNED63.southeast.lightspeed.net,10.40.161.24,0
northeast,active,NYCNYDS43.northeast.lightspeed.net,10.60.135.168,0
northeast,degraded,BOSMADS14.northeast.lightspeed.net,10.60.35.184,0
southeast,active,BNATNSW21.southeast.lightspeed.net,10.40.85.161,0
northwest,active,BOIIDAG68.northwest.lightspeed.net,10.70.102.230,0
northwest,active,GEGWADS56.northwest.lightspeed.net,10.70.85.60,0
northeast,active,NYCNYCO25.northeast.lightspeed.net,10.60.107.75,0
southeast,active,JAXFLDS48.southeast.lightspeed.net,10.40.218.221,0
west,active,LAXCAAG18.west.lightspeed.net,10.30.225.116,0
northwest,down,BOIIDDS42.northwest.lightspeed.net,10.70.129.205,0
northwest,degraded,GEGWAED62.northwest.lightspeed.net,10.70.196.180,0
northwest,active,BOIIDDS53.northwest.lightspeed.net,10.70.60.29,0
northeast,active,BOSMADS94.northeast.lightspeed.net,10.60.97.216,0
east,degraded,CLTNCED78.east.lightspeed.net,10.20.145.9,0
east,active,CLTNCAG67.east.lightspeed.net,10.20.58.239,0
northeast,degraded,PHLPADS96.northeast.lightspeed.net,10.60.30.244,0
northeast,active,PHLPASW70.northeast.lightspeed.net,10.60.90.213,0
central,active,OKCOKED55.central.lightspeed.net,10.10.173.199,0
west,active,LAXCAED59.west.lightspeed.net,10.30.20.52,0
,active,NYCNYSW73.northeast.lightspeed.net,10.60.249.220,1
west,degraded,SFOCAED29.west.lightspeed.net,10.30.145.11,0
northeast,active,BOSMASW57.northeast.lightspeed.net,10.60.24.132,0
west,active,SEAWAED52.west.lightspeed.net,10.30.164.138,0
northwest,active,BOIIDDS03.northwest.lightspeed.net,10.70.206.128,0
northeast,down,BOSMAED51.northeast.lightspeed.net,10.60.146.185,0
west,degraded,SEAWAED49.west.lightspeed.net,10.30.55.109,0
central,active,AUSTXDS06.central.lightspeed.net,10.10.1.26,0
northwest,active,BOIIDSW86.northwest.lightspeed.net,10.70.252.195,0
west,active,LAXCAED82.west.lightspeed.net,10.30.59.29,0
central,active,AUSTXDS91.central.lightspeed.net,10.10.145.171,0
northeast,degraded,NYCNYDS56.northeast.lightspeed.net,10.60.20.21,0
east,active,ATLGART36.east.lightspeed.net,10.20.210.210,0
central,down,AUSTXED08.central.lightspeed.net,10.10.146.87,0
west,degraded,LAXCADS72.west.lightspeed.net,10.30.53.124,0
northwest,active,BOIIDED44.northwest.lightspeed.net,10.70.22.219,0
southeast,active,JAXFLDS41.southeast.lightspeed.net,10.40.26.80,0
northwest,active,GEGWAED70.northwest.lightspeed.net,10.70.169.120,0
central,degraded,AUSTXED66.central.lightspeed.net,10.10.90.178,0
southwest,degraded,PHXAZDS35.southwest.lightspeed.net,10.50.29.124,0
northeast,down,NYCNYRT18.northeast.lightspeed.net,10.60.22.36,0
northwest,active,BOIIDDS65.northwest.lightspeed.net,10.70.149.167,0
northwest,active,BOIIDRT15.northwest.lightspeed.net,10.70.56.111,0
east,retired,ATLGAED57.east.lightspeed.net,10.20.9.192,0
northeast,active,NYCNYDS30.northeast.lightspeed.net,10.60.251.165,0
southeast,active,JAXFLRT22.southeast.lightspeed.net,10.40.22.49,0
southwest,active,ELPTXDS69.southwest.lightspeed.net,10.50.180.193,0
northeast,active,PHLPAED32.northeast.lightspeed.net,10.60.34.108,0
,degraded,NYCNYED72.northeast.lightspeed.net,10.60.36.242,1
west,active,SEAWAAG21.west.lightspeed.net,10.30.96.119,0
east,active,PITPASW95.east.lightspeed.net,10.20.72.106,0
,active,NYCNYED87.northeast.lightspeed.net,10.60.216.230,1
west,degraded,LAXCAED79.west.lightspeed.net,10.30.30.224,0
central,active,OKCOKDS98.central.lightspeed.net,10.10.141.234,0
east,active,ATLGAED64.east.lightspeed.net,10.20.28.112,0
northeast,active,BOSMADS56.northeast.lightspeed.net,10.60.210.172,0
southeast,active,MIAFLSW35.southeast.lightspeed.net,10.40.177.180,0
west,degraded,SEAWACO16.west.lightspeed.net,10.30.165.43,0
west,down,LAXCASW89.west.lightspeed.net,10.30.109.199,0
west,active,SFOCACO72.west.lightspeed.net,10.30.30.159,0
northwest,active,PORORRT63.northwest.lightspeed.net,10.70.87.235,0
northeast,active,BOSMAED79.northeast.lightspeed.net,10.60.59.56,0
east,degraded,ATLGAAG17.east.lightspeed.net,10.20.174.171,0
east,active,ATLGASW58.east.lightspeed.net,10.20.93.180,0
east,down,CLTNCED43.east.lightspeed.net,10.20.76.157,0
northeast,active,NYCNYDS28.northeast.lightspeed.net,10.60.93.33,0
northwest,active,BOIIDED98.northwest.lightspeed.net,10.70.3.221,0
,active,NYCNYDS88.northeast.lightspeed.net,10.60.212.14,1
west,retired,SFOCAED17.west.lightspeed.net,10.30.13.125,0
northeast,active,PHLPADS98.northeast.lightspeed.net,10.60.88.141,0
northwest,active,GEGWASW24.northwest.lightspeed.net,10.70.114.125,0
central,degraded,AUSTXAG01.central.lightspeed.net,10.10.98.132,0
northwest,down,PORORED25.northwest.lightspeed.net,10.70.91.162,0
west,active,SEAWASW45.west.lightspeed.net,10.30.3.50,0
west,degraded,SEAWADS33.west.lightspeed.net,10.30.124.94,0
central,active,DALTXSW28.central.lightspeed.net,10.10.48.138,0
,active,ATLGADS60.east.lightspeed.net,10.20.246.170,1
northeast,down,NYCNYED18.northeast.lightspeed.net,10.60.108.136,0
northeast,active,PHLPADS38.northeast.lightspeed.net,10.60.64.108,0
southeast,degraded,BNATNED64.southeast.lightspeed.net,10.40.246.168,0
,active,PHLPASW12.northeast.lightspeed.net,10.60.183.224,1
northeast,active,NYCNYAG34.northeast.lightspeed.net,10.60.220.2,0
northwest,active,PORORAG40.northwest.lightspeed.net,10.70.81.73,0
southwest,active,ABQNMSW90.southwest.lightspeed.net,10.50.161.23,0
west,degraded,SFOCASW25.west.lightspeed.net,10.30.117.254,0
northeast,active,PHLPADS40.northeast.lightspeed.net,10.60.228.214,0
east,active,PITPAED64.east.lightspeed.net,10.20.10.17,0
northeast,active,NYCNYAG75.northeast.lightspeed.net,10.60.30.186,0
southeast,active,BNATNDS77.southeast.lightspeed.net,10.40.141.208,0
,active,BOSMAED38.northeast.lightspeed.net,10.60.146.89,1
southeast,active,MIAFLRT01.southeast.lightspeed.net,10.40.36.54,0
northwest,active,PORORCO94.northwest.lightspeed.net,10.70.133.93,0
east,down,ATLGADS08.east.lightspeed.net,10.20.192.213,0
west,active,SFOCADS20.west.lightspeed.net,10.30.255.153,0
west,active,SFOCACO21.west.lightspeed.net,10.30.183.172,0
west,active,SEAWADS17.west.lightspeed.net,10.30.76.236,0
central,active,DALTXSW32.central.lightspeed.net,10.10.192.35,0
,degraded,BOSMAED50.northeast.lightspeed.net,10.60.47.236,1
northwest,down,GEGWAAG05.northwest.lightspeed.net,10.70.200.235,0
central,active,AUSTXED90.central.lightspeed.net,10.10.155.22,0
northeast,active,BOSMASW05.northeast.lightspeed.net,10.60.176.87,0
southwest,active,PHXAZDS02.southwest.lightspeed.net,10.50.231.238,0
southwest,active,ABQNMDS69.southwest.lightspeed.net,10.50.217.200,0
southeast,active,JAXFLED78.southeast.lightspeed.net,10.40.41.19,0
northwest,active,PORORED94.northwest.lightspeed.net,10.70.142.75,0
,active,PHLPAAG75.northeast.lightspeed.net,10.60.209.93,1
central,degraded,DALTXDS10.central.lightspeed.net,10.10.27.170,0
,active,NYCNYCO30.northeast.lightspeed.net,10.60.99.125,1
west,active,SEAWASW81.west.lightspeed.net,10.30.139.253,0
northwest,down,BOIIDRT28.northwest.lightspeed.net,10.70.186.249,0
west,active,LAXCADS91.west.lightspeed.net,10.30.179.11,0
central,degraded,DALTXED11.central.lightspeed.net,10.10.183.35,0
central,active,OKCOKAG95.central.lightspeed.net,10.10.245.54,0
east,active,CLTNCED55.east.lightspeed.net,10.20.207.47,0
central,degraded,DALTXED75.central.lightspeed.net,10.10.36.86,0
southeast,retired,JAXFLRT90.southeast.lightspeed.net,10.40.131.231,0
west,active,SEAWART89.west.lightspeed.net,10.30.93.101,0
southeast,degraded,BNATNED70.southeast.lightspeed.net,10.40.221.145,0
central,active,DALTXDS97.central.lightspeed.net,10.10.240.214,0
east,retired,CLTNCDS27.east.lightspeed.net,10.20.159.139,0
southeast,degraded,MIAFLSW99.southeast.lightspeed.net,10.40.33.52,0
northeast,retired,PHLPADS28.northeast.lightspeed.net,10.60.16.219,0
northwest,active,GEGWACO91.northwest.lightspeed.net,10.70.106.228,0
northwest,active,BOIIDAG27.northwest.lightspeed.net,10.70.214.195,0
northwest,degraded,GEGWAED53.northwest.lightspeed.net,10.70.76.248,0
east,active,ATLGART90.east.lightspeed.net,10.20.37.166,0
southeast,active,MIAFLDS33.southeast.lightspeed.net,10.40.94.250,0
west,active,LAXCADS84.west.lightspeed.net,10.30.166.97,0
east,active,PITPART21.east.lightspeed.net,10.20.44.115,0
northwest,retired,GEGWASW61.northwest.lightspeed.net,10.70.116.85,0
,active,NYCNYCO03.northeast.lightspeed.net,10.60.68.72,1
west,active,SEAWASW68.west.lightspeed.net,10.30.63.105,0
northwest,active,BOIIDSW05.northwest.lightspeed.net,10.70.167.47,0
northwest,active,BOIIDDS44.northwest.lightspeed.net,10.70.14.211,0
northeast,active,NYCNYDS82.northeast.lightspeed.net,10.60.91.143,0
central,active,AUSTXAG22.central.lightspeed.net,10.10.148.232,0
,down,PHLPASW58.northeast.lightspeed.net,10.60.143.99,1
northwest,active,BOIIDED71.northwest.lightspeed.net,10.70.248.141,0
,active,PHLPART95.northeast.lightspeed.net,10.60.197.110,1
northeast,active,NYCNYRT95.northeast.lightspeed.net,10.60.113.210,0
central,degraded,DALTXED25.central.lightspeed.net,10.10.57.248,0
northeast,active,NYCNYRT32.northeast.lightspeed.net,10.60.37.16,0
southwest,active,ELPTXED49.southwest.lightspeed.net,10.50.84.214,0
,active,PHLPAED99.northeast.lightspeed.net,10.60.186.100,1
northeast,active,PHLPAED71.northeast.lightspeed.net,10.60.208.149,0
central,active,OKCOKED95.central.lightspeed.net,10.10.126.100,0
southwest,active,ELPTXED03.southwest.lightspeed.net,10.50.51.179,0
southwest,active,PHXAZED73.southwest.lightspeed.net,10.50.82.190,0
northeast,degraded,NYCNYRT52.northeast.lightspeed.net,10.60.217.218,0
west,active,SEAWAED96.west.lightspeed.net,10.30.74.127,0
southwest,active,ELPTXDS35.southwest.lightspeed.net,10.50.200.240,0
northwest,active,BOIIDED85.northwest.lightspeed.net,10.70.111.37,0
east,degraded,ATLGAED86.east.lightspeed.net,10.20.127.224,0
northwest,degraded,PORORED18.northwest.lightspeed.net,10.70.120.93,0
northwest,active,PORORED81.northwest.lightspeed.net,10.70.45.13,0
southwest,degraded,PHXAZSW90.southwest.lightspeed.net,10.50.23.98,0
northwest,active,GEGWASW95.northwest.lightspeed.net,10.70.247.11,0
west,down,LAXCAAG69.west.lightspeed.net,10.30.91.54,0
northeast,degraded,BOSMAED87.northeast.lightspeed.net,10.60.29.194,0
central,active,DALTXDS82.central.lightspeed.net,10.10.99.163,0
northwest,active,PORORAG32.northwest.lightspeed.net,10.70.121.137,0
northeast,active,NYCNYRT05.northeast.lightspeed.net,10.60.136.14,0
,active,BOSMAED57.northeast.lightspeed.net,10.60.221.36,1
central,degraded,OKCOKCO45.central.lightspeed.net,10.10.46.138,0
east,active,CLTNCRT47.east.lightspeed.net,10.20.242.221,0
northwest,active,BOIIDRT23.northwest.lightspeed.net,10.70.81.187,0
