obs_ip_address,obs_fqdn,obs_status,ipam_region,missing_in_ipam
10.10.7.31,OKCOKED35.central.lightspeed.net,active,central,0
10.60.236.23,BOSMADS01.northeast.lightspeed.net,degraded,northeast,0
10.60.225.176,BOSMASW61.northeast.lightspeed.net,active,northeast,0
10.30.106.202,SEAWAAG84.west.lightspeed.net,active,west,0
10.60.30.2,BOSMAED17.northeast.lightspeed.net,down,northeast,0
10.50.149.34,ABQNMED79.southwest.lightspeed.net,degraded,southwest,0
10.60.196.45,NYCNYDS69.northeast.lightspeed.net,active,northeast,0
10.30.231.151,SFOCADS35.west.lightspeed.net,active,west,0
10.60.248.223,PHLPAED59.northeast.lightspeed.net,active,northeast,0
10.70.161.145,BOIIDAG84.northwest.lightspeed.net,active,northwest,0
10.60.159.112,PHLPART15.northeast.lightspeed.net,down,northeast,0
10.70.149.0,BOIIDED84.northwest.lightspeed.net,active,northwest,0
10.60.200.97,NYCNYDS99.northeast.lightspeed.net,degraded,,1
10.60.49.154,NYCNYAG21.northeast.lightspeed.net,degraded,northeast,0
10.30.78.106,SFOCACO18.west.lightspeed.net,active,,1
10.20.193.192,CLTNCRT61.east.lightspeed.net,active,east,0
10.10.44.39,OKCOKDS09.central.lightspeed.net,degraded,central,0
10.60.239.77,BOSMASW15.northeast.lightspeed.net,active,northeast,0
10.30.73.133,LAXCASW82.west.lightspeed.net,active,west,0
10.10.71.32,DALTXDS85.central.lightspeed.net,active,central,0
10.10.244.118,DALTXSW97.central.lightspeed.net,active,central,0
10.30.88.185,SFOCASW88.west.lightspeed.net,active,west,0
10.30.107.25,SEAWAED86.west.lightspeed.net,active,west,0
10.60.149.238,BOSMADS03.northeast.lightspeed.net,active,,1
10.60.22.52,BOSMADS25.northeast.lightspeed.net,active,northeast,0
10.70.158.198,BOIIDRT58.northwest.lightspeed.net,active,northwest,0
10.60.27.162,NYCNYSW61.northeast.lightspeed.net,active,northeast,0
10.60.189.90,NYCNYED48.northeast.lightspeed.net,down,northeast,0
10.30.158.174,SFOCADS38.west.lightspeed.net,down,west,0
10.70.47.169,BOIIDCO19.northwest.lightspeed.net,down,northwest,0
10.40.26.36,JAXFLSW94.southeast.lightspeed.net,active,southeast,0
10.70.69.71,BOIIDAG45.northwest.lightspeed.net,degraded,northwest,0
10.60.193.24,BOSMAED83.northeast.lightspeed.net,degraded,northeast,0
10.70.90.83,BOIIDRT47.northwest.lightspeed.net,active,northwest,0
10.50.228.33,PHXAZRT66.southwest.lightspeed.net,degraded,southwest,0
10.10.218.244,DALTXED93.central.lightspeed.net,active,central,0
10.20.199.164,CLTNCDS85.east.lightspeed.net,active,east,0
10.50.187.162,ELPTXSW49.southwest.lightspeed.net,active,southwest,0
10.20.18.166,PITPADS25.east.lightspeed.net,degraded,east,0
10.20.27.76,PITPAAG67.east.lightspeed.net,degraded,east,0
10.20.58.8,CLTNCDS66.east.lightspeed.net,degraded,east,0
10.30.244.136,SEAWADS61.west.lightspeed.net,degraded,west,0
10.70.227.36,PORORDS83.northwest.lightspeed.net,degraded,northwest,0
10.20.98.183,ATLGAED56.east.lightspeed.net,active,east,0
10.60.169.46,BOSMART81.northeast.lightspeed.net,active,northeast,0
10.30.55.98,SEAWAED96.west.lightspeed.net,active,west,0
10.50.19.205,PHXAZSW52.southwest.lightspeed.net,active,southwest,0
10.70.249.107,GEGWART12.northwest.lightspeed.net,active,northwest,0
10.20.119.211,CLTNCSW83.east.lightspeed.net,active,east,0
10.20.90.81,CLTNCDS89.east.lightspeed.net,active,east,0
10.40.68.98,BNATNSW64.southeast.lightspeed.net,down,southeast,0
10.70.190.129,GEGWAAG45.northwest.lightspeed.net,active,northwest,0
10.60.243.232,PHLPADS88.northeast.lightspeed.net,degraded,northeast,0
10.20.77.194,ATLGART98.east.lightspeed.net,active,east,0
10.60.148.192,PHLPAAG81.northeast.lightspeed.net,down,northeast,0
10.70.112.14,PORORDS10.northwest.lightspeed.net,active,northwest,0
10.30.128.175,SEAWASW20.west.lightspeed.net,active,west,0
10.70.51.58,PORORSW83.northwest.lightspeed.net,down,northwest,0
10.70.237.254,PORORSW50.northwest.lightspeed.net,active,northwest,0
10.30.45.158,LAXCAED74.west.lightspeed.net,degraded,,1
10.20.77.12,PITPAED73.east.lightspeed.net,degraded,east,0
10.70.26.32,BOIIDCO42.northwest.lightspeed.net,active,northwest,0
10.10.116.66,AUSTXAG81.central.lightspeed.net,active,central,0
10.70.115.51,GEGWAED72.northwest.lightspeed.net,active,northwest,0
10.40.105.27,MIAFLCO67.southeast.lightspeed.net,active,southeast,0
10.30.162.153,SEAWART13.west.lightspeed.net,active,west,0
10.60.116.82,NYCNYED99.northeast.lightspeed.net,degraded,northeast,0
10.70.125.255,PORORDS06.northwest.lightspeed.net,active,northwest,0
10.30.160.128,SEAWADS06.west.lightspeed.net,active,west,0
10.40.42.82,JAXFLCO08.southeast.lightspeed.net,active,southeast,0
10.60.196.235,BOSMAED62.northeast.lightspeed.net,active,,1
10.10.216.78,AUSTXED43.central.lightspeed.net,degraded,central,0
10.40.108.173,JAXFLAG56.southeast.lightspeed.net,retired,southeast,0
10.60.219.19,PHLPART02.northeast.lightspeed.net,active,northeast,0
10.30.23.253,SFOCASW79.west.lightspeed.net,active,west,0
10.20.103.7,CLTNCDS94.east.lightspeed.net,active,east,0
10.30.138.177,SEAWACO11.west.lightspeed.net,active,west,0
10.20.18.79,CLTNCSW46.east.lightspeed.net,active,east,0
10.70.155.187,GEGWACO40.northwest.lightspeed.net,active,northwest,0
10.70.68.120,GEGWADS03.northwest.lightspeed.net,active,northwest,0
10.40.4.4,JAXFLDS62.southeast.lightspeed.net,active,southeast,0
10.30.71.207,SEAWAED63.west.lightspeed.net,active,west,0
10.60.241.133,NYCNYSW98.northeast.lightspeed.net,active,,1
10.60.215.12,BOSMAAG53.northeast.lightspeed.net,down,northeast,0
10.50.19.24,ABQNMSW83.southwest.lightspeed.net,active,southwest,0
10.70.187.203,BOIIDSW94.northwest.lightspeed.net,retired,northwest,0
10.20.239.110,PITPASW68.east.lightspeed.net,active,east,0
10.70.131.246,GEGWAED92.northwest.lightspeed.net,active,northwest,0
10.30.105.60,LAXCASW42.west.lightspeed.net,active,west,0
10.70.50.228,PORORDS76.northwest.lightspeed.net,active,northwest,0
10.50.106.49,ELPTXSW99.southwest.lightspeed.net,degraded,southwest,0
10.50.207.3,PHXAZCO40.southwest.lightspeed.net,active,southwest,0
10.30.131.206,SEAWASW39.west.lightspeed.net,active,west,0
10.70.64.104,BOIIDSW85.northwest.lightspeed.net,active,northwest,0
10.10.182.113,OKCOKED24.central.lightspeed.net,active,central,0
10.30.135.129,SFOCART73.west.lightspeed.net,active,west,0
10.60.24.223,PHLPAED16.northeast.lightspeed.net,down,northeast,0
10.30.128.23,SFOCAED79.west.lightspeed.net,degraded,west,0
10.10.102.170,DALTXRT27.central.lightspeed.net,degraded,central,0
10.60.104.108,BOSMART23.northeast.lightspeed.net,active,northeast,0
10.30.164.253,LAXCAED09.west.lightspeed.net,active,west,0
10.10.163.192,OKCOKCO12.central.lightspeed.net,active,central,0
10.70.133.157,PORORSW66.northwest.lightspeed.net,down,northwest,0
10.60.63.150,PHLPADS55.northeast.lightspeed.net,active,northeast,0
10.40.234.87,BNATNAG90.southeast.lightspeed.net,active,southeast,0
10.50.146.226,PHXAZSW92.southwest.lightspeed.net,active,southwest,0
10.60.93.140,PHLPAED17.northeast.lightspeed.net,degraded,northeast,0
10.70.149.70,BOIIDSW52.northwest.lightspeed.net,retired,northwest,0
10.70.250.103,GEGWACO38.northwest.lightspeed.net,active,northwest,0
10.60.154.75,BOSMART97.northeast.lightspeed.net,active,northeast,0
10.30.214.96,LAXCAAG49.west.lightspeed.net,retired,west,0
10.60.218.77,PHLPADS23.northeast.lightspeed.net,active,,1
10.70.115.191,PORORRT82.northwest.lightspeed.net,active,northwest,0
10.30.108.158,SFOCADS37.west.lightspeed.net,active,,1
10.30.59.244,SEAWASW94.west.lightspeed.net,retired,west,0
10.10.92.82,OKCOKSW23.central.lightspeed.net,active,central,0
10.60.189.21,NYCNYSW06.northeast.lightspeed.net,active,northeast,0
10.20.203.82,CLTNCED15.east.lightspeed.net,active,east,0
10.70.106.90,GEGWART01.northwest.lightspeed.net,degraded,northwest,0
10.70.139.83,PORORCO62.northwest.lightspeed.net,active,northwest,0
10.20.199.87,CLTNCDS06.east.lightspeed.net,active,east,0
10.20.5.4,ATLGASW28.east.lightspeed.net,degraded,east,0
10.70.144.151,PORORED85.northwest.lightspeed.net,degraded,northwest,0
10.10.92.144,DALTXDS49.central.lightspeed.net,active,central,0
10.70.205.83,BOIIDED96.northwest.lightspeed.net,active,northwest,0
10.70.71.64,GEGWART73.northwest.lightspeed.net,down,northwest,0
10.70.5.169,BOIIDCO15.northwest.lightspeed.net,active,northwest,0
10.30.139.11,SFOCASW92.west.lightspeed.net,active,west,0
10.60.160.192,PHLPACO59.northeast.lightspeed.net,degraded,northeast,0
10.10.169.208,AUSTXDS45.central.lightspeed.net,active,central,0
10.60.142.189,BOSMADS92.northeast.lightspeed.net,active,northeast,0
10.60.66.7,BOSMAAG34.northeast.lightspeed.net,active,northeast,0
10.60.176.24,NYCNYRT25.northeast.lightspeed.net,active,northeast,0
10.30.236.117,LAXCASW93.west.lightspeed.net,active,west,0
10.20.44.28,CLTNCED44.east.lightspeed.net,down,east,0
10.60.247.251,NYCNYRT93.northeast.lightspeed.net,active,northeast,0
10.10.177.34,DALTXSW56.central.lightspeed.net,active,central,0
10.70.9.172,PORORDS17.northwest.lightspeed.net,active,northwest,0
10.70.213.35,PORORDS45.northwest.lightspeed.net,active,northwest,0
10.70.171.185,GEGWACO30.northwest.lightspeed.net,active,northwest,0
10.60.96.102,BOSMART52.northeast.lightspeed.net,down,,1
10.30.21.163,LAXCASW18.west.lightspeed.net,active,west,0
10.30.210.106,SFOCASW90.west.lightspeed.net,active,west,0
10.30.249.118,SEAWADS04.west.lightspeed.net,degraded,west,0
10.40.73.55,MIAFLAG59.southeast.lightspeed.net,active,southeast,0
10.20.92.16,CLTNCSW41.east.lightspeed.net,active,east,0
10.40.98.207,MIAFLED14.southeast.lightspeed.net,active,southeast,0
10.30.243.116,SFOCART58.west.lightspeed.net,active,west,0
10.60.115.131,NYCNYSW38.northeast.lightspeed.net,active,,1
10.70.60.236,PORORED90.northwest.lightspeed.net,active,northwest,0
10.60.10.199,BOSMAAG22.northeast.lightspeed.net,degraded,northeast,0
10.50.106.148,ELPTXED65.southwest.lightspeed.net,active,southwest,0
10.60.201.112,NYCNYDS09.northeast.lightspeed.net,degraded,,1
10.50.62.145,ABQNMRT41.southwest.lightspeed.net,active,southwest,0
10.10.63.106,OKCOKSW05.central.lightspeed.net,active,central,0
10.60.173.8,PHLPAED23.northeast.lightspeed.net,degraded,,1
10.30.200.136,SFOCADS27.west.lightspeed.net,active,west,0
10.70.88.196,GEGWADS25.northwest.lightspeed.net,retired,northwest,0
10.60.212.249,PHLPAAG15.northeast.lightspeed.net,degraded,,1
10.70.221.101,BOIIDAG68.northwest.lightspeed.net,active,northwest,0
10.20.20.77,CLTNCRT82.east.lightspeed.net,degraded,east,0
10.70.114.154,GEGWADS99.northwest.lightspeed.net,active,northwest,0
10.60.238.210,PHLPAED95.northeast.lightspeed.net,active,northeast,0
10.30.103.65,LAXCASW88.west.lightspeed.net,active,west,0
10.40.1.50,BNATNED61.southeast.lightspeed.net,degraded,southeast,0
10.20.155.45,ATLGAED23.east.lightspeed.net,degraded,east,0
10.50.109.49,PHXAZAG55.southwest.lightspeed.net,active,southwest,0
10.60.77.222,BOSMASW06.northeast.lightspeed.net,down,,1
10.60.79.37,PHLPASW10.northeast.lightspeed.net,degraded,,1
10.20.100.183,ATLGASW88.east.lightspeed.net,active,east,0
10.30.4.247,LAXCAED32.west.lightspeed.net,active,west,0
10.70.91.10,PORORED37.northwest.lightspeed.net,active,northwest,0
10.30.251.65,SFOCASW19.west.lightspeed.net,active,west,0
10.10.75.222,OKCOKSW28.central.lightspeed.net,degraded,central,0
10.60.237.39,PHLPAAG03.northeast.lightspeed.net,active,northeast,0
10.70.244.231,BOIIDCO66.northwest.lightspeed.net,active,northwest,0
10.70.63.59,BOIIDCO41.northwest.lightspeed.net,retired,northwest,0
10.10.10.95,DALTXAG38.central.lightspeed.net,down,central,0
10.30.156.81,SEAWADS14.west.lightspeed.net,degraded,west,0
10.60.24.123,NYCNYRT65.northeast.lightspeed.net,active,northeast,0
10.50.189.254,ELPTXDS30.southwest.lightspeed.net,active,southwest,0
10.70.180.253,BOIIDED26.northwest.lightspeed.net,active,northwest,0
10.40.60.57,JAXFLDS98.southeast.lightspeed.net,active,southeast,0
10.40.181.4,BNATNED57.southeast.lightspeed.net,down,southeast,0
10.60.149.233,NYCNYDS77.northeast.lightspeed.net,active,northeast,0
10.60.61.159,PHLPART26.northeast.lightspeed.net,active,northeast,0
10.40.146.160,MIAFLED22.southeast.lightspeed.net,active,southeast,0
10.30.79.66,SEAWADS15.west.lightspeed.net,degraded,west,0
10.30.177.154,SEAWAED81.west.lightspeed.net,active,west,0
10.70.219.234,GEGWART79.northwest.lightspeed.net,active,northwest,0
10.70.252.85,GEGWART76.northwest.lightspeed.net,active,northwest,0
10.20.170.72,PITPAED91.east.lightspeed.net,active,east,0
10.70.8.202,BOIIDED50.northwest.lightspeed.net,down,northwest,0
10.60.114.147,NYCNYAG63.northeast.lightspeed.net,active,northeast,0
10.40.172.220,MIAFLRT19.southeast.lightspeed.net,down,southeast,0
10.20.137.84,ATLGASW50.east.lightspeed.net,active,east,0
10.50.189.122,ELPTXDS84.southwest.lightspeed.net,active,southwest,0
10.10.101.6,AUSTXRT84.central.lightspeed.net,active,central,0
10.70.94.128,PORORAG25.northwest.lightspeed.net,active,northwest,0
10.10.210.161,DALTXDS05.central.lightspeed.net,active,central,0
10.40.197.50,MIAFLED25.southeast.lightspeed.net,active,southeast,0
10.10.171.128,DALTXCO10.central.lightspeed.net,active,central,0
10.20.30.201,PITPACO68.east.lightspeed.net,active,east,0
10.60.248.40,PHLPAED40.northeast.lightspeed.net,degraded,northeast,0
10.20.108.24,CLTNCSW76.east.lightspeed.net,active,east,0
10.40.203.73,MIAFLAG90.southeast.lightspeed.net,degraded,southeast,0
10.60.194.23,BOSMART13.northeast.lightspeed.net,active,,1
10.40.157.225,MIAFLSW75.southeast.lightspeed.net,active,southeast,0
10.30.80.53,SEAWAED08.west.lightspeed.net,degraded,west,0
10.30.129.191,SFOCACO78.west.lightspeed.net,degraded,west,0
10.40.27.102,MIAFLED29.southeast.lightspeed.net,degraded,southeast,0
10.20.208.196,PITPADS31.east.lightspeed.net,active,east,0
10.10.0.155,OKCOKCO96.central.lightspeed.net,degraded,central,0
10.70.2.28,BOIIDDS27.northwest.lightspeed.net,active,northwest,0
10.10.192.211,OKCOKAG35.central.lightspeed.net,active,central,0
10.70.221.185,GEGWADS41.northwest.lightspeed.net,active,northwest,0
10.70.61.121,BOIIDED57.northwest.lightspeed.net,active,northwest,0
10.30.20.157,SEAWADS95.west.lightspeed.net,active,west,0
10.60.71.183,NYCNYSW82.northeast.lightspeed.net,active,,1
10.50.102.43,PHXAZRT32.southwest.lightspeed.net,active,southwest,0
10.30.182.24,LAXCADS77.west.lightspeed.net,active,west,0
10.70.110.118,GEGWAED45.northwest.lightspeed.net,degraded,northwest,0
10.60.168.8,PHLPART52.northeast.lightspeed.net,down,,1
10.60.8.159,NYCNYSW51.northeast.lightspeed.net,active,northeast,0
10.70.85.30,PORORDS43.northwest.lightspeed.net,active,northwest,0
10.10.161.2,DALTXED06.central.lightspeed.net,degraded,central,0
10.30.23.53,SFOCADS24.west.lightspeed.net,down,west,0
10.70.162.148,GEGWART21.northwest.lightspeed.net,degraded,northwest,0
10.10.87.113,DALTXSW88.central.lightspeed.net,active,central,0
10.60.58.143,PHLPACO35.northeast.lightspeed.net,active,,1
10.30.86.34,LAXCADS30.west.lightspeed.net,degraded,west,0
10.70.112.255,PORORRT47.northwest.lightspeed.net,active,northwest,0
10.10.149.83,AUSTXSW81.central.lightspeed.net,degraded,central,0
10.60.249.149,NYCNYED98.northeast.lightspeed.net,active,northeast,0
10.60.127.177,BOSMACO64.northeast.lightspeed.net,degraded,northeast,0
10.10.244.207,DALTXED09.central.lightspeed.net,degraded,central,0
10.70.105.195,PORORDS94.northwest.lightspeed.net,active,northwest,0
10.50.109.104,PHXAZCO43.southwest.lightspeed.net,active,southwest,0
10.30.113.228,SEAWACO08.west.lightspeed.net,active,west,0
10.70.71.66,PORORSW32.northwest.lightspeed.net,active,northwest,0
10.20.169.64,ATLGAED88.east.lightspeed.net,active,east,0
10.10.79.35,DALTXED35.central.lightspeed.net,down,central,0
10.10.240.21,DALTXED11.central.lightspeed.net,active,central,0
10.30.40.63,SEAWAAG87.west.lightspeed.net,active,west,0
10.60.147.19,PHLPAAG54.northeast.lightspeed.net,active,northeast,0
10.60.226.30,NYCNYED86.northeast.lightspeed.net,active,northeast,0
10.40.55.209,BNATNAG66.southeast.lightspeed.net,active,,1
10.50.240.126,ELPTXAG63.southwest.lightspeed.net,active,southwest,0
10.50.53.218,ELPTXED10.southwest.lightspeed.net,active,southwest,0
10.70.64.129,GEGWACO96.northwest.lightspeed.net,active,northwest,0
10.10.75.24,AUSTXAG66.central.lightspeed.net,active,central,0
10.60.247.181,PHLPAED08.northeast.lightspeed.net,active,northeast,0
10.30.122.156,LAXCADS69.west.lightspeed.net,degraded,west,0
10.60.206.177,PHLPAED71.northeast.lightspeed.net,active,northeast,0
10.60.6.56,PHLPACO42.northeast.lightspeed.net,active,northeast,0
10.60.108.212,NYCNYSW54.northeast.lightspeed.net,active,northeast,0
10.40.149.73,MIAFLSW94.southeast.lightspeed.net,degraded,southeast,0
10.70.23.122,GEGWADS47.northwest.lightspeed.net,active,northwest,0
10.50.57.175,ELPTXRT84.southwest.lightspeed.net,down,southwest,0
10.10.126.71,OKCOKED05.central.lightspeed.net,degraded,central,0
10.10.15.16,OKCOKED22.central.lightspeed.net,active,central,0
10.20.155.165,ATLGADS21.east.lightspeed.net,degraded,east,0
10.10.40.66,AUSTXED98.central.lightspeed.net,active,central,0
10.30.204.109,SFOCAAG61.west.lightspeed.net,degraded,west,0
10.30.81.251,LAXCADS52.west.lightspeed.net,active,west,0
10.20.39.127,PITPART96.east.lightspeed.net,active,east,0
10.10.244.162,OKCOKAG75.central.lightspeed.net,down,central,0
10.70.171.146,PORORSW05.northwest.lightspeed.net,degraded,northwest,0
10.20.254.39,CLTNCAG91.east.lightspeed.net,degraded,east,0
10.40.164.167,MIAFLED77.southeast.lightspeed.net,active,southeast,0
10.30.223.62,SEAWACO21.west.lightspeed.net,active,west,0
10.70.81.79,GEGWART37.northwest.lightspeed.net,degraded,northwest,0
10.50.63.234,PHXAZAG83.southwest.lightspeed.net,active,southwest,0
10.40.77.129,JAXFLED58.southeast.lightspeed.net,active,southeast,0
10.30.95.83,SFOCADS45.west.lightspeed.net,retired,west,0
10.60.236.126,BOSMART89.northeast.lightspeed.net,down,,1
10.60.75.163,PHLPART94.northeast.lightspeed.net,active,northeast,0
10.10.49.253,AUSTXRT35.central.lightspeed.net,active,central,0
10.10.233.58,OKCOKDS01.central.lightspeed.net,active,central,0
10.70.64.170,PORORRT98.northwest.lightspeed.net,down,northwest,0
10.20.80.137,CLTNCAG39.east.lightspeed.net,down,east,0
10.10.180.161,AUSTXED56.central.lightspeed.net,degraded,central,0
10.20.186.173,CLTNCDS11.east.lightspeed.net,down,east,0
10.30.59.154,SFOCADS34.west.lightspeed.net,active,west,0
10.60.73.141,BOSMASW31.northeast.lightspeed.net,active,northeast,0
10.60.114.170,BOSMART04.northeast.lightspeed.net,active,northeast,0
10.30.76.212,SEAWACO16.west.lightspeed.net,active,west,0
10.50.176.134,PHXAZDS09.southwest.lightspeed.net,active,southwest,0
10.70.212.141,BOIIDED90.northwest.lightspeed.net,active,northwest,0
10.70.121.231,GEGWAAG37.northwest.lightspeed.net,active,northwest,0
10.20.5.233,ATLGADS60.east.lightspeed.net,active,east,0
10.30.242.105,LAXCART01.west.lightspeed.net,active,west,0
10.20.175.201,PITPAED56.east.lightspeed.net,active,east,0
10.40.128.169,BNATNSW65.southeast.lightspeed.net,active,southeast,0
10.30.85.126,SFOCADS12.west.lightspeed.net,degraded,west,0
10.30.46.130,SEAWADS01.west.lightspeed.net,active,,1
10.70.167.108,PORORED50.northwest.lightspeed.net,active,northwest,0
10.30.242.151,SFOCAED17.west.lightspeed.net,degraded,west,0
10.30.229.55,SFOCAAG77.west.lightspeed.net,active,west,0
10.10.206.48,DALTXSW38.central.lightspeed.net,degraded,central,0
10.70.139.234,PORORED17.northwest.lightspeed.net,down,northwest,0
10.20.57.161,CLTNCDS25.east.lightspeed.net,active,east,0
10.70.150.85,BOIIDAG90.northwest.lightspeed.net,down,northwest,0
10.30.236.3,LAXCAED58.west.lightspeed.net,active,west,0
10.10.182.108,DALTXED56.central.lightspeed.net,active,central,0
10.60.238.191,NYCNYED80.northeast.lightspeed.net,active,northeast,0
10.50.217.183,ELPTXSW78.southwest.lightspeed.net,down,southwest,0
10.30.15.132,LAXCAAG98.west.lightspeed.net,down,west,0
10.60.220.190,NYCNYDS33.northeast.lightspeed.net,active,northeast,0
10.40.146.243,BNATNED32.southeast.lightspeed.net,retired,southeast,0
10.40.185.174,BNATNED63.southeast.lightspeed.net,degraded,southeast,0
10.70.95.207,GEGWASW90.northwest.lightspeed.net,active,northwest,0
10.60.105.76,NYCNYDS83.northeast.lightspeed.net,degraded,northeast,0
10.20.110.234,PITPADS18.east.lightspeed.net,active,east,0
10.60.243.182,NYCNYDS14.northeast.lightspeed.net,active,,1
10.70.20.56,BOIIDCO02.northwest.lightspeed.net,active,northwest,0
10.20.14.71,CLTNCSW85.east.lightspeed.net,active,east,0
10.20.128.110,PITPART12.east.lightspeed.net,active,east,0
10.20.3.52,CLTNCAG96.east.lightspeed.net,active,east,0
10.10.23.43,DALTXAG85.central.lightspeed.net,active,central,0
10.30.237.40,SFOCAED47.west.lightspeed.net,active,west,0
10.30.224.111,LAXCAED91.west.lightspeed.net,degraded,west,0
10.70.223.125,BOIIDED29.northwest.lightspeed.net,down,northwest,0
10.10.116.10,AUSTXED10.central.lightspeed.net,active,central,0
10.60.45.102,NYCNYED60.northeast.lightspeed.net,active,,1
10.30.177.128,LAXCAED45.west.lightspeed.net,degraded,west,0
10.60.138.196,BOSMACO67.northeast.lightspeed.net,active,northeast,0
10.10.133.212,DALTXCO09.central.lightspeed.net,active,central,0
10.30.198.12,SEAWART95.west.lightspeed.net,active,west,0
10.60.95.80,BOSMASW99.northeast.lightspeed.net,active,northeast,0
10.40.215.42,BNATNCO59.southeast.lightspeed.net,active,southeast,0
10.30.58.202,SFOCADS04.west.lightspeed.net,retired,west,0
10.20.4.113,PITPADS40.east.lightspeed.net,active,east,0
10.70.196.21,PORORRT99.northwest.lightspeed.net,active,northwest,0
10.30.85.225,SFOCADS68.west.lightspeed.net,down,west,0
10.10.252.228,AUSTXRT63.central.lightspeed.net,active,central,0
10.40.59.161,JAXFLRT42.southeast.lightspeed.net,active,southeast,0
10.20.156.60,ATLGADS11.east.lightspeed.net,degraded,east,0
10.10.64.5,DALTXED32.central.lightspeed.net,active,central,0
10.10.219.192,OKCOKRT34.central.lightspeed.net,down,central,0
10.70.94.92,GEGWADS96.northwest.lightspeed.net,degraded,northwest,0
10.20.144.203,CLTNCDS42.east.lightspeed.net,down,east,0
10.60.210.46,NYCNYRT97.northeast.lightspeed.net,active,northeast,0
10.30.121.185,LAXCACO80.west.lightspeed.net,active,west,0
10.20.233.13,PITPAAG33.east.lightspeed.net,active,east,0
10.70.150.72,PORORAG72.northwest.lightspeed.net,degraded,northwest,0
10.30.32.2,SEAWADS51.west.lightspeed.net,down,,1
10.70.40.56,BOIIDED98.northwest.lightspeed.net,degraded,northwest,0
10.60.217.2,BOSMASW40.northeast.lightspeed.net,active,,1
10.70.124.251,PORORED88.northwest.lightspeed.net,active,northwest,0
10.70.225.73,PORORRT11.northwest.lightspeed.net,active,northwest,0
10.30.175.249,SEAWADS80.west.lightspeed.net,degraded,west,0
10.60.177.169,PHLPASW64.northeast.lightspeed.net,active,northeast,0
10.60.191.137,NYCNYDS16.northeast.lightspeed.net,active,northeast,0
10.60.46.206,BOSMAAG69.northeast.lightspeed.net,active,northeast,0
10.20.34.147,PITPAED49.east.lightspeed.net,active,east,0
10.10.134.201,AUSTXED52.central.lightspeed.net,degraded,central,0
10.30.155.78,SFOCADS46.west.lightspeed.net,active,west,0
10.70.119.240,BOIIDSW22.northwest.lightspeed.net,active,northwest,0
10.60.205.50,NYCNYSW05.northeast.lightspeed.net,active,,1
10.60.241.220,NYCNYED56.northeast.lightspeed.net,degraded,northeast,0
10.70.29.107,PORORDS82.northwest.lightspeed.net,active,northwest,0
10.20.193.204,ATLGAED50.east.lightspeed.net,degraded,east,0
10.30.254.179,SEAWAED34.west.lightspeed.net,active,west,0
10.70.55.47,BOIIDRT48.northwest.lightspeed.net,degraded,northwest,0
10.60.216.235,PHLPADS04.northeast.lightspeed.net,active,northeast,0
10.70.188.57,BOIIDAG75.northwest.lightspeed.net,degraded,northwest,0
10.60.106.82,PHLPADS10.northeast.lightspeed.net,degraded,northeast,0
10.40.92.125,BNATNDS90.southeast.lightspeed.net,active,southeast,0
10.70.220.237,BOIIDDS08.northwest.lightspeed.net,active,northwest,0
10.60.159.143,PHLPASW13.northeast.lightspeed.net,active,,1
10.70.241.221,BOIIDSW35.northwest.lightspeed.net,active,northwest,0
10.60.178.216,PHLPADS71.northeast.lightspeed.net,active,,1
10.20.117.240,CLTNCCO16.east.lightspeed.net,active,east,0
10.10.111.37,AUSTXDS67.central.lightspeed.net,retired,central,0
10.60.157.77,NYCNYSW67.northeast.lightspeed.net,active,northeast,0
10.70.250.139,PORORRT04.northwest.lightspeed.net,active,northwest,0
10.10.53.147,DALTXSW71.central.lightspeed.net,active,central,0
10.60.143.74,NYCNYDS17.northeast.lightspeed.net,down,,1
10.70.236.54,PORORED99.northwest.lightspeed.net,active,northwest,0
10.60.26.153,PHLPASW97.northeast.lightspeed.net,active,,1
10.70.173.192,GEGWADS57.northwest.lightspeed.net,active,northwest,0
10.30.194.113,SFOCASW45.west.lightspeed.net,active,west,0
10.60.70.147,BOSMART90.northeast.lightspeed.net,active,northeast,0
10.70.100.0,BOIIDRT19.northwest.lightspeed.net,degraded,northwest,0
10.60.248.11,PHLPAED98.northeast.lightspeed.net,retired,,1
10.70.20.47,BOIIDRT35.northwest.lightspeed.net,active,northwest,0
10.60.121.175,NYCNYDS62.northeast.lightspeed.net,active,northeast,0
10.70.208.132,BOIIDED71.northwest.lightspeed.net,degraded,northwest,0
10.70.186.28,PORORED23.northwest.lightspeed.net,active,northwest,0
10.20.152.14,PITPAED07.east.lightspeed.net,retired,east,0
10.20.186.44,CLTNCED74.east.lightspeed.net,active,east,0
10.40.87.165,JAXFLDS93.southeast.lightspeed.net,active,southeast,0
10.60.124.45,BOSMAED78.northeast.lightspeed.net,active,,1
10.30.220.38,SFOCAAG74.west.lightspeed.net,active,west,0
10.70.38.172,BOIIDED01.northwest.lightspeed.net,active,northwest,0
10.60.28.220,BOSMADS77.northeast.lightspeed.net,active,,1
10.20.205.175,CLTNCDS76.east.lightspeed.net,active,east,0
10.60.16.21,PHLPACO52.northeast.lightspeed.net,active,northeast,0
10.30.51.90,LAXCAAG81.west.lightspeed.net,active,west,0
10.10.145.86,DALTXSW76.central.lightspeed.net,active,central,0
10.30.50.158,LAXCACO88.west.lightspeed.net,active,west,0
10.30.236.241,SEAWAAG31.west.lightspeed.net,active,west,0
