asset_id,region,missing_in_ipam
1891,east,0
1892,,1
1893,northeast,0
1894,,1
1895,west,0
1896,,1
1897,northwest,0
1898,northeast,0
1899,central,0
1900,northwest,0
1901,northwest,0
1902,northeast,0
1903,east,0
1904,west,0
1905,southwest,0
1906,southwest,0
1907,west,0
1908,west,0
1909,,1
1910,east,0
1911,west,0
1912,southeast,0
1913,central,0
1914,central,0
1915,southeast,0
1916,,1
1917,east,0
1918,central,0
1919,,1
1920,west,0
1921,northwest,0
1922,northeast,0
1923,northwest,0
1924,central,0
1925,northwest,0
1926,,1
1927,northwest,0
1928,northeast,0
1929,central,0
1930,northeast,0
1931,west,0
1932,southeast,0
1933,southwest,0
1934,northwest,0
1935,,1
1936,west,0
1937,central,0
1938,,1
1939,northeast,0
1940,northeast,0
1941,west,0
1942,northeast,0
1943,central,0
1944,west,0
1945,west,0
1946,northwest,0
1947,northwest,0
1948,northeast,0
1949,west,0
1950,central,0
1951,northwest,0
1952,northwest,0
1953,,1
1954,,1
1955,southeast,0
1956,,1
1957,northwest,0
1958,southwest,0
1959,west,0
1960,southeast,0
1961,northeast,0
1962,northeast,0
1963,northeast,0
1964,southwest,0
1965,central,0
1966,northwest,0
1967,east,0
1968,northwest,0
1969,northwest,0
1970,northeast,0
1971,northeast,0
1972,northeast,0
1973,northeast,0
1974,central,0
1975,east,0
1976,east,0
1977,southeast,0
1978,west,0
1979,northeast,0
1980,northeast,0
1981,east,0
1982,west,0
1983,west,0
1984,northwest,0
1985,northwest,0
1986,northwest,0
1987,northwest,0
1988,southwest,0
1989,southeast,0
1990,west,0
1991,northeast,0
1992,central,0
1993,southeast,0
1994,east,0
1995,,1
1996,northwest,0
1997,,1
1998,northwest,0
1999,southeast,0
2000,northeast,0
2001,southeast,0
2002,northwest,0
2003,east,0
2004,,1
2005,northwest,0
2006,east,0
2007,northwest,0
2008,west,0
2009,southeast,0
2010,northeast,0
2011,northwest,0
2012,central,0
2013,central,0
2014,northwest,0
2015,central,0
2016,southeast,0
2017,northwest,0
2018,west,0
2019,northeast,0
2020,east,0
2021,east,0
2022,northeast,0
2023,southwest,0
2024,northeast,0
2025,northeast,0
2026,west,0
2027,central,0
2028,northwest,0
2029,east,0
2030,northwest,0
2031,northeast,0
2032,northwest,0
2033,central,0
2034,southwest,0
2035,,1
2036,southeast,0
2037,east,0
2038,northwest,0
2039,east,0
2040,west,0
2041,east,0
2042,,1
2043,northwest,0
2044,northwest,0
2045,northwest,0
2046,central,0
2047,west,0
2048,southwest,0
2049,northeast,0
2050,northwest,0
2051,west,0
2052,northwest,0
2053,west,0
2054,west,0
2055,central,0
2056,,1
2057,west,0
2058,east,0
2059,east,0
2060,southwest,0
2061,east,0
2062,northeast,0
2063,northwest,0
2064,northwest,0
2065,southeast,0
2066,,1
2067,east,0
2068,northwest,0
2069,northeast,0
2070,southeast,0
2071,southwest,0
2072,,1
2073,northwest,0
2074,northeast,0
2075,northwest,0
2076,northwest,0
2077,southeast,0
2078,,1
2079,west,0
2080,west,0
2081,central,0
2082,northwest,0
2083,east,0
2084,northwest,0
2085,southeast,0
2086,southwest,0
2087,west,0
2088,northeast,0
2089,northwest,0
2090,,1
2091,west,0
2092,southwest,0
2093,central,0
2094,west,0
2095,west,0
2096,southeast,0
2097,east,0
2098,northeast,0
2099,southwest,0
2100,west,0
2101,central,0
2102,east,0
2103,northeast,0
2104,southeast,0
2105,northwest,0
2106,west,0
2107,west,0
2108,east,0
2109,northeast,0
2110,northeast,0
2111,west,0
2112,southeast,0
2113,west,0
2114,west,0
2115,east,0
2116,west,0
2117,,1
2118,northeast,0
2119,northwest,0
2120,central,0
2121,southwest,0
2122,west,0
2123,northwest,0
2124,central,0
2125,east,0
2126,northwest,0
2127,east,0
2128,northeast,0
2129,northwest,0
2130,central,0
2131,east,0
2132,northwest,0
2133,northeast,0
2134,west,0
2135,west,0
2136,east,0
2137,northeast,0
2138,northwest,0
2139,northwest,0
2140,central,0
2141,northeast,0
2142,northeast,0
2143,,1
2144,southwest,0
2145,central,0
2146,east,0
2147,northwest,0
2148,southeast,0
2149,northwest,0
2150,central,0
2151,northwest,0
2152,,1
2153,,1
2154,southeast,0
2155,,1
2156,east,0
2157,west,0
2158,west,0
2159,central,0
2160,southeast,0
2161,east,0
2162,west,0
2163,east,0
2164,central,0
2165,east,0
2166,northeast,0
2167,west,0
2168,east,0
2169,,1
2170,southwest,0
2171,southwest,0
2172,northwest,0
2173,,1
2174,southwest,0
2175,,1
2176,southwest,0
2177,west,0
2178,northeast,0
2179,central,0
2180,west,0
2181,,1
2182,northwest,0
2183,central,0
2184,east,0
2185,southeast,0
2186,central,0
2187,northwest,0
2188,southeast,0
2189,central,0
2190,central,0
2191,,1
2192,east,0
2193,northeast,0
2194,northeast,0
2195,northwest,0
2196,northwest,0
2197,northeast,0
2198,northwest,0
2199,northwest,0
2200,central,0
2201,,1
2202,northeast,0
2203,central,0
2204,northwest,0
2205,central,0
2206,west,0
2207,west,0
2208,northeast,0
2209,west,0
2210,,1
2211,,1
2212,east,0
2213,west,0
2214,,1
2215,southwest,0
2216,east,0
2217,central,0
2218,northwest,0
2219,northwest,0
2220,northwest,0
2221,northwest,0
2222,west,0
2223,northeast,0
2224,southeast,0
2225,west,0
2226,,1
2227,southeast,0
2228,east,0
2229,,1
2230,east,0
2231,central,0
2232,northeast,0
2233,central,0
2234,northeast,0
2235,northeast,0
2236,west,0
2237,northwest,0
2238,northeast,0
2239,southeast,0
2240,central,0
2241,northeast,0
2242,east,0
2243,northwest,0
2244,northwest,0
2245,west,0
2246,west,0
2247,central,0
2248,west,0
2249,northwest,0
2250,northeast,0
2251,southwest,0
2252,east,0
2253,northeast,0
2254,east,0
2255,northwest,0
2256,central,0
2257,central,0
2258,central,0
2259,west,0
2260,southwest,0
2261,central,0
2262,southwest,0
2263,west,0
2264,northwest,0
2265,east,0
2266,northeast,0
2267,central,0
2268,northwest,0
2269,southeast,0
2270,southeast,0
2271,northwest,0
2272,,1
2273,east,0
2274,northeast,0
2275,northeast,0
2276,northeast,0
2277,northeast,0
2278,east,0
2279,northeast,0
2280,east,0
2281,,1
2282,west,0
2283,northwest,0
2284,west,0
2285,northwest,0
2286,east,0
2287,northwest,0
2288,northwest,0
2289,northeast,0
2290,northwest,0
2291,west,0
2292,central,0
2293,central,0
2294,,1
2295,west,0
2296,central,0
2297,west,0
2298,west,0
2299,northwest,0
2300,,1
2301,east,0
2302,central,0
2303,east,0
2304,central,0
2305,northeast,0
2306,west,0
2307,east,0
2308,west,0
2309,northwest,0
2310,northwest,0
2311,east,0
2312,west,0
2313,west,0
2314,west,0
2315,southeast,0
2316,west,0
2317,west,0
2318,west,0
2319,northeast,0
2320,west,0
2321,northeast,0
2322,,1
2323,southeast,0
2324,west,0
2325,southwest,0
2326,southwest,0
2327,northeast,0
2328,west,0
2329,northwest,0
2330,southeast,0
2331,northwest,0
2332,west,0
2333,southwest,0
2334,northwest,0
2335,central,0
2336,east,0
2337,southwest,0
2338,northeast,0
2339,central,0
2340,northeast,0
2341,northwest,0
2342,,1
2343,east,0
2344,central,0
2345,west,0
2346,southwest,0
2347,northwest,0
2348,west,0
2349,northwest,0
2350,southwest,0
2351,east,0
2352,northwest,0
2353,southwest,0
2354,northeast,0
2355,northwest,0
2356,central,0
2357,central,0
2358,southwest,0
2359,northwest,0
2360,northwest,0
2361,west,0
2362,northeast,0
2363,southeast,0
2364,northwest,0
2365,southeast,0
2366,southwest,0
2367,southeast,0
2368,northeast,0
2369,west,0
2370,west,0
2371,southeast,0
2372,southwest,0
2373,west,0
2374,southeast,0
2375,central,0
2376,,1
2377,,1
2378,southeast,0
2379,east,0
2380,northwest,0
2381,east,0
2382,west,0
2383,northeast,0
2384,east,0
2385,northwest,0
2386,,1
2387,northwest,0
2388,,1
2389,northwest,0
2390,east,0
2391,west,0
2392,northeast,0
2393,,1
2394,west,0
2395,west,0
2396,southeast,0
2397,southeast,0
2398,northeast,0
2399,west,0
2400,northwest,0
2401,,1
2402,northwest,0
2403,east,0
2404,northwest,0
2405,west,0
2406,central,0
2407,east,0
2408,northwest,0
2409,northwest,0
2410,central,0
2411,east,0
2412,northwest,0
2413,northwest,0
2414,northwest,0
2415,southeast,0
2416,northwest,0
2417,northwest,0
2418,east,0
2419,,1
2420,west,0
2421,central,0
2422,west,0
2423,west,0
2424,east,0
2425,west,0
2426,northwest,0
2427,west,0
2428,northwest,0
2429,southwest,0
2430,northwest,0
2431,west,0
2432,southwest,0
2433,central,0
2434,east,0
2435,northeast,0
2436,southeast,0
2437,west,0
2438,northeast,0
2439,,1
2440,east,0
2441,northwest,0
2442,west,0
2443,southwest,0
2444,east,0
2445,northwest,0
2446,central,0
2447,west,0
2448,northeast,0
2449,northeast,0
2450,northeast,0
2451,northeast,0
2452,west,0
2453,southeast,0
2454,,1
2455,northwest,0
2456,west,0
2457,northwest,0
2458,southwest,0
2459,northwest,0
2460,,1
2461,west,0
2462,southeast,0
2463,northeast,0
2464,southwest,0
2465,west,0
2466,east,0
2467,northwest,0
2468,northwest,0
2469,central,0
2470,east,0
2471,east,0
2472,central,0
2473,west,0
2474,northwest,0
2475,east,0
2476,central,0
2477,west,0
2478,northeast,0
2479,central,0
2480,,1
2481,west,0
2482,west,0
2483,southwest,0
2484,northwest,0
2485,southwest,0
2486,northeast,0
2487,,1
2488,northwest,0
2489,west,0
2490,central,0
2491,northwest,0
2492,west,0
2493,west,0
2494,west,0
2495,southwest,0
2496,southeast,0
2497,west,0
2498,west,0
2499,central,0
2500,west,0
2501,northwest,0
2502,west,0
2503,east,0
2504,northeast,0
2505,northeast,0
2506,northwest,0
2507,central,0
2508,west,0
2509,northwest,0
2510,northwest,0
2511,central,0
2512,southeast,0
2513,,1
2514,,1
2515,northeast,0
2516,,1
2517,northwest,0
2518,northwest,0
2519,,1
2520,northeast,0
2521,central,0
2522,southeast,0
2523,west,0
2524,east,0
2525,southwest,0
2526,west,0
2527,west,0
2528,,1
2529,west,0
2530,northwest,0
2531,west,0
2532,northwest,0
2533,southeast,0
2534,northwest,0
2535,,1
2536,west,0
2537,southeast,0
2538,southwest,0
2539,east,0
2540,northwest,0
2541,east,0
2542,west,0
2543,west,0
2544,central,0
2545,northwest,0
2546,central,0
2547,southeast,0
2548,southeast,0
2549,southwest,0
2550,northwest,0
2551,east,0
2552,northwest,0
2553,northeast,0
2554,northwest,0
2555,northeast,0
2556,west,0
2557,west,0
2558,west,0
2559,,1
2560,,1
2561,northwest,0
2562,southwest,0
2563,northeast,0
2564,northeast,0
2565,west,0
2566,east,0
2567,southwest,0
2568,northwest,0
2569,northeast,0
2570,northeast,0
2571,northeast,0
2572,southwest,0
2573,,1
2574,west,0
2575,east,0
2576,southwest,0
2577,southwest,0
2578,southeast,0
2579,northwest,0
2580,southeast,0
2581,east,0
2582,west,0
2583,east,0
2584,southeast,0
2585,east,0
2586,west,0
2587,east,0
2588,northeast,0
2589,west,0
2590,northwest,0
2591,east,0
2592,central,0
2593,southwest,0
2594,west,0
2595,southwest,0
2596,west,0
2597,west,0
2598,northeast,0
2599,northeast,0
2600,northwest,0
2601,east,0
2602,west,0
2603,east,0
2604,east,0
2605,northeast,0
2606,northeast,0
2607,northwest,0
2608,east,0
2609,northwest,0
2610,east,0
2611,southwest,0
2612,northwest,0
2613,northeast,0
2614,northwest,0
2615,northwest,0
2616,northwest,0
2617,northeast,0
2618,northwest,0
2619,east,0
2620,west,0
2621,west,0
2622,northwest,0
2623,northwest,0
2624,,1
2625,northwest,0
2626,northwest,0
2627,southwest,0
2628,west,0
2629,southeast,0
2630,,1
2631,northeast,0
2632,central,0
2633,northeast,0
2634,central,0
2635,northeast,0
2636,southeast,0
2637,southwest,0
2638,northeast,0
2639,northwest,0
2640,southeast,0
2641,southeast,0
2642,central,0
2643,central,0
2644,west,0
2645,,1
2646,northwest,0
2647,west,0
2648,west,0
2649,northwest,0
2650,northwest,0
2651,northwest,0
2652,west,0
2653,northwest,0
2654,northeast,0
2655,northwest,0
2656,,1
2657,east,0
2658,central,0
2659,east,0
2660,northwest,0
2661,northwest,0
2662,northwest,0
2663,southeast,0
2664,central,0
2665,,1
2666,central,0
2667,northwest,0
2668,southeast,0
2669,east,0
2670,,1
2671,west,0
2672,northwest,0
2673,,1
2674,northwest,0
2675,central,0
2676,west,0
2677,northeast,0
2678,northeast,0
2679,,1
2680,southwest,0
2681,west,0
2682,west,0
2683,,1
2684,northeast,0
2685,west,0
2686,northeast,0
2687,west,0
2688,west,0
2689,northwest,0
2690,central,0
2691,southwest,0
2692,east,0
2693,northwest,0
2694,northwest,0
2695,west,0
2696,west,0
2697,west,0
2698,west,0
2699,southwest,0
2700,northwest,0
2701,southeast,0
2702,west,0
2703,west,0
2704,west,0
2705,northwest,0
2706,southwest,0
2707,west,0
2708,southwest,0
2709,northwest,0
2710,northwest,0
2711,southeast,0
2712,northeast,0
2713,east,0
2714,west,0
2715,west,0
2716,central,0
2717,west,0
2718,northwest,0
2719,central,0
2720,,1
2721,northwest,0
2722,northeast,0
2723,northwest,0
2724,northwest,0
2725,northwest,0
2726,west,0
2727,east,0
2728,northeast,0
2729,northwest,0
2730,northeast,0
2731,west,0
2732,west,0
2733,west,0
2734,west,0
2735,northeast,0
2736,,1
2737,northwest,0
2738,east,0
2739,west,0
2740,central,0
2741,northwest,0
2742,southwest,0
2743,northwest,0
2744,west,0
2745,,1
2746,west,0
2747,west,0
2748,southwest,0
2749,central,0
2750,west,0
2751,northeast,0
2752,,1
2753,central,0
2754,northwest,0
2755,west,0
2756,,1
2757,,1
2758,northwest,0
2759,central,0
2760,east,0
2761,northwest,0
2762,east,0
2763,northwest,0
2764,southeast,0
2765,west,0
2766,southeast,0
2767,west,0
2768,central,0
2769,northwest,0
2770,west,0
2771,west,0
2772,northwest,0
2773,northwest,0
2774,northeast,0
2775,southwest,0
2776,northeast,0
2777,northeast,0
2778,central,0
2779,central,0
2780,west,0
2781,east,0
2782,,1
2783,west,0
2784,southeast,0
2785,northeast,0
2786,,1
2787,west,0
2788,,1
2789,southeast,0
2790,west,0
2791,east,0
2792,west,0
2793,northeast,0
2794,central,0
2795,west,0
2796,northwest,0
2797,southeast,0
2798,southeast,0
2799,west,0
2800,northeast,0
2801,,1
2802,,1
2803,central,0
2804,southwest,0
2805,west,0
2806,central,0
2807,,1
2808,northeast,0
2809,west,0
2810,northwest,0
2811,,1
2812,,1
2813,southwest,0
2814,southeast,0
2815,west,0
2816,northwest,0
2817,southeast,0
2818,northwest,0
2819,southwest,0
2820,northwest,0
2821,west,0
2822,west,0
2823,northeast,0
2824,east,0
2825,west,0
2826,southwest,0
2827,east,0
2828,central,0
2829,northeast,0
2830,,1
2831,central,0
2832,,1
2833,,1
2834,east,0
2835,west,0
2836,southeast,0
2837,,1
2838,east,0
2839,central,0
2840,northwest,0
2841,southeast,0
2842,northwest,0
2843,,1
2844,northwest,0
2845,northwest,0
2846,northeast,0
2847,northeast,0
2848,east,0
2849,east,0
2850,central,0
2851,east,0
2852,west,0
2853,northwest,0
2854,northwest,0
2855,west,0
2856,northeast,0
2857,west,0
2858,central,0
2859,northeast,0
2860,east,0
2861,west,0
2862,west,0
2863,,1
2864,northeast,0
2865,west,0
2866,northwest,0
2867,northwest,0
2868,southeast,0
2869,northeast,0
2870,west,0
2871,central,0
2872,northwest,0
2873,west,0
2874,northwest,0
2875,central,0
2876,northeast,0
2877,southwest,0
2878,east,0
2879,northeast,0
2880,,1
2881,northeast,0
2882,northwest,0
2883,east,0
2884,southwest,0
2885,northwest,0
2886,east,0
2887,central,0
2888,central,0
2889,northeast,0
2890,southwest,0
2891,east,0
2892,northwest,0
2893,northwest,0
2894,west,0
2895,central,0
2896,west,0
2897,northeast,0
2898,west,0
2899,northwest,0
2900,northwest,0
2901,west,0
2902,northeast,0
2903,northeast,0
2904,northwest,0
2905,northwest,0
2906,west,0
2907,southwest,0
2908,east,0
2909,west,0
2910,,1
2911,northeast,0
2912,northeast,0
2913,central,0
2914,northwest,0
2915,west,0
2916,northeast,0
2917,east,0
2918,east,0
2919,west,0
2920,east,0
2921,southeast,0
2922,east,0
2923,northwest,0
2924,central,0
2925,northeast,0
2926,northeast,0
2927,central,0
2928,northwest,0
2929,central,0
2930,southwest,0
2931,northwest,0
2932,northwest,0
2933,central,0
2934,,1
2935,central,0
2936,east,0
2937,southwest,0
2938,west,0
2939,northwest,0
2940,northwest,0
2941,east,0
2942,southeast,0
2943,west,0
2944,central,0
2945,west,0
2946,west,0
2947,southeast,0
2948,east,0
2949,east,0
2950,northeast,0
2951,east,0
2952,northeast,0
2953,central,0
2954,northwest,0
2955,east,0
2956,central,0
2957,west,0
2958,southeast,0
2959,east,0
2960,northeast,0
2961,northeast,0
2962,southeast,0
2963,southwest,0
2964,east,0
2965,west,0
2966,southeast,0
2967,southwest,0
2968,central,0
2969,northeast,0
2970,northeast,0
2971,northwest,0
2972,northeast,0
2973,northwest,0
2974,central,0
2975,,1
2976,west,0
2977,northeast,0
2978,southwest,0
2979,southwest,0
2980,west,0
2981,west,0
2982,east,0
2983,southwest,0
2984,northeast,0
2985,northeast,0
2986,west,0
2987,,1
2988,northwest,0
2989,central,0
2990,central,0
2991,northeast,0
2992,east,0
2993,southwest,0
2994,southwest,0
2995,southwest,0
2996,northeast,0
2997,central,0
2998,northwest,0
2999,west,0
3000,northeast,0
3001,central,0
3002,west,0
3003,west,0
3004,northeast,0
3005,southeast,0
3006,northeast,0
3007,west,0
3008,southwest,0
3009,,1
3010,west,0
3011,northwest,0
3012,west,0
3013,west,0
3014,southwest,0
3015,east,0
3016,northeast,0
3017,east,0
3018,southeast,0
3019,east,0
3020,central,0
3021,southeast,0
3022,northeast,0
3023,central,0
3024,west,0
3025,northwest,0
3026,east,0
3027,northeast,0
3028,,1
3029,southwest,0
3030,southwest,0
3031,northeast,0
3032,southeast,0
3033,southeast,0
3034,northwest,0
3035,northeast,0
3036,northeast,0
3037,northwest,0
3038,northwest,0
3039,west,0
3040,east,0
3041,central,0
3042,,1
3043,,1
3044,,1
3045,northwest,0
3046,northeast,0
3047,northeast,0
3048,southwest,0
3049,northwest,0
3050,northeast,0
3051,northwest,0
3052,northeast,0
3053,southeast,0
3054,northwest,0
3055,northwest,0
3056,east,0
3057,west,0
3058,northwest,0
3059,west,0
3060,west,0
3061,central,0
3062,west,0
3063,west,0
3064,northeast,0
3065,northwest,0
3066,southwest,0
3067,west,0
3068,northwest,0
3069,northwest,0
3070,southwest,0
3071,west,0
3072,northeast,0
3073,northwest,0
3074,southeast,0
3075,,1
3076,east,0
3077,northeast,0
3078,northwest,0
3079,southeast,0
3080,,1
3081,central,0
3082,west,0
3083,southwest,0
3084,northwest,0
3085,west,0
3086,west,0
3087,east,0
3088,east,0
3089,central,0
3090,,1
3091,southeast,0
3092,southeast,0
3093,,1
3094,southwest,0
3095,northwest,0
3096,west,0
3097,west,0
3098,northwest,0
3099,northwest,0
3100,southeast,0
3101,northwest,0
3102,east,0
3103,southwest,0
3104,northwest,0
3105,east,0
3106,east,0
3107,southwest,0
3108,northwest,0
3109,,1
3110,central,0
3111,central,0
3112,west,0
3113,central,0
3114,east,0
3115,central,0
3116,northwest,0
3117,west,0
3118,west,0
3119,,1
3120,northwest,0
3121,central,0
3122,northeast,0
3123,,1
3124,northwest,0
3125,west,0
3126,southeast,0
3127,northeast,0
3128,west,0
3129,northwest,0
3130,southeast,0
3131,east,0
3132,northeast,0
3133,northeast,0
3134,northeast,0
3135,northeast,0
3136,southeast,0
3137,west,0
3138,northwest,0
3139,northeast,0
3140,west,0
3141,central,0
3142,southwest,0
3143,northwest,0
3144,northwest,0
3145,east,0
3146,northwest,0
3147,northwest,0
3148,east,0
3149,northwest,0
3150,northwest,0
3151,southwest,0
3152,northwest,0
3153,northeast,0
3154,northeast,0
3155,northwest,0
3156,east,0
3157,northwest,0
3158,southeast,0
3159,central,0
3160,east,0
3161,west,0
3162,northeast,0
3163,central,0
3164,central,0
3165,east,0
3166,northwest,0
3167,,1
3168,,1
3169,northwest,0
3170,west,0
3171,central,0
3172,northwest,0
3173,west,0
3174,central,0
3175,west,0
3176,,1
3177,east,0
3178,east,0
3179,northwest,0
3180,southwest,0
3181,northwest,0
3182,northwest,0
3183,central,0
3184,east,0
3185,west,0
3186,southeast,0
3187,west,0
3188,east,0
3189,northwest,0
3190,west,0
3191,east,0
3192,west,0
3193,northeast,0
3194,southeast,0
3195,northeast,0
3196,southwest,0
3197,southwest,0
3198,west,0
3199,southeast,0
3200,southeast,0
3201,southwest,0
3202,northeast,0
3203,west,0
3204,east,0
3205,northwest,0
3206,east,0
3207,central,0
3208,northwest,0
3209,southeast,0
3210,northwest,0
3211,west,0
3212,west,0
3213,northeast,0
3214,central,0
3215,northeast,0
3216,west,0
3217,northwest,0
3218,southeast,0
3219,central,0
3220,southeast,0
3221,,1
3222,central,0
3223,west,0
3224,east,0
3225,northwest,0
3226,west,0
3227,northwest,0
3228,southwest,0
3229,west,0
3230,northwest,0
3231,,1
3232,northwest,0
3233,west,0
3234,northeast,0
3235,west,0
3236,east,0
3237,southwest,0
3238,,1
3239,east,0
3240,central,0
3241,central,0
3242,west,0
3243,northwest,0
3244,northeast,0
3245,west,0
3246,east,0
3247,central,0
3248,northwest,0
3249,northwest,0
3250,,1
3251,central,0
3252,east,0
3253,,1
3254,northwest,0
3255,southwest,0
3256,northwest,0
3257,southwest,0
3258,west,0
3259,west,0
3260,southwest,0
3261,,1
3262,southwest,0
3263,southwest,0
3264,east,0
3265,southeast,0
3266,northwest,0
3267,northeast,0
3268,west,0
3269,northeast,0
3270,southwest,0
3271,southwest,0
3272,northeast,0
3273,west,0
3274,northwest,0
3275,southwest,0
3276,west,0
3277,northeast,0
3278,northwest,0
3279,northwest,0
3280,east,0
3281,central,0
3282,northeast,0
3283,,1
3284,southwest,0
3285,southeast,0
3286,,1
3287,central,0
3288,east,0
3289,northeast,0
3290,east,0
3291,northwest,0
3292,,1
3293,northeast,0
3294,southeast,0
3295,northwest,0
3296,west,0
3297,northwest,0
3298,northwest,0
3299,northeast,0
3300,southwest,0
3301,northwest,0
3302,northwest,0
3303,northwest,0
3304,northwest,0
3305,southeast,0
3306,northeast,0
3307,central,0
3308,east,0
3309,northeast,0
3310,northwest,0
3311,central,0
3312,east,0
3313,northeast,0
3314,northwest,0
3315,northeast,0
3316,east,0
3317,northwest,0
3318,southeast,0
3319,,1
3320,central,0
3321,southeast,0
3322,central,0
3323,southeast,0
3324,northwest,0
3325,west,0
3326,southeast,0
3327,,1
3328,northwest,0
3329,northwest,0
3330,northeast,0
3331,northwest,0
3332,,1
3333,northwest,0
3334,southeast,0
3335,southwest,0
3336,northwest,0
3337,east,0
3338,west,0
3339,west,0
3340,northwest,0
3341,,1
3342,west,0
3343,southwest,0
3344,,1
3345,northeast,0
3346,east,0
3347,southeast,0
3348,central,0
3349,northwest,0
3350,northeast,0
3351,northwest,0
3352,central,0
3353,west,0
3354,northeast,0
3355,,1
3356,northeast,0
3357,northeast,0
3358,central,0
3359,northwest,0
3360,northeast,0
3361,southwest,0
3362,central,0
3363,northeast,0
3364,northwest,0
3365,northwest,0
3366,northwest,0
3367,northwest,0
3368,southeast,0
3369,northwest,0
3370,northeast,0
3371,west,0
3372,northeast,0
3373,west,0
3374,southwest,0
3375,central,0
3376,northwest,0
3377,west,0
3378,central,0
3379,central,0
3380,northwest,0
3381,northwest,0
3382,northeast,0
3383,central,0
3384,west,0
3385,northeast,0
3386,west,0
3387,west,0
3388,southwest,0
3389,northwest,0
3390,central,0
3391,northwest,0
3392,east,0
3393,northwest,0
3394,,1
3395,southeast,0
3396,northeast,0
3397,east,0
3398,southwest,0
3399,central,0
3400,northeast,0
3401,northwest,0
3402,northeast,0
3403,east,0
3404,central,0
3405,northeast,0
3406,southwest,0
3407,west,0
3408,northeast,0
3409,northwest,0
3410,central,0
3411,east,0
3412,east,0
3413,northeast,0
3414,east,0
3415,northwest,0
3416,,1
3417,southeast,0
3418,,1
3419,west,0
3420,central,0
3421,northwest,0
3422,central,0
3423,northeast,0
3424,west,0
3425,northeast,0
3426,central,0
3427,southeast,0
3428,southeast,0
3429,northeast,0
3430,northeast,0
3431,west,0
3432,northeast,0
3433,west,0
3434,east,0
3435,east,0
3436,southwest,0
3437,east,0
3438,central,0
3439,west,0
3440,southwest,0
3441,southwest,0
3442,northwest,0
3443,east,0
3444,southwest,0
3445,southeast,0
3446,southwest,0
3447,northwest,0
3448,east,0
3449,northeast,0
3450,southeast,0
3451,northeast,0
3452,west,0
3453,northwest,0
3454,east,0
3455,northwest,0
3456,east,0
3457,west,0
3458,,1
3459,northeast,0
3460,east,0
3461,,1
3462,southwest,0
3463,west,0
3464,,1
3465,southwest,0
3466,central,0
3467,northwest,0
3468,west,0
3469,central,0
3470,,1
3471,northwest,0
3472,east,0
3473,west,0
3474,central,0
3475,southeast,0
3476,,1
3477,central,0
3478,northwest,0
3479,northeast,0
3480,northeast,0
3481,northeast,0
3482,central,0
3483,northwest,0
3484,southeast,0
3485,east,0
3486,central,0
3487,northeast,0
3488,southwest,0
3489,east,0
3490,southwest,0
3491,central,0
3492,,1
3493,southwest,0
3494,northwest,0
3495,northeast,0
3496,northeast,0
3497,east,0
3498,northwest,0
3499,northwest,0
3500,northwest,0
3501,southwest,0
3502,northwest,0
3503,southwest,0
3504,east,0
3505,central,0
3506,,1
3507,northwest,0
3508,northwest,0
3509,west,0
3510,west,0
3511,northeast,0
3512,northeast,0
3513,,1
3514,northwest,0
3515,central,0
3516,central,0
3517,west,0
3518,northwest,0
3519,central,0
3520,central,0
3521,central,0
3522,central,0
3523,west,0
3524,central,0
3525,southeast,0
3526,northeast,0
3527,west,0
3528,central,0
3529,southwest,0
3530,northeast,0
3531,southwest,0
3532,west,0
3533,northeast,0
3534,northeast,0
3535,northwest,0
3536,southwest,0
3537,southeast,0
3538,east,0
3539,northwest,0
3540,west,0
3541,,1
3542,northwest,0
3543,central,0
3544,northwest,0
3545,southwest,0
3546,east,0
3547,southeast,0
3548,northwest,0
3549,northeast,0
3550,west,0
3551,central,0
3552,central,0
3553,southwest,0
3554,northwest,0
3555,,1
3556,west,0
3557,southwest,0
3558,northeast,0
3559,southwest,0
3560,west,0
3561,northwest,0
3562,central,0
3563,northwest,0
3564,east,0
3565,northeast,0
3566,east,0
3567,west,0
3568,,1
3569,west,0
3570,east,0
3571,northeast,0
3572,northwest,0
3573,west,0
3574,northwest,0
3575,west,0
3576,east,0
3577,central,0
3578,central,0
3579,southeast,0
3580,west,0
3581,central,0
3582,northwest,0
3583,northwest,0
3584,southwest,0
3585,east,0
3586,southeast,0
3587,northwest,0
3588,southeast,0
3589,east,0
3590,southwest,0
3591,northwest,0
3592,,1
3593,northeast,0
3594,west,0
3595,northwest,0
3596,west,0
3597,northeast,0
3598,east,0
3599,west,0
3600,southwest,0
3601,central,0
3602,west,0
3603,west,0
3604,east,0
3605,northwest,0
3606,east,0
3607,central,0
3608,northwest,0
3609,west,0
3610,west,0
3611,central,0
3612,west,0
3613,central,0
3614,northwest,0
3615,central,0
3616,central,0
3617,east,0
3618,northwest,0
3619,central,0
3620,,1
3621,northwest,0
3622,southwest,0
3623,,1
3624,west,0
3625,northwest,0
3626,east,0
3627,northeast,0
3628,east,0
3629,southeast,0
3630,east,0
3631,east,0
3632,southeast,0
3633,northeast,0
3634,southeast,0
3635,central,0
3636,,1
3637,,1
3638,west,0
3639,northwest,0
3640,northeast,0
3641,northwest,0
3642,west,0
3643,central,0
3644,southwest,0
3645,northeast,0
3646,northwest,0
3647,northeast,0
3648,west,0
3649,west,0
3650,northwest,0
3651,northeast,0
3652,central,0
3653,northwest,0
3654,northeast,0
3655,,1
