ip_address,hostname,fqdn,region,status,vendor,model,role,missing_in_inventory,missing_in_ipam,site_code,state_code,role_code,parsed_role,parsed_region
10.60.21.176,NYCNYSW22,NYCNYSW22.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,1,NYC,NY,SW,sw,northeast
10.30.19.101,SFOCACO69,SFOCACO69.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0,SFO,CA,CO,core,west
10.60.16.45,BOSMADS15,BOSMADS15.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0,BOS,MA,DS,dist,northeast
10.60.102.20,NYCNYED18,NYCNYED18.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,0,NYC,NY,ED,edge,northeast
10.60.1.174,PHLPASW79,PHLPASW79.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,PHL,PA,SW,sw,northeast
10.20.39.46,CLTNCED73,CLTNCED73.east.lightspeed.net,east,active,RAD,ETX-2,edge,0,0,CLT,NC,ED,edge,east
10.60.57.190,PHLPASW20,PHLPASW20.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,PHL,PA,SW,sw,northeast
10.60.202.182,BOSMASW27,BOSMASW27.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,1,BOS,MA,SW,sw,northeast
10.50.234.237,PHXAZSW60,PHXAZSW60.southwest.lightspeed.net,southwest,active,Cisco,Catalyst9300,sw,0,0,PHX,AZ,SW,sw,southwest
10.10.136.74,DALTXSW83,DALTXSW83.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,DAL,TX,SW,sw,central
10.30.220.196,SEAWASW13,SEAWASW13.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.70.250.16,GEGWACO35,GEGWACO35.northwest.lightspeed.net,northwest,down,Cisco,NCS540,core,0,0,GEG,WA,CO,core,northwest
10.70.136.230,BOIIDED32,BOIIDED32.northwest.lightspeed.net,northwest,down,Cisco,ISR4431,edge,1,0,BOI,ID,ED,edge,northwest
10.50.163.76,ABQNMDS40,ABQNMDS40.southwest.lightspeed.net,southwest,active,Juniper,QFX5120,dist,0,0,ABQ,NM,DS,dist,southwest
10.60.238.91,PHLPAED53,PHLPAED53.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,0,PHL,PA,ED,edge,northeast
10.30.183.65,SFOCAED03,SFOCAED03.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0,SFO,CA,ED,edge,west
10.60.130.46,PHLPAED62,PHLPAED62.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,1,1,PHL,PA,ED,edge,northeast
10.10.102.164,OKCOKED32,OKCOKED32.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0,OKC,OK,ED,edge,central
10.20.79.166,PITPADS49,PITPADS49.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0,PIT,PA,DS,dist,east
10.30.190.69,SFOCASW52,SFOCASW52.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SFO,CA,SW,sw,west
10.30.46.2,SEAWASW09,SEAWASW09.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.70.201.140,PORORDS27,PORORDS27.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,POR,OR,DS,dist,northwest
10.60.201.222,BOSMAED31,BOSMAED31.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,edge,1,0,BOS,MA,ED,edge,northeast
10.60.254.48,PHLPASW55,PHLPASW55.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,PHL,PA,SW,sw,northeast
10.30.86.151,SFOCART22,SFOCART22.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0,SFO,CA,RT,rtr,west
10.70.125.41,GEGWART93,GEGWART93.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,GEG,WA,RT,rtr,northwest
10.20.22.221,PITPASW14,PITPASW14.east.lightspeed.net,east,degraded,Cisco,Catalyst9300,sw,0,0,PIT,PA,SW,sw,east
10.70.151.46,BOIIDRT09,BOIIDRT09.northwest.lightspeed.net,northwest,active,Arista,7050X3,rtr,0,0,BOI,ID,RT,rtr,northwest
10.60.156.88,NYCNYSW16,NYCNYSW16.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,NYC,NY,SW,sw,northeast
10.70.10.177,BOIIDED36,BOIIDED36.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge,1,0,BOI,ID,ED,edge,northwest
10.60.127.213,PHLPAED38,PHLPAED38.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,edge,1,0,PHL,PA,ED,edge,northeast
10.60.75.78,NYCNYRT63,NYCNYRT63.northeast.lightspeed.net,northeast,degraded,Arista,7050X3,rtr,0,0,NYC,NY,RT,rtr,northeast
10.10.44.34,OKCOKAG51,OKCOKAG51.central.lightspeed.net,central,down,ADVA,FSP3000,agg,1,0,OKC,OK,AG,agg,central
10.10.191.178,DALTXDS26,DALTXDS26.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0,DAL,TX,DS,dist,central
10.30.80.17,LAXCACO78,LAXCACO78.west.lightspeed.net,west,down,Nokia,7750 SR-1,core,0,0,LAX,CA,CO,core,west
10.60.128.121,BOSMASW17,BOSMASW17.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.30.126.81,LAXCAAG52,LAXCAAG52.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0,LAX,CA,AG,agg,west
10.30.152.248,SEAWADS98,SEAWADS98.west.lightspeed.net,west,retired,Juniper,QFX5120,dist,0,0,SEA,WA,DS,dist,west
10.30.116.250,SFOCAED08,SFOCAED08.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0,SFO,CA,ED,edge,west
10.20.66.160,CLTNCDS52,CLTNCDS52.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0,CLT,NC,DS,dist,east
10.10.86.141,AUSTXAG06,AUSTXAG06.central.lightspeed.net,central,active,ADVA,FSP3000,agg,1,0,AUS,TX,AG,agg,central
10.60.115.128,PHLPADS10,PHLPADS10.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,1,PHL,PA,DS,dist,northeast
10.10.149.238,DALTXRT57,DALTXRT57.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0,DAL,TX,RT,rtr,central
10.30.242.100,SEAWAAG83,SEAWAAG83.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0,SEA,WA,AG,agg,west
10.60.213.236,PHLPAAG72,PHLPAAG72.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,1,PHL,PA,AG,agg,northeast
10.60.99.95,BOSMASW95,BOSMASW95.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.40.175.33,MIAFLSW64,MIAFLSW64.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0,MIA,FL,SW,sw,southeast
10.60.90.221,PHLPASW48,PHLPASW48.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,0,PHL,PA,SW,sw,northeast
10.70.5.246,GEGWAAG50,GEGWAAG50.northwest.lightspeed.net,northwest,active,Arista,7280R,agg,0,0,GEG,WA,AG,agg,northwest
10.60.56.196,NYCNYED65,NYCNYED65.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,1,1,NYC,NY,ED,edge,northeast
10.60.120.154,PHLPADS53,PHLPADS53.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,dist,0,0,PHL,PA,DS,dist,northeast
10.30.205.103,SFOCASW37,SFOCASW37.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SFO,CA,SW,sw,west
10.30.109.1,LAXCACO24,LAXCACO24.west.lightspeed.net,west,active,Cisco,NCS540,core,0,0,LAX,CA,CO,core,west
10.70.99.150,PORORSW10,PORORSW10.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.30.58.253,LAXCASW53,LAXCASW53.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0,LAX,CA,SW,sw,west
10.60.15.69,BOSMAAG53,BOSMAAG53.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,agg,0,0,BOS,MA,AG,agg,northeast
10.60.139.35,NYCNYDS25,NYCNYDS25.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0,NYC,NY,DS,dist,northeast
10.30.28.153,LAXCAED79,LAXCAED79.west.lightspeed.net,west,active,RAD,ETX-2,edge,1,0,LAX,CA,ED,edge,west
10.70.249.206,GEGWAED60,GEGWAED60.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,0,0,GEG,WA,ED,edge,northwest
10.60.199.218,NYCNYRT36,NYCNYRT36.northeast.lightspeed.net,northeast,down,Arista,7050X3,rtr,0,1,NYC,NY,RT,rtr,northeast
10.20.176.69,CLTNCRT79,CLTNCRT79.east.lightspeed.net,east,degraded,Arista,7050X3,rtr,0,0,CLT,NC,RT,rtr,east
10.30.137.49,SFOCAED52,SFOCAED52.west.lightspeed.net,west,down,Juniper,SRX345,edge,1,0,SFO,CA,ED,edge,west
10.20.44.166,CLTNCDS54,CLTNCDS54.east.lightspeed.net,east,retired,ADVA,FSP150,dist,1,0,CLT,NC,DS,dist,east
10.30.97.161,LAXCASW93,LAXCASW93.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,LAX,CA,SW,sw,west
10.70.16.86,GEGWAED36,GEGWAED36.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,edge,1,0,GEG,WA,ED,edge,northwest
10.70.21.185,PORORSW50,PORORSW50.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.70.145.99,BOIIDED95,BOIIDED95.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge,1,0,BOI,ID,ED,edge,northwest
10.30.127.197,LAXCADS67,LAXCADS67.west.lightspeed.net,west,active,Juniper,QFX5120,dist,0,0,LAX,CA,DS,dist,west
10.60.170.243,PHLPAAG38,PHLPAAG38.northeast.lightspeed.net,northeast,degraded,Arista,7280R,agg,0,0,PHL,PA,AG,agg,northeast
10.60.226.208,PHLPAED74,PHLPAED74.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0,PHL,PA,ED,edge,northeast
10.60.83.237,PHLPADS56,PHLPADS56.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0,PHL,PA,DS,dist,northeast
10.10.173.87,AUSTXAG45,AUSTXAG45.central.lightspeed.net,central,active,Arista,7280R,agg,0,0,AUS,TX,AG,agg,central
10.30.207.217,LAXCAAG58,LAXCAAG58.west.lightspeed.net,west,active,Arista,7280R,agg,0,0,LAX,CA,AG,agg,west
10.60.111.165,NYCNYDS60,NYCNYDS60.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,1,NYC,NY,DS,dist,northeast
10.70.213.186,BOIIDED28,BOIIDED28.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431,edge,1,0,BOI,ID,ED,edge,northwest
10.60.44.102,NYCNYED11,NYCNYED11.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,edge,1,0,NYC,NY,ED,edge,northeast
10.30.224.119,SFOCACO51,SFOCACO51.west.lightspeed.net,west,active,Nokia,7750 SR-1,core,1,0,SFO,CA,CO,core,west
10.10.67.99,OKCOKSW04,OKCOKSW04.central.lightspeed.net,central,active,Cisco,Catalyst9300,sw,0,0,OKC,OK,SW,sw,central
10.30.76.79,SFOCADS28,SFOCADS28.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,SFO,CA,DS,dist,west
10.70.9.2,PORORDS02,PORORDS02.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0,POR,OR,DS,dist,northwest
10.60.188.249,BOSMAED61,BOSMAED61.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,1,BOS,MA,ED,edge,northeast
10.30.139.37,LAXCART21,LAXCART21.west.lightspeed.net,west,active,Arista,7050X3,rtr,0,0,LAX,CA,RT,rtr,west
10.70.93.214,GEGWADS53,GEGWADS53.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.70.166.94,PORORSW88,PORORSW88.northwest.lightspeed.net,northwest,degraded,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.10.127.245,DALTXED08,DALTXED08.central.lightspeed.net,central,active,Juniper,SRX345,edge,1,0,DAL,TX,ED,edge,central
10.10.52.160,DALTXSW97,DALTXSW97.central.lightspeed.net,central,retired,Cisco,Catalyst9300,sw,0,0,DAL,TX,SW,sw,central
10.70.30.229,GEGWASW45,GEGWASW45.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,GEG,WA,SW,sw,northwest
10.70.251.237,PORORSW36,PORORSW36.northwest.lightspeed.net,northwest,down,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.70.148.83,PORORRT59,PORORRT59.northwest.lightspeed.net,northwest,degraded,Arista,7050X3,rtr,0,0,POR,OR,RT,rtr,northwest
10.30.3.130,LAXCAAG04,LAXCAAG04.west.lightspeed.net,west,active,ADVA,FSP3000,agg,0,0,LAX,CA,AG,agg,west
10.60.178.113,NYCNYSW69,NYCNYSW69.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,NYC,NY,SW,sw,northeast
10.60.164.251,BOSMAED99,BOSMAED99.northeast.lightspeed.net,northeast,down,Cisco,ISR4431,edge,1,0,BOS,MA,ED,edge,northeast
10.70.75.35,GEGWAED82,GEGWAED82.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0,GEG,WA,ED,edge,northwest
10.60.17.57,BOSMAAG24,BOSMAAG24.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0,BOS,MA,AG,agg,northeast
10.70.241.118,GEGWAED70,GEGWAED70.northwest.lightspeed.net,northwest,active,RAD,ETX-2,edge,0,0,GEG,WA,ED,edge,northwest
10.60.15.144,NYCNYDS92,NYCNYDS92.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,dist,0,0,NYC,NY,DS,dist,northeast
10.10.87.235,DALTXAG94,DALTXAG94.central.lightspeed.net,central,active,ADVA,FSP3000,agg,0,0,DAL,TX,AG,agg,central
10.30.107.163,LAXCADS83,LAXCADS83.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,LAX,CA,DS,dist,west
10.10.239.105,AUSTXED85,AUSTXED85.central.lightspeed.net,central,active,RAD,ETX-2,edge,1,0,AUS,TX,ED,edge,central
10.20.246.108,ATLGAED96,ATLGAED96.east.lightspeed.net,east,active,Cisco,ISR4431,edge,0,0,ATL,GA,ED,edge,east
10.60.240.194,BOSMAAG99,BOSMAAG99.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,1,BOS,MA,AG,agg,northeast
10.20.108.142,CLTNCSW74,CLTNCSW74.east.lightspeed.net,east,active,Cisco,Catalyst9300,sw,0,0,CLT,NC,SW,sw,east
10.10.183.171,DALTXRT23,DALTXRT23.central.lightspeed.net,central,down,Arista,7050X3,rtr,0,0,DAL,TX,RT,rtr,central
10.60.129.247,BOSMADS67,BOSMADS67.northeast.lightspeed.net,northeast,active,ADVA,FSP150,dist,0,0,BOS,MA,DS,dist,northeast
10.10.147.50,OKCOKDS59,OKCOKDS59.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0,OKC,OK,DS,dist,central
10.60.76.173,BOSMASW92,BOSMASW92.northeast.lightspeed.net,northeast,degraded,Cisco,Catalyst9300,sw,0,0,BOS,MA,SW,sw,northeast
10.70.129.179,GEGWADS77,GEGWADS77.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0,GEG,WA,DS,dist,northwest
10.70.115.235,BOIIDSW82,BOIIDSW82.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,BOI,ID,SW,sw,northwest
10.30.227.168,LAXCAED04,LAXCAED04.west.lightspeed.net,west,active,RAD,ETX-2,edge,1,0,LAX,CA,ED,edge,west
10.70.77.2,BOIIDRT27,BOIIDRT27.northwest.lightspeed.net,northwest,retired,Arista,7050X3,rtr,0,0,BOI,ID,RT,rtr,northwest
10.70.227.83,GEGWASW01,GEGWASW01.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,GEG,WA,SW,sw,northwest
10.60.68.223,NYCNYDS81,NYCNYDS81.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0,NYC,NY,DS,dist,northeast
10.60.191.116,NYCNYED01,NYCNYED01.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,0,NYC,NY,ED,edge,northeast
10.30.206.170,SEAWASW49,SEAWASW49.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.30.122.232,LAXCASW15,LAXCASW15.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,LAX,CA,SW,sw,west
10.70.106.247,BOIIDSW17,BOIIDSW17.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,BOI,ID,SW,sw,northwest
10.70.169.8,BOIIDDS18,BOIIDDS18.northwest.lightspeed.net,northwest,active,ADVA,FSP150,dist,0,0,BOI,ID,DS,dist,northwest
10.30.249.228,SFOCAED50,SFOCAED50.west.lightspeed.net,west,active,RAD,ETX-2,edge,1,0,SFO,CA,ED,edge,west
10.70.37.158,BOIIDSW61,BOIIDSW61.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,BOI,ID,SW,sw,northwest
10.60.120.53,BOSMAED01,BOSMAED01.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,1,1,BOS,MA,ED,edge,northeast
10.10.161.109,OKCOKDS52,OKCOKDS52.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0,OKC,OK,DS,dist,central
10.60.50.123,NYCNYED59,NYCNYED59.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,0,0,NYC,NY,ED,edge,northeast
10.30.29.84,SFOCAAG40,SFOCAAG40.west.lightspeed.net,west,degraded,ADVA,FSP3000,agg,0,0,SFO,CA,AG,agg,west
10.30.161.150,SEAWAAG15,SEAWAAG15.west.lightspeed.net,west,retired,Arista,7280R,agg,0,0,SEA,WA,AG,agg,west
10.30.209.212,SEAWASW67,SEAWASW67.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0,SEA,WA,SW,sw,west
10.60.81.33,NYCNYDS76,NYCNYDS76.northeast.lightspeed.net,northeast,down,Juniper,QFX5120,dist,0,1,NYC,NY,DS,dist,northeast
10.70.44.106,BOIIDDS14,BOIIDDS14.northwest.lightspeed.net,northwest,retired,Juniper,QFX5120,dist,1,0,BOI,ID,DS,dist,northwest
10.10.34.73,OKCOKED36,OKCOKED36.central.lightspeed.net,central,active,RAD,ETX-2,edge,0,0,OKC,OK,ED,edge,central
10.20.240.0,ATLGADS19,ATLGADS19.east.lightspeed.net,east,active,Juniper,QFX5120,dist,0,0,ATL,GA,DS,dist,east
10.60.135.149,NYCNYDS86,NYCNYDS86.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0,NYC,NY,DS,dist,northeast
10.40.84.196,BNATNSW13,BNATNSW13.southeast.lightspeed.net,southeast,active,Cisco,Catalyst9300,sw,0,0,BNA,TN,SW,sw,southeast
10.40.220.193,MIAFLED09,MIAFLED09.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge,1,0,MIA,FL,ED,edge,southeast
10.70.17.195,BOIIDDS58,BOIIDDS58.northwest.lightspeed.net,northwest,degraded,Juniper,QFX5120,dist,0,0,BOI,ID,DS,dist,northwest
10.20.165.109,CLTNCDS33,CLTNCDS33.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0,CLT,NC,DS,dist,east
10.10.2.80,OKCOKRT38,OKCOKRT38.central.lightspeed.net,central,active,Arista,7050X3,rtr,0,0,OKC,OK,RT,rtr,central
10.40.12.13,JAXFLAG55,JAXFLAG55.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,agg,1,0,JAX,FL,AG,agg,southeast
10.20.47.147,ATLGACO31,ATLGACO31.east.lightspeed.net,east,active,Nokia,7750 SR-1,core,0,0,ATL,GA,CO,core,east
10.70.92.164,PORORED19,PORORED19.northwest.lightspeed.net,northwest,down,Cisco,ISR4431,edge,1,0,POR,OR,ED,edge,northwest
10.30.108.83,SEAWADS80,SEAWADS80.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,SEA,WA,DS,dist,west
10.70.34.116,BOIIDED05,BOIIDED05.northwest.lightspeed.net,northwest,degraded,Juniper,SRX345,edge,1,0,BOI,ID,ED,edge,northwest
10.30.190.215,SFOCASW38,SFOCASW38.west.lightspeed.net,west,active,Cisco,Catalyst9300,sw,0,0,SFO,CA,SW,sw,west
10.70.112.255,GEGWAED90,GEGWAED90.northwest.lightspeed.net,northwest,retired,RAD,ETX-2,edge,1,0,GEG,WA,ED,edge,northwest
10.60.164.176,PHLPASW26,PHLPASW26.northeast.lightspeed.net,northeast,active,Cisco,Catalyst9300,sw,0,1,PHL,PA,SW,sw,northeast
10.60.52.106,NYCNYRT73,NYCNYRT73.northeast.lightspeed.net,northeast,active,Arista,7050X3,rtr,0,0,NYC,NY,RT,rtr,northeast
10.70.147.148,GEGWADS03,GEGWADS03.northwest.lightspeed.net,northwest,degraded,ADVA,FSP150,dist,1,0,GEG,WA,DS,dist,northwest
10.40.56.181,JAXFLED08,JAXFLED08.southeast.lightspeed.net,southeast,active,RAD,ETX-2,edge,0,0,JAX,FL,ED,edge,southeast
10.20.49.106,CLTNCDS24,CLTNCDS24.east.lightspeed.net,east,active,ADVA,FSP150,dist,0,0,CLT,NC,DS,dist,east
10.70.251.69,PORORED56,PORORED56.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0,POR,OR,ED,edge,northwest
10.70.190.80,GEGWAED10,GEGWAED10.northwest.lightspeed.net,northwest,active,Juniper,SRX345,edge,1,0,GEG,WA,ED,edge,northwest
10.60.159.23,BOSMAAG36,BOSMAAG36.northeast.lightspeed.net,northeast,active,Arista,7280R,agg,0,0,BOS,MA,AG,agg,northeast
10.30.174.125,LAXCAED21,LAXCAED21.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0,LAX,CA,ED,edge,west
10.60.231.71,PHLPAED13,PHLPAED13.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,0,PHL,PA,ED,edge,northeast
10.60.24.235,PHLPAED94,PHLPAED94.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,edge,0,0,PHL,PA,ED,edge,northeast
10.50.66.45,ABQNMCO22,ABQNMCO22.southwest.lightspeed.net,southwest,active,Juniper,MX204,core,0,0,ABQ,NM,CO,core,southwest
10.60.74.135,BOSMAAG78,BOSMAAG78.northeast.lightspeed.net,northeast,down,ADVA,FSP3000,agg,0,0,BOS,MA,AG,agg,northeast
10.60.172.212,PHLPAED96,PHLPAED96.northeast.lightspeed.net,northeast,active,Juniper,SRX345,edge,1,1,PHL,PA,ED,edge,northeast
10.70.127.135,GEGWAED95,GEGWAED95.northwest.lightspeed.net,northwest,down,RAD,ETX-2,edge,0,0,GEG,WA,ED,edge,northwest
10.70.38.190,PORORRT03,PORORRT03.northwest.lightspeed.net,northwest,down,Arista,7050X3,rtr,0,0,POR,OR,RT,rtr,northwest
10.10.79.38,DALTXDS57,DALTXDS57.central.lightspeed.net,central,active,ADVA,FSP150,dist,0,0,DAL,TX,DS,dist,central
10.70.187.216,GEGWADS02,GEGWADS02.northwest.lightspeed.net,northwest,down,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.20.100.24,ATLGAED52,ATLGAED52.east.lightspeed.net,east,active,Cisco,ISR4431,edge,1,0,ATL,GA,ED,edge,east
10.60.243.112,NYCNYCO67,NYCNYCO67.northeast.lightspeed.net,northeast,degraded,Cisco,NCS540,core,0,0,NYC,NY,CO,core,northeast
10.10.229.175,OKCOKED52,OKCOKED52.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0,OKC,OK,ED,edge,central
10.30.200.189,SEAWAED41,SEAWAED41.west.lightspeed.net,west,active,Cisco,ISR4431,edge,0,0,SEA,WA,ED,edge,west
10.70.103.206,PORORSW22,PORORSW22.northwest.lightspeed.net,northwest,active,Cisco,Catalyst9300,sw,0,0,POR,OR,SW,sw,northwest
10.70.132.46,PORORED65,PORORED65.northwest.lightspeed.net,northwest,degraded,Juniper,SRX345,edge,0,0,POR,OR,ED,edge,northwest
10.30.9.64,SFOCART40,SFOCART40.west.lightspeed.net,west,degraded,Arista,7050X3,rtr,0,0,SFO,CA,RT,rtr,west
10.70.92.119,GEGWADS17,GEGWADS17.northwest.lightspeed.net,northwest,active,Juniper,QFX5120,dist,0,0,GEG,WA,DS,dist,northwest
10.30.150.110,SEAWAED82,SEAWAED82.west.lightspeed.net,west,active,RAD,ETX-2,edge,0,0,SEA,WA,ED,edge,west
10.10.42.37,AUSTXED79,AUSTXED79.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0,AUS,TX,ED,edge,central
10.70.101.128,GEGWAED76,GEGWAED76.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0,GEG,WA,ED,edge,northwest
10.70.228.167,GEGWAED52,GEGWAED52.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,edge,1,0,GEG,WA,ED,edge,northwest
10.10.86.180,AUSTXED66,AUSTXED66.central.lightspeed.net,central,active,Juniper,SRX345,edge,0,0,AUS,TX,ED,edge,central
10.30.16.9,LAXCASW45,LAXCASW45.west.lightspeed.net,west,degraded,Cisco,Catalyst9300,sw,0,0,LAX,CA,SW,sw,west
10.10.250.170,AUSTXDS01,AUSTXDS01.central.lightspeed.net,central,degraded,Juniper,QFX5120,dist,0,0,AUS,TX,DS,dist,central
10.10.51.220,AUSTXED72,AUSTXED72.central.lightspeed.net,central,active,RAD,ETX-2,edge,0,0,AUS,TX,ED,edge,central
10.60.62.253,PHLPAED19,PHLPAED19.northeast.lightspeed.net,northeast,active,RAD,ETX-2,edge,0,1,PHL,PA,ED,edge,northeast
10.40.216.51,MIAFLRT36,MIAFLRT36.southeast.lightspeed.net,southeast,active,Arista,7050X3,rtr,0,0,MIA,FL,RT,rtr,southeast
10.30.212.175,SEAWACO61,SEAWACO61.west.lightspeed.net,west,active,Juniper,MX204,core,0,0,SEA,WA,CO,core,west
10.70.135.7,GEGWAED62,GEGWAED62.northwest.lightspeed.net,northwest,degraded,Juniper,SRX345,edge,0,0,GEG,WA,ED,edge,northwest
10.30.66.106,LAXCAED11,LAXCAED11.west.lightspeed.net,west,active,Cisco,ISR4431,edge,1,0,LAX,CA,ED,edge,west
10.40.223.2,JAXFLDS68,JAXFLDS68.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150,dist,0,0,JAX,FL,DS,dist,southeast
10.30.209.232,SFOCADS89,SFOCADS89.west.lightspeed.net,west,active,ADVA,FSP150,dist,0,0,SFO,CA,DS,dist,west
10.10.196.229,DALTXDS85,DALTXDS85.central.lightspeed.net,central,active,Juniper,QFX5120,dist,0,0,DAL,TX,DS,dist,central
10.60.49.84,PHLPADS85,PHLPADS85.northeast.lightspeed.net,northeast,active,Juniper,QFX5120,dist,0,0,PHL,PA,DS,dist,northeast
