ip_address,hostname,fqdn,region,status,vendor,model
10.20.235.235,CLTRT85,CLTRT85.east.lightspeed.net,east,degraded,Arista,7280R
10.60.82.88,NYCAG13,NYCAG13.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.70.19.87,GEGED12,GEGED12.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.60.231.81,BOSDS84,BOSDS84.northeast.lightspeed.net,northeast,down,Cisco,NCS540
10.30.187.52,SEASW71,SEASW71.west.lightspeed.net,west,active,ADVA,FSP3000
10.20.2.230,CLTDS95,CLTDS95.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.60.70.188,NYCDS26,NYCDS26.northeast.lightspeed.net,northeast,degraded,Arista,7280R
10.60.234.144,NYCCO78,NYCCO78.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.60.46.5,PHLSW20,PHLSW20.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.30.237.112,SFODS71,SFODS71.west.lightspeed.net,west,active,RAD,ETX-2
10.20.22.249,ATLCO54,ATLCO54.east.lightspeed.net,east,degraded,Cisco,NCS540
10.70.241.254,PORSW49,PORSW49.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.30.115.112,SEADS08,SEADS08.west.lightspeed.net,west,active,RAD,ETX-2
10.70.177.61,GEGRT98,GEGRT98.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.30.108.239,LAXSW48,LAXSW48.west.lightspeed.net,west,active,ADVA,FSP3000
10.30.232.196,SEASW39,SEASW39.west.lightspeed.net,west,degraded,Juniper,MX204
10.20.245.79,ATLSW36,ATLSW36.east.lightspeed.net,east,active,Arista,7280R
10.30.22.189,SFOED10,SFOED10.west.lightspeed.net,west,active,Juniper,MX204
10.20.252.250,ATLED67,ATLED67.east.lightspeed.net,east,active,Juniper,QFX5120
10.10.22.52,AUSDS01,AUSDS01.central.lightspeed.net,central,active,ADVA,FSP150
10.30.157.66,LAXDS42,LAXDS42.west.lightspeed.net,west,degraded,Arista,7280R
10.30.127.9,LAXSW69,LAXSW69.west.lightspeed.net,west,active,ADVA,FSP150
10.30.24.25,SFODS95,SFODS95.west.lightspeed.net,west,degraded,ADVA,FSP150
10.70.86.168,GEGDS56,GEGDS56.northwest.lightspeed.net,northwest,active,Juniper,QFX5120
10.70.115.1,GEGRT50,GEGRT50.northwest.lightspeed.net,northwest,active,Cisco,NCS540
10.10.34.193,DALAG20,DALAG20.central.lightspeed.net,central,degraded,Juniper,MX204
10.40.149.225,MIART83,MIART83.southeast.lightspeed.net,southeast,active,Cisco,ISR4431
10.70.72.146,GEGAG82,GEGAG82.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.20.64.15,ATLAG87,ATLAG87.east.lightspeed.net,east,active,RAD,ETX-2
10.10.104.159,DALAG38,DALAG38.central.lightspeed.net,central,active,Cisco,ISR4431
10.70.168.66,PORDS31,PORDS31.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.10.95.30,AUSDS81,AUSDS81.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.20.49.23,ATLRT29,ATLRT29.east.lightspeed.net,east,degraded,RAD,ETX-2
10.50.179.2,PHXSW71,PHXSW71.southwest.lightspeed.net,southwest,active,ADVA,FSP150
10.70.254.18,PORAG36,PORAG36.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.10.254.173,OKCRT60,OKCRT60.central.lightspeed.net,central,retired,Juniper,MX204
10.70.11.2,GEGCO48,GEGCO48.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.10.205.51,OKCED97,OKCED97.central.lightspeed.net,central,active,RAD,ETX-2
10.70.150.221,BOIAG16,BOIAG16.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.50.129.27,PHXED46,PHXED46.southwest.lightspeed.net,southwest,down,Arista,7280R
10.30.223.76,SEASW61,SEASW61.west.lightspeed.net,west,active,ADVA,FSP3000
10.70.230.92,GEGSW62,GEGSW62.northwest.lightspeed.net,northwest,active,Cisco,NCS540
10.10.114.28,AUSDS04,AUSDS04.central.lightspeed.net,central,degraded,Juniper,QFX5120
10.10.124.72,AUSCO97,AUSCO97.central.lightspeed.net,central,active,ADVA,FSP150
10.50.115.5,ABQCO08,ABQCO08.southwest.lightspeed.net,southwest,active,Cisco,NCS540
10.60.35.46,BOSED66,BOSED66.northeast.lightspeed.net,northeast,degraded,ADVA,FSP3000
10.30.240.20,SFORT38,SFORT38.west.lightspeed.net,west,retired,Nokia,7750 SR-1
10.30.58.84,SFOED42,SFOED42.west.lightspeed.net,west,active,Juniper,MX204
10.10.175.19,AUSED14,AUSED14.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.10.238.112,AUSDS57,AUSDS57.central.lightspeed.net,central,down,Arista,7280R
10.30.184.219,SEASW44,SEASW44.west.lightspeed.net,west,degraded,Juniper,MX204
10.40.108.76,JAXAG54,JAXAG54.southeast.lightspeed.net,southeast,active,Arista,7280R
10.50.211.18,ELPED11,ELPED11.southwest.lightspeed.net,southwest,active,Arista,7280R
10.60.57.136,PHLRT18,PHLRT18.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.10.164.242,DALCO81,DALCO81.central.lightspeed.net,central,active,ADVA,FSP150
10.30.68.239,SEAAG10,SEAAG10.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.60.98.7,BOSAG85,BOSAG85.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.60.55.113,NYCSW68,NYCSW68.northeast.lightspeed.net,northeast,active,Arista,7280R
10.70.19.1,BOIED69,BOIED69.northwest.lightspeed.net,northwest,active,Cisco,NCS540
10.60.10.240,BOSED46,BOSED46.northeast.lightspeed.net,northeast,active,ADVA,FSP3000
10.70.13.133,PORAG28,PORAG28.northwest.lightspeed.net,northwest,down,Nokia,7750 SR-1
10.30.229.19,LAXCO23,LAXCO23.west.lightspeed.net,west,active,RAD,ETX-2
10.70.212.73,GEGAG42,GEGAG42.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.30.84.212,SFOED82,SFOED82.west.lightspeed.net,west,degraded,Nokia,7750 SR-1
10.20.227.173,PITDS69,PITDS69.east.lightspeed.net,east,active,RAD,ETX-2
10.40.226.38,MIAAG61,MIAAG61.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.60.62.198,PHLCO03,PHLCO03.northeast.lightspeed.net,northeast,down,Nokia,7750 SR-1
10.40.40.12,BNAAG93,BNAAG93.southeast.lightspeed.net,southeast,active,RAD,ETX-2
10.70.151.140,GEGDS82,GEGDS82.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.70.87.120,BOISW97,BOISW97.northwest.lightspeed.net,northwest,down,Juniper,MX204
10.70.144.56,PORDS15,PORDS15.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.50.178.241,PHXAG85,PHXAG85.southwest.lightspeed.net,southwest,down,ADVA,FSP3000
10.10.40.138,AUSSW63,AUSSW63.central.lightspeed.net,central,degraded,Nokia,7750 SR-1
10.20.143.4,ATLCO61,ATLCO61.east.lightspeed.net,east,down,Cisco,ISR4431
10.50.42.44,PHXSW08,PHXSW08.southwest.lightspeed.net,southwest,active,Juniper,MX204
10.60.144.174,PHLDS02,PHLDS02.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150
10.20.157.19,CLTSW85,CLTSW85.east.lightspeed.net,east,active,Cisco,ISR4431
10.70.121.158,PORCO35,PORCO35.northwest.lightspeed.net,northwest,degraded,Cisco,ISR4431
10.30.174.16,LAXED52,LAXED52.west.lightspeed.net,west,active,Arista,7280R
10.70.252.135,BOIRT90,BOIRT90.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.70.84.220,BOIED09,BOIED09.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.30.50.35,SEART31,SEART31.west.lightspeed.net,west,degraded,Arista,7280R
10.40.216.127,MIAED53,MIAED53.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.60.229.133,PHLSW79,PHLSW79.northeast.lightspeed.net,northeast,retired,Arista,7280R
10.50.108.3,PHXDS93,PHXDS93.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.10.11.193,OKCED93,OKCED93.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.20.4.191,PITED71,PITED71.east.lightspeed.net,east,active,Arista,7280R
10.30.90.242,SFOSW76,SFOSW76.west.lightspeed.net,west,down,Nokia,7750 SR-1
10.70.204.235,BOIAG57,BOIAG57.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.50.42.163,PHXCO82,PHXCO82.southwest.lightspeed.net,southwest,down,Arista,7280R
10.10.128.144,DALSW57,DALSW57.central.lightspeed.net,central,down,ADVA,FSP150
10.50.204.17,PHXDS51,PHXDS51.southwest.lightspeed.net,southwest,down,Cisco,ISR4431
10.20.71.237,CLTSW41,CLTSW41.east.lightspeed.net,east,degraded,Juniper,MX204
10.60.153.13,NYCAG66,NYCAG66.northeast.lightspeed.net,northeast,degraded,Juniper,MX204
10.20.139.12,PITAG57,PITAG57.east.lightspeed.net,east,degraded,Cisco,ISR4431
10.70.215.83,GEGED27,GEGED27.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.30.100.238,LAXDS94,LAXDS94.west.lightspeed.net,west,degraded,Arista,7280R
10.50.94.57,PHXCO81,PHXCO81.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.30.202.69,LAXED58,LAXED58.west.lightspeed.net,west,active,Arista,7280R
10.60.202.221,PHLSW24,PHLSW24.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150
10.60.232.202,PHLCO15,PHLCO15.northeast.lightspeed.net,northeast,active,Arista,7280R
10.30.45.15,LAXCO26,LAXCO26.west.lightspeed.net,west,active,ADVA,FSP150
10.60.60.212,NYCAG35,NYCAG35.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.10.74.92,OKCRT59,OKCRT59.central.lightspeed.net,central,active,Cisco,ISR4431
10.20.23.214,CLTRT55,CLTRT55.east.lightspeed.net,east,active,Juniper,MX204
10.10.125.96,AUSCO53,AUSCO53.central.lightspeed.net,central,active,Cisco,NCS540
10.60.238.43,PHLAG69,PHLAG69.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431
10.70.46.34,GEGCO78,GEGCO78.northwest.lightspeed.net,northwest,active,Arista,7280R
10.20.192.77,CLTDS42,CLTDS42.east.lightspeed.net,east,active,Arista,7280R
10.10.111.236,OKCRT38,OKCRT38.central.lightspeed.net,central,active,Juniper,MX204
10.70.192.72,PORCO55,PORCO55.northwest.lightspeed.net,northwest,down,Cisco,ISR4431
10.10.236.98,AUSCO63,AUSCO63.central.lightspeed.net,central,active,RAD,ETX-2
10.30.82.22,LAXCO91,LAXCO91.west.lightspeed.net,west,degraded,ADVA,FSP3000
10.30.22.83,LAXAG29,LAXAG29.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.10.154.195,DALED86,DALED86.central.lightspeed.net,central,degraded,RAD,ETX-2
10.70.191.99,BOIED85,BOIED85.northwest.lightspeed.net,northwest,degraded,Arista,7280R
10.20.221.255,PITED38,PITED38.east.lightspeed.net,east,degraded,ADVA,FSP3000
10.50.22.95,ELPCO59,ELPCO59.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.70.230.166,GEGRT64,GEGRT64.northwest.lightspeed.net,northwest,active,Arista,7280R
10.70.210.215,BOICO92,BOICO92.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.60.95.85,BOSDS05,BOSDS05.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.30.160.110,LAXAG04,LAXAG04.west.lightspeed.net,west,down,Juniper,QFX5120
10.40.164.151,JAXRT16,JAXRT16.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.60.95.177,PHLCO71,PHLCO71.northeast.lightspeed.net,northeast,active,Cisco,ISR4431
10.70.4.233,GEGAG85,GEGAG85.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.30.61.213,LAXED05,LAXED05.west.lightspeed.net,west,active,ADVA,FSP3000
10.20.87.192,ATLCO88,ATLCO88.east.lightspeed.net,east,active,Arista,7280R
10.70.202.92,BOISW91,BOISW91.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.30.51.88,SEART17,SEART17.west.lightspeed.net,west,active,ADVA,FSP3000
10.30.98.199,LAXRT63,LAXRT63.west.lightspeed.net,west,degraded,Nokia,7750 SR-1
10.30.124.49,LAXCO85,LAXCO85.west.lightspeed.net,west,active,RAD,ETX-2
10.60.185.30,BOSRT11,BOSRT11.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.70.115.189,PORCO34,PORCO34.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.30.207.11,SEACO95,SEACO95.west.lightspeed.net,west,active,RAD,ETX-2
10.10.119.16,OKCDS75,OKCDS75.central.lightspeed.net,central,active,Arista,7280R
10.10.50.74,OKCDS14,OKCDS14.central.lightspeed.net,central,active,ADVA,FSP3000
10.10.252.83,OKCED10,OKCED10.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.60.81.209,PHLED66,PHLED66.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1
10.70.135.174,PORRT01,PORRT01.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.60.53.98,PHLCO89,PHLCO89.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.70.101.183,PORSW36,PORSW36.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.10.0.158,AUSSW32,AUSSW32.central.lightspeed.net,central,active,ADVA,FSP150
10.70.195.238,GEGAG47,GEGAG47.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2
10.60.222.61,NYCDS83,NYCDS83.northeast.lightspeed.net,northeast,degraded,Juniper,MX204
10.60.31.182,NYCAG40,NYCAG40.northeast.lightspeed.net,northeast,active,Arista,7280R
10.20.124.114,PITSW34,PITSW34.east.lightspeed.net,east,degraded,RAD,ETX-2
10.40.229.67,JAXCO02,JAXCO02.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000
10.30.91.232,SEART58,SEART58.west.lightspeed.net,west,active,Juniper,MX204
10.60.2.158,BOSAG35,BOSAG35.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1
10.70.128.15,GEGSW20,GEGSW20.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.10.125.43,AUSAG97,AUSAG97.central.lightspeed.net,central,active,ADVA,FSP150
10.70.182.164,BOIDS71,BOIDS71.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.10.126.221,DALAG85,DALAG85.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.70.11.235,BOIRT86,BOIRT86.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.30.227.163,LAXRT41,LAXRT41.west.lightspeed.net,west,active,Cisco,ISR4431
10.30.144.158,SEART26,SEART26.west.lightspeed.net,west,active,RAD,ETX-2
10.70.204.250,GEGED41,GEGED41.northwest.lightspeed.net,northwest,active,Arista,7280R
10.20.247.50,ATLRT77,ATLRT77.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.10.124.203,OKCSW28,OKCSW28.central.lightspeed.net,central,active,RAD,ETX-2
10.40.38.9,BNADS74,BNADS74.southeast.lightspeed.net,southeast,down,ADVA,FSP3000
10.30.88.186,SEADS52,SEADS52.west.lightspeed.net,west,active,Cisco,NCS540
10.60.80.70,PHLRT16,PHLRT16.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.128.6,DALCO80,DALCO80.central.lightspeed.net,central,degraded,Juniper,QFX5120
10.70.67.48,PORSW86,PORSW86.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.30.220.94,SFODS85,SFODS85.west.lightspeed.net,west,active,Arista,7280R
10.70.237.167,BOICO80,BOICO80.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.20.3.127,PITRT53,PITRT53.east.lightspeed.net,east,active,Cisco,ISR4431
10.60.88.234,BOSCO14,BOSCO14.northeast.lightspeed.net,northeast,retired,Nokia,7750 SR-1
10.60.254.48,NYCED28,NYCED28.northeast.lightspeed.net,northeast,degraded,Arista,7280R
10.10.169.189,OKCED23,OKCED23.central.lightspeed.net,central,degraded,RAD,ETX-2
10.70.171.250,BOIAG05,BOIAG05.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.30.214.100,SFOSW92,SFOSW92.west.lightspeed.net,west,active,Arista,7280R
10.20.24.17,CLTRT92,CLTRT92.east.lightspeed.net,east,degraded,RAD,ETX-2
10.40.175.72,JAXED48,JAXED48.southeast.lightspeed.net,southeast,degraded,ADVA,FSP150
10.20.55.234,CLTED96,CLTED96.east.lightspeed.net,east,active,Cisco,ISR4431
10.70.168.36,PORCO02,PORCO02.northwest.lightspeed.net,northwest,active,Arista,7280R
10.60.16.176,BOSAG58,BOSAG58.northeast.lightspeed.net,northeast,down,Cisco,NCS540
10.10.104.60,OKCDS44,OKCDS44.central.lightspeed.net,central,active,Cisco,NCS540
10.10.242.174,AUSSW59,AUSSW59.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.50.87.15,ABQED48,ABQED48.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.70.28.77,GEGED79,GEGED79.northwest.lightspeed.net,northwest,active,Cisco,ISR4431
10.10.155.241,OKCRT97,OKCRT97.central.lightspeed.net,central,active,Arista,7280R
10.20.144.195,PITRT15,PITRT15.east.lightspeed.net,east,degraded,Cisco,NCS540
10.30.84.56,SFODS60,SFODS60.west.lightspeed.net,west,active,Juniper,MX204
10.10.201.86,DALED79,DALED79.central.lightspeed.net,central,active,Nokia,7750 SR-1
10.20.217.162,ATLAG19,ATLAG19.east.lightspeed.net,east,active,Arista,7280R
10.70.190.223,PORAG48,PORAG48.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.70.117.1,GEGCO12,GEGCO12.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.20.129.173,PITDS60,PITDS60.east.lightspeed.net,east,degraded,RAD,ETX-2
10.70.199.171,GEGED43,GEGED43.northwest.lightspeed.net,northwest,active,Arista,7280R
10.60.6.143,PHLAG73,PHLAG73.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.99.31,DALDS12,DALDS12.central.lightspeed.net,central,active,Juniper,MX204
10.30.5.201,SFOED51,SFOED51.west.lightspeed.net,west,retired,Nokia,7750 SR-1
10.60.202.65,BOSDS58,BOSDS58.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.20.5.1,CLTRT30,CLTRT30.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.60.247.22,PHLED55,PHLED55.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.205.88,AUSCO07,AUSCO07.central.lightspeed.net,central,active,Arista,7280R
10.30.138.45,LAXSW95,LAXSW95.west.lightspeed.net,west,active,Juniper,MX204
10.70.183.173,PORAG08,PORAG08.northwest.lightspeed.net,northwest,retired,ADVA,FSP3000
10.70.115.35,BOIRT46,BOIRT46.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.30.68.180,LAXDS38,LAXDS38.west.lightspeed.net,west,active,RAD,ETX-2
10.20.42.101,ATLAG92,ATLAG92.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.50.241.72,ABQSW55,ABQSW55.southwest.lightspeed.net,southwest,degraded,RAD,ETX-2
10.60.81.151,NYCCO19,NYCCO19.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150
10.70.127.55,PORAG93,PORAG93.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.10.27.254,AUSED49,AUSED49.central.lightspeed.net,central,active,Juniper,QFX5120
10.40.106.244,JAXSW87,JAXSW87.southeast.lightspeed.net,southeast,active,Arista,7280R
10.30.146.229,SEADS93,SEADS93.west.lightspeed.net,west,active,Arista,7280R
10.20.6.8,PITCO17,PITCO17.east.lightspeed.net,east,active,Arista,7280R
10.30.27.223,SFODS24,SFODS24.west.lightspeed.net,west,active,ADVA,FSP3000
10.70.70.66,BOIDS36,BOIDS36.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.60.252.87,NYCCO10,NYCCO10.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.10.156.118,DALSW54,DALSW54.central.lightspeed.net,central,degraded,RAD,ETX-2
10.70.162.250,GEGSW83,GEGSW83.northwest.lightspeed.net,northwest,down,RAD,ETX-2
10.60.123.51,PHLED92,PHLED92.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.30.63.238,SEAED89,SEAED89.west.lightspeed.net,west,degraded,Cisco,NCS540
10.10.223.57,DALDS89,DALDS89.central.lightspeed.net,central,degraded,Cisco,ISR4431
10.50.31.8,ABQCO34,ABQCO34.southwest.lightspeed.net,southwest,active,Cisco,ISR4431
10.60.133.81,PHLCO39,PHLCO39.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.10.246.182,AUSAG61,AUSAG61.central.lightspeed.net,central,active,Cisco,ISR4431
10.60.212.55,BOSED45,BOSED45.northeast.lightspeed.net,northeast,active,Juniper,MX204
10.30.231.158,SFODS17,SFODS17.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.30.92.176,SFOED85,SFOED85.west.lightspeed.net,west,retired,Juniper,MX204
10.30.39.206,SFOED83,SFOED83.west.lightspeed.net,west,active,Arista,7280R
10.70.42.79,PORED33,PORED33.northwest.lightspeed.net,northwest,retired,ADVA,FSP150
10.10.134.119,AUSCO79,AUSCO79.central.lightspeed.net,central,active,Arista,7280R
10.70.27.52,GEGED42,GEGED42.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.20.181.245,ATLED88,ATLED88.east.lightspeed.net,east,degraded,Cisco,ISR4431
10.60.251.20,BOSSW63,BOSSW63.northeast.lightspeed.net,northeast,active,Arista,7280R
10.20.67.194,ATLRT51,ATLRT51.east.lightspeed.net,east,down,ADVA,FSP150
10.10.183.69,OKCSW46,OKCSW46.central.lightspeed.net,central,active,Cisco,ISR4431
10.40.32.21,MIASW80,MIASW80.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1
10.30.242.138,SEART86,SEART86.west.lightspeed.net,west,degraded,Juniper,MX204
10.30.107.82,SFODS06,SFODS06.west.lightspeed.net,west,active,Cisco,NCS540
10.20.193.31,ATLDS89,ATLDS89.east.lightspeed.net,east,active,Juniper,MX204
10.70.128.217,BOICO28,BOICO28.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.70.65.203,BOICO91,BOICO91.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.60.138.249,NYCDS41,NYCDS41.northeast.lightspeed.net,northeast,active,Juniper,QFX5120
10.70.106.44,BOIED19,BOIED19.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.20.112.142,ATLRT32,ATLRT32.east.lightspeed.net,east,active,RAD,ETX-2
10.70.89.87,BOICO59,BOICO59.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.70.137.115,GEGED19,GEGED19.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.50.21.122,ABQCO39,ABQCO39.southwest.lightspeed.net,southwest,active,RAD,ETX-2
10.30.157.230,SEACO75,SEACO75.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.70.91.8,GEGAG96,GEGAG96.northwest.lightspeed.net,northwest,degraded,Juniper,MX204
10.10.8.70,AUSSW64,AUSSW64.central.lightspeed.net,central,active,RAD,ETX-2
10.30.81.216,LAXCO33,LAXCO33.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.40.152.56,BNASW02,BNASW02.southeast.lightspeed.net,southeast,active,Juniper,MX204
10.20.139.236,ATLED59,ATLED59.east.lightspeed.net,east,active,ADVA,FSP3000
10.60.112.252,BOSDS30,BOSDS30.northeast.lightspeed.net,northeast,retired,Nokia,7750 SR-1
10.10.176.49,DALRT28,DALRT28.central.lightspeed.net,central,degraded,ADVA,FSP3000
10.10.82.169,DALSW42,DALSW42.central.lightspeed.net,central,active,RAD,ETX-2
10.70.182.253,GEGCO22,GEGCO22.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.50.117.200,PHXRT45,PHXRT45.southwest.lightspeed.net,southwest,active,Arista,7280R
10.10.89.33,OKCED87,OKCED87.central.lightspeed.net,central,degraded,Juniper,MX204
10.10.251.29,AUSRT02,AUSRT02.central.lightspeed.net,central,active,ADVA,FSP150
10.70.216.133,PORED73,PORED73.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.20.87.216,CLTRT18,CLTRT18.east.lightspeed.net,east,active,Cisco,ISR4431
10.30.117.232,LAXRT10,LAXRT10.west.lightspeed.net,west,active,RAD,ETX-2
10.40.219.66,JAXSW68,JAXSW68.southeast.lightspeed.net,southeast,active,Cisco,NCS540
10.70.239.164,PORDS94,PORDS94.northwest.lightspeed.net,northwest,active,RAD,ETX-2
10.70.242.208,PORAG34,PORAG34.northwest.lightspeed.net,northwest,degraded,Arista,7280R
10.70.18.245,BOIDS48,BOIDS48.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.60.42.235,BOSRT23,BOSRT23.northeast.lightspeed.net,northeast,active,ADVA,FSP150
10.30.184.69,SEADS92,SEADS92.west.lightspeed.net,west,degraded,Juniper,MX204
10.70.42.158,PORAG61,PORAG61.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1
10.30.31.14,LAXSW18,LAXSW18.west.lightspeed.net,west,degraded,Cisco,NCS540
10.60.122.140,BOSSW83,BOSSW83.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431
10.20.83.46,ATLRT15,ATLRT15.east.lightspeed.net,east,degraded,Juniper,MX204
10.30.198.239,SFODS37,SFODS37.west.lightspeed.net,west,retired,Arista,7280R
10.30.50.127,SEACO67,SEACO67.west.lightspeed.net,west,active,Arista,7280R
10.20.187.157,ATLDS24,ATLDS24.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.70.182.77,GEGED55,GEGED55.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000
10.60.235.22,PHLRT15,PHLRT15.northeast.lightspeed.net,northeast,retired,Cisco,ISR4431
10.30.64.1,LAXCO03,LAXCO03.west.lightspeed.net,west,down,Arista,7280R
10.50.12.35,ABQED87,ABQED87.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1
10.10.18.142,AUSED51,AUSED51.central.lightspeed.net,central,degraded,Arista,7280R
10.60.165.124,NYCRT26,NYCRT26.northeast.lightspeed.net,northeast,down,Arista,7280R
10.30.94.39,SEAAG32,SEAAG32.west.lightspeed.net,west,retired,Juniper,QFX5120
10.70.104.24,GEGCO62,GEGCO62.northwest.lightspeed.net,northwest,active,Juniper,MX204
10.30.213.32,LAXRT88,LAXRT88.west.lightspeed.net,west,down,Cisco,ISR4431
10.60.102.86,BOSAG01,BOSAG01.northeast.lightspeed.net,northeast,active,RAD,ETX-2
10.40.21.46,JAXED29,JAXED29.southeast.lightspeed.net,southeast,active,ADVA,FSP3000
10.30.157.118,SFODS89,SFODS89.west.lightspeed.net,west,down,Arista,7280R
10.60.193.112,PHLAG97,PHLAG97.northeast.lightspeed.net,northeast,active,Arista,7280R
10.70.114.71,GEGED78,GEGED78.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1
10.30.15.124,SEAAG96,SEAAG96.west.lightspeed.net,west,active,Nokia,7750 SR-1
10.70.208.170,BOICO43,BOICO43.northwest.lightspeed.net,northwest,active,ADVA,FSP150
10.70.176.114,BOIDS73,BOIDS73.northwest.lightspeed.net,northwest,active,ADVA,FSP3000
10.20.229.161,PITDS30,PITDS30.east.lightspeed.net,east,active,Nokia,7750 SR-1
10.20.41.57,CLTRT14,CLTRT14.east.lightspeed.net,east,active,Juniper,QFX5120
10.20.135.246,CLTSW53,CLTSW53.east.lightspeed.net,east,active,ADVA,FSP3000
