ip_address,hostname,fqdn,region,status,vendor,model,present_in_ipam,present_in_inventory
10.30.39.211,SEAWAED52,SEAWAED52.west.lightspeed.net,west,active,Arista,7280R,1,1
10.70.189.57,GEGWASW05,GEGWASW05.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.52.198,SFOCAED87,SFOCAED87.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.60.228.197,NYCNYDS09,NYCNYDS09.northeast.lightspeed.net,northeast,retired,RAD,ETX-2,0,1
10.30.193.148,SEAWAED56,SEAWAED56.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.70.163.171,BOIIDCO15,BOIIDCO15.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.10.102.140,AUSTXRT35,AUSTXRT35.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.60.226.108,BOSMAAG78,BOSMAAG78.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.70.20.90,BOIIDAG63,BOIIDAG63.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.60.132.77,PHLPADS19,PHLPADS19.northeast.lightspeed.net,northeast,active,ADVA,FSP150,0,1
10.10.70.8,AUSTXCO12,AUSTXCO12.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.10.139.221,AUSTXAG16,AUSTXAG16.central.lightspeed.net,central,active,RAD,ETX-2,1,0
10.50.63.217,ABQNMRT64,ABQNMRT64.southwest.lightspeed.net,southwest,down,Cisco,ISR4431,1,1
10.70.190.4,PORORCO55,PORORCO55.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,0
10.60.127.157,PHLPAAG14,PHLPAAG14.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.70.73.163,PORORAG80,PORORAG80.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.30.104.145,LAXCADS62,LAXCADS62.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.70.95.103,GEGWADS34,GEGWADS34.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.173.170,SEAWACO28,SEAWACO28.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.70.37.123,BOIIDDS37,BOIIDDS37.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.30.4.244,LAXCAED33,LAXCAED33.west.lightspeed.net,west,active,RAD,ETX-2,1,0
10.30.193.33,SEAWADS39,SEAWADS39.west.lightspeed.net,west,active,Arista,7280R,1,1
10.60.239.249,BOSMADS37,BOSMADS37.northeast.lightspeed.net,northeast,down,RAD,ETX-2,1,1
10.70.54.101,PORORAG84,PORORAG84.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.60.38.45,PHLPADS66,PHLPADS66.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.30.190.82,SEAWADS94,SEAWADS94.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.70.86.147,PORORAG61,PORORAG61.northwest.lightspeed.net,northwest,retired,RAD,ETX-2,1,1
10.70.220.227,BOIIDDS47,BOIIDDS47.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.30.139.26,LAXCASW13,LAXCASW13.west.lightspeed.net,west,down,Arista,7280R,1,1
10.10.169.115,AUSTXCO72,AUSTXCO72.central.lightspeed.net,central,active,Arista,7280R,1,1
10.70.163.83,PORORAG08,PORORAG08.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.2.28,GEGWACO99,GEGWACO99.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,0
10.30.80.196,LAXCAED76,LAXCAED76.west.lightspeed.net,west,active,Arista,7280R,1,1
10.30.3.49,SFOCAED88,SFOCAED88.west.lightspeed.net,west,degraded,Juniper,MX204,1,1
10.10.97.180,AUSTXED15,AUSTXED15.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.40.150,LAXCADS80,LAXCADS80.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.60.143.44,PHLPADS53,PHLPADS53.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,1,1
10.70.60.219,GEGWADS30,GEGWADS30.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.40.165.183,JAXFLCO01,JAXFLCO01.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,1,1
10.20.68.73,PITPASW59,PITPASW59.east.lightspeed.net,east,active,Arista,7280R,1,0
10.30.23.245,SFOCAAG41,SFOCAAG41.west.lightspeed.net,west,active,Arista,7280R,1,1
10.60.234.73,NYCNYSW47,NYCNYSW47.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,1
10.70.157.123,BOIIDCO43,BOIIDCO43.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,0
10.50.44.108,ELPTXDS92,ELPTXDS92.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.10.85.13,DALTXDS20,DALTXDS20.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.70.199.9,GEGWADS91,GEGWADS91.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,0
10.30.57.132,SEAWACO84,SEAWACO84.west.lightspeed.net,west,active,Arista,7280R,1,1
10.60.241.206,BOSMACO74,BOSMACO74.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.30.224.113,LAXCAAG24,LAXCAAG24.west.lightspeed.net,west,active,Juniper,QFX5120,1,0
10.60.252.122,PHLPACO64,PHLPACO64.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.60.228.237,PHLPASW50,PHLPASW50.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.70.243.58,GEGWACO85,GEGWACO85.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.85.99,PORORCO86,PORORCO86.northwest.lightspeed.net,northwest,degraded,Arista,7280R,1,1
10.10.223.178,DALTXDS23,DALTXDS23.central.lightspeed.net,central,active,Arista,7280R,1,1
10.30.112.145,SEAWADS87,SEAWADS87.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.70.161.85,BOIIDCO80,BOIIDCO80.northwest.lightspeed.net,northwest,degraded,RAD,ETX-2,1,1
10.30.154.127,LAXCAED27,LAXCAED27.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.30.151.32,LAXCADS74,LAXCADS74.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.60.213.153,PHLPAED90,PHLPAED90.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.20.191.227,ATLGAED93,ATLGAED93.east.lightspeed.net,east,degraded,Cisco,NCS540,1,0
10.70.83.105,PORORDS22,PORORDS22.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.40.223.142,BNATNRT01,BNATNRT01.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,1
10.30.68.70,SEAWAED13,SEAWAED13.west.lightspeed.net,west,active,ADVA,FSP150,1,0
10.30.193.0,SFOCACO97,SFOCACO97.west.lightspeed.net,west,down,ADVA,FSP3000,1,0
10.70.203.131,PORORDS69,PORORDS69.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.10.31.72,OKCOKRT23,OKCOKRT23.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.70.138.189,BOIIDAG26,BOIIDAG26.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.50.2,PORORCO39,PORORCO39.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.40.237.9,BNATNCO58,BNATNCO58.southeast.lightspeed.net,southeast,active,RAD,ETX-2,1,1
10.40.23.66,BNATNDS64,BNATNDS64.southeast.lightspeed.net,southeast,degraded,RAD,ETX-2,1,0
10.10.246.220,DALTXAG11,DALTXAG11.central.lightspeed.net,central,active,RAD,ETX-2,1,0
10.70.166.78,PORORED19,PORORED19.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,0
10.70.187.146,PORORED55,PORORED55.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.10.62.197,DALTXSW31,DALTXSW31.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.60.144.52,NYCNYRT37,NYCNYRT37.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,1,1
10.30.3.142,SFOCAAG01,SFOCAAG01.west.lightspeed.net,west,retired,Nokia,7750 SR-1,1,1
10.40.232.225,BNATNDS26,BNATNDS26.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,1,1
10.30.245.65,SFOCART70,SFOCART70.west.lightspeed.net,west,degraded,Cisco,ISR4431,1,1
10.10.49.138,DALTXRT48,DALTXRT48.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.30.212.45,SEAWAAG48,SEAWAAG48.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.10.86.30,AUSTXED93,AUSTXED93.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.20.116.98,CLTNCSW98,CLTNCSW98.east.lightspeed.net,east,active,Arista,7280R,1,1
10.60.152.42,NYCNYED52,NYCNYED52.northeast.lightspeed.net,northeast,active,ADVA,FSP3000,1,0
10.30.212.95,SEAWADS79,SEAWADS79.west.lightspeed.net,west,active,Arista,7280R,1,1
10.20.168.112,CLTNCAG38,CLTNCAG38.east.lightspeed.net,east,degraded,Juniper,MX204,1,1
10.60.163.152,PHLPAAG06,PHLPAAG06.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.30.219.17,SFOCART46,SFOCART46.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.10.95.110,AUSTXAG93,AUSTXAG93.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.10.116.2,AUSTXRT14,AUSTXRT14.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.30.232.104,LAXCADS50,LAXCADS50.west.lightspeed.net,west,active,Arista,7280R,1,1
10.10.102.200,OKCOKDS27,OKCOKDS27.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.10.216.238,DALTXDS26,DALTXDS26.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.60.167.60,PHLPASW91,PHLPASW91.northeast.lightspeed.net,northeast,active,Cisco,NCS540,1,0
10.70.207.75,GEGWAED23,GEGWAED23.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,0
10.10.9.71,OKCOKSW21,OKCOKSW21.central.lightspeed.net,central,active,Cisco,NCS540,1,1
10.40.176.209,BNATNSW24,BNATNSW24.southeast.lightspeed.net,southeast,degraded,ADVA,FSP3000,1,1
10.30.55.243,SEAWAAG28,SEAWAAG28.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.30.227.134,LAXCADS79,LAXCADS79.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.10.84.149,OKCOKED05,OKCOKED05.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.40.16.31,BNATNDS12,BNATNDS12.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.10.39.143,DALTXCO26,DALTXCO26.central.lightspeed.net,central,degraded,RAD,ETX-2,1,1
10.40.7.107,JAXFLCO82,JAXFLCO82.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.60.105.122,BOSMASW16,BOSMASW16.northeast.lightspeed.net,northeast,degraded,Nokia,7750 SR-1,1,1
10.20.21.180,CLTNCAG03,CLTNCAG03.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.20.140.59,ATLGART23,ATLGART23.east.lightspeed.net,east,active,RAD,ETX-2,1,1
10.60.79.75,BOSMASW48,BOSMASW48.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.60.85.0,BOSMASW70,BOSMASW70.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.30.204.59,LAXCADS94,LAXCADS94.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.20.92.172,ATLGAED05,ATLGAED05.east.lightspeed.net,east,degraded,ADVA,FSP3000,1,1
10.70.110.234,GEGWAAG48,GEGWAAG48.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.30.244.142,SFOCADS58,SFOCADS58.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.20.108.45,ATLGART03,ATLGART03.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.70.115.22,BOIIDDS83,BOIIDDS83.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.70.45.123,GEGWADS08,GEGWADS08.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,1,1
10.60.244.254,BOSMASW85,BOSMASW85.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.10.180.99,DALTXAG66,DALTXAG66.central.lightspeed.net,central,down,Arista,7280R,1,1
10.30.240.69,SEAWAED42,SEAWAED42.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.10.171.2,DALTXED88,DALTXED88.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.50.23.38,ABQNMRT54,ABQNMRT54.southwest.lightspeed.net,southwest,degraded,Arista,7280R,1,1
10.70.227.224,GEGWAAG24,GEGWAAG24.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.40.182.79,BNATNDS71,BNATNDS71.southeast.lightspeed.net,southeast,degraded,Juniper,MX204,1,1
10.60.162.251,PHLPAAG34,PHLPAAG34.northeast.lightspeed.net,northeast,active,RAD,ETX-2,1,1
10.60.30.177,NYCNYSW88,NYCNYSW88.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.60.195.77,PHLPASW61,PHLPASW61.northeast.lightspeed.net,northeast,degraded,Juniper,QFX5120,1,1
10.60.49.190,NYCNYRT46,NYCNYRT46.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,1,1
10.50.36.82,PHXAZCO36,PHXAZCO36.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.50.139.99,PHXAZCO04,PHXAZCO04.southwest.lightspeed.net,southwest,retired,RAD,ETX-2,1,1
10.70.213.172,GEGWAAG54,GEGWAAG54.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.70.54.1,GEGWASW23,GEGWASW23.northwest.lightspeed.net,northwest,active,ADVA,FSP150,1,1
10.50.125.151,PHXAZRT35,PHXAZRT35.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,1
10.70.136.232,PORORCO84,PORORCO84.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.30.134.32,SFOCACO78,SFOCACO78.west.lightspeed.net,west,degraded,Cisco,NCS540,1,1
10.70.134.117,BOIIDDS21,BOIIDDS21.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.70.149.196,GEGWACO03,GEGWACO03.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,0
10.10.251.80,AUSTXRT36,AUSTXRT36.central.lightspeed.net,central,active,ADVA,FSP150,1,1
10.60.189.142,NYCNYDS84,NYCNYDS84.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.20.138.171,CLTNCRT53,CLTNCRT53.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.20.155.87,PITPART44,PITPART44.east.lightspeed.net,east,active,Juniper,QFX5120,1,1
10.60.65.180,PHLPADS64,PHLPADS64.northeast.lightspeed.net,northeast,degraded,ADVA,FSP150,1,0
10.30.177.10,SFOCASW52,SFOCASW52.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.30.115.245,SEAWACO17,SEAWACO17.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.50.166.143,ELPTXDS03,ELPTXDS03.southwest.lightspeed.net,southwest,degraded,ADVA,FSP150,1,1
10.10.42.33,OKCOKRT17,OKCOKRT17.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.30.137.34,SFOCAED40,SFOCAED40.west.lightspeed.net,west,active,ADVA,FSP3000,1,1
10.40.211.205,JAXFLED48,JAXFLED48.southeast.lightspeed.net,southeast,active,Arista,7280R,1,0
10.70.123.18,BOIIDRT24,BOIIDRT24.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.78.153,BOIIDDS55,BOIIDDS55.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.10.2.73,OKCOKED33,OKCOKED33.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.40.22.207,JAXFLCO14,JAXFLCO14.southeast.lightspeed.net,southeast,active,Nokia,7750 SR-1,1,1
10.10.80.230,DALTXCO79,DALTXCO79.central.lightspeed.net,central,active,Cisco,ISR4431,1,1
10.10.205.186,DALTXCO11,DALTXCO11.central.lightspeed.net,central,active,RAD,ETX-2,1,1
10.30.157.237,SFOCART10,SFOCART10.west.lightspeed.net,west,degraded,ADVA,FSP3000,1,1
10.40.16.245,BNATNCO49,BNATNCO49.southeast.lightspeed.net,southeast,down,Cisco,ISR4431,1,1
10.50.12.35,ABQNMCO69,ABQNMCO69.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.30.60.53,SFOCART93,SFOCART93.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.40.10.17,BNATNDS24,BNATNDS24.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,1,1
10.70.255.182,BOIIDAG95,BOIIDAG95.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.70.117.153,PORORCO70,PORORCO70.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.60.235.98,PHLPACO46,PHLPACO46.northeast.lightspeed.net,northeast,active,ADVA,FSP150,0,1
10.60.227.136,NYCNYDS02,NYCNYDS02.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.40.50.248,BNATNAG79,BNATNAG79.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.50.229.75,ELPTXDS66,ELPTXDS66.southwest.lightspeed.net,southwest,active,ADVA,FSP3000,1,1
10.60.173.51,BOSMASW50,BOSMASW50.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,1,1
10.30.214.238,SEAWACO70,SEAWACO70.west.lightspeed.net,west,degraded,Arista,7280R,1,1
10.60.186.194,PHLPART84,PHLPART84.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.20.113.16,CLTNCDS95,CLTNCDS95.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.40.100.56,JAXFLCO15,JAXFLCO15.southeast.lightspeed.net,southeast,active,Cisco,ISR4431,1,1
10.20.103.106,CLTNCDS86,CLTNCDS86.east.lightspeed.net,east,retired,RAD,ETX-2,1,1
10.20.36.112,PITPACO58,PITPACO58.east.lightspeed.net,east,degraded,Nokia,7750 SR-1,1,1
10.60.51.179,NYCNYED04,NYCNYED04.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.50.44.156,PHXAZAG84,PHXAZAG84.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.70.251.138,BOIIDCO70,BOIIDCO70.northwest.lightspeed.net,northwest,retired,ADVA,FSP3000,1,1
10.50.137.207,PHXAZAG08,PHXAZAG08.southwest.lightspeed.net,southwest,active,RAD,ETX-2,1,1
10.30.233.67,LAXCAAG49,LAXCAAG49.west.lightspeed.net,west,active,Nokia,7750 SR-1,1,1
10.50.132.110,ELPTXDS53,ELPTXDS53.southwest.lightspeed.net,southwest,active,Nokia,7750 SR-1,1,1
10.40.147.148,BNATNCO03,BNATNCO03.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,0
10.60.176.238,BOSMADS48,BOSMADS48.northeast.lightspeed.net,northeast,degraded,Cisco,ISR4431,1,1
10.70.24.246,BOIIDAG61,BOIIDAG61.northwest.lightspeed.net,northwest,active,RAD,ETX-2,1,1
10.30.55.215,LAXCASW72,LAXCASW72.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.20.89.96,ATLGADS68,ATLGADS68.east.lightspeed.net,east,active,Juniper,QFX5120,1,1
10.70.254.120,PORORAG77,PORORAG77.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.70.152.213,PORORAG19,PORORAG19.northwest.lightspeed.net,northwest,degraded,Juniper,MX204,1,1
10.50.231.88,ELPTXSW33,ELPTXSW33.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.50.160.71,PHXAZED08,PHXAZED08.southwest.lightspeed.net,southwest,degraded,Cisco,ISR4431,1,1
10.10.2.85,DALTXAG45,DALTXAG45.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.10.239.29,DALTXED31,DALTXED31.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.60.166.138,PHLPASW17,PHLPASW17.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,0
10.30.211.14,SEAWACO33,SEAWACO33.west.lightspeed.net,west,active,Arista,7280R,1,1
10.10.11.170,DALTXRT21,DALTXRT21.central.lightspeed.net,central,active,ADVA,FSP3000,1,0
10.10.170.92,OKCOKDS16,OKCOKDS16.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.20.6.132,PITPAED13,PITPAED13.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.10.39.90,OKCOKCO85,OKCOKCO85.central.lightspeed.net,central,active,Juniper,MX204,1,1
10.60.12.214,BOSMAAG02,BOSMAAG02.northeast.lightspeed.net,northeast,active,Cisco,NCS540,1,1
10.30.178.57,LAXCACO30,LAXCACO30.west.lightspeed.net,west,degraded,Juniper,MX204,1,1
10.70.114.229,BOIIDRT41,BOIIDRT41.northwest.lightspeed.net,northwest,active,Juniper,MX204,1,1
10.10.20.109,DALTXED99,DALTXED99.central.lightspeed.net,central,active,Juniper,QFX5120,1,1
10.10.181.245,DALTXAG79,DALTXAG79.central.lightspeed.net,central,active,Arista,7280R,1,1
10.10.214.16,OKCOKAG27,OKCOKAG27.central.lightspeed.net,central,down,Juniper,MX204,1,1
10.20.11.20,ATLGASW26,ATLGASW26.east.lightspeed.net,east,degraded,Juniper,MX204,1,1
10.30.13.198,LAXCAED08,LAXCAED08.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.60.248.139,NYCNYAG21,NYCNYAG21.northeast.lightspeed.net,northeast,degraded,RAD,ETX-2,1,1
10.60.41.77,NYCNYAG67,NYCNYAG67.northeast.lightspeed.net,northeast,active,ADVA,FSP150,1,0
10.20.85.146,CLTNCAG99,CLTNCAG99.east.lightspeed.net,east,active,Cisco,NCS540,1,0
10.30.38.78,SFOCACO30,SFOCACO30.west.lightspeed.net,west,degraded,RAD,ETX-2,1,1
10.20.229.38,ATLGADS34,ATLGADS34.east.lightspeed.net,east,active,Cisco,ISR4431,1,1
10.10.46.60,OKCOKAG69,OKCOKAG69.central.lightspeed.net,central,degraded,Juniper,MX204,1,1
10.60.51.244,NYCNYSW52,NYCNYSW52.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.60.222.142,NYCNYRT28,NYCNYRT28.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.10.20.98,OKCOKED16,OKCOKED16.central.lightspeed.net,central,down,RAD,ETX-2,1,1
10.60.60.47,BOSMADS38,BOSMADS38.northeast.lightspeed.net,northeast,active,Cisco,ISR4431,0,1
10.70.150.215,PORORCO13,PORORCO13.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,0,1
10.30.99.70,SFOCASW95,SFOCASW95.west.lightspeed.net,west,down,ADVA,FSP3000,1,0
10.70.6.53,GEGWACO44,GEGWACO44.northwest.lightspeed.net,northwest,active,ADVA,FSP3000,1,1
10.10.207.122,AUSTXCO82,AUSTXCO82.central.lightspeed.net,central,degraded,Juniper,QFX5120,1,0
10.10.195.167,OKCOKCO57,OKCOKCO57.central.lightspeed.net,central,degraded,Arista,7280R,1,1
10.60.170.24,BOSMAAG19,BOSMAAG19.northeast.lightspeed.net,northeast,degraded,Juniper,MX204,1,1
10.60.200.104,BOSMAED12,BOSMAED12.northeast.lightspeed.net,northeast,active,Arista,7280R,1,1
10.20.214.96,PITPASW20,PITPASW20.east.lightspeed.net,east,degraded,Juniper,MX204,1,1
10.30.13.235,SFOCACO83,SFOCACO83.west.lightspeed.net,west,active,Arista,7280R,1,1
10.70.234.13,GEGWART57,GEGWART57.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.50.76.28,PHXAZED57,PHXAZED57.southwest.lightspeed.net,southwest,active,Arista,7280R,1,1
10.30.23.57,LAXCASW62,LAXCASW62.west.lightspeed.net,west,active,ADVA,FSP150,1,1
10.10.46.238,DALTXED83,DALTXED83.central.lightspeed.net,central,active,ADVA,FSP150,1,1
10.70.44.87,BOIIDED76,BOIIDED76.northwest.lightspeed.net,northwest,active,Nokia,7750 SR-1,1,1
10.70.70.104,GEGWADS12,GEGWADS12.northwest.lightspeed.net,northwest,down,Arista,7280R,1,1
10.20.199.163,PITPASW90,PITPASW90.east.lightspeed.net,east,active,Arista,7280R,1,1
10.70.212.55,GEGWAED90,GEGWAED90.northwest.lightspeed.net,northwest,active,Arista,7280R,1,1
10.40.78.60,JAXFLCO81,JAXFLCO81.southeast.lightspeed.net,southeast,active,ADVA,FSP3000,1,0
10.20.152.147,CLTNCAG72,CLTNCAG72.east.lightspeed.net,east,active,Cisco,NCS540,1,1
10.20.114.110,ATLGAED20,ATLGAED20.east.lightspeed.net,east,active,ADVA,FSP150,1,1
10.10.90.78,OKCOKCO30,OKCOKCO30.central.lightspeed.net,central,active,Nokia,7750 SR-1,1,1
10.10.244.200,AUSTXDS13,AUSTXDS13.central.lightspeed.net,central,active,ADVA,FSP3000,1,1
10.60.189.16,PHLPACO53,PHLPACO53.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,0,1
10.60.180.45,PHLPADS38,PHLPADS38.northeast.lightspeed.net,northeast,active,RAD,ETX-2,0,0
10.40.5.68,MIAFLAG74,MIAFLAG74.southeast.lightspeed.net,southeast,active,Juniper,MX204,1,1
10.30.204.17,SEAWAED03,SEAWAED03.west.lightspeed.net,west,active,Cisco,ISR4431,1,1
10.30.21.185,SEAWAAG22,SEAWAAG22.west.lightspeed.net,west,active,Juniper,MX204,1,1
10.60.251.36,PHLPADS83,PHLPADS83.northeast.lightspeed.net,northeast,active,Arista,7280R,0,1
10.50.122.12,ABQNMSW48,ABQNMSW48.southwest.lightspeed.net,southwest,active,Cisco,ISR4431,1,1
10.60.81.234,PHLPAAG90,PHLPAAG90.northeast.lightspeed.net,northeast,active,Juniper,MX204,1,1
10.60.31.68,PHLPART74,PHLPART74.northeast.lightspeed.net,northeast,active,Nokia,7750 SR-1,1,1
10.30.200.160,SEAWAED98,SEAWAED98.west.lightspeed.net,west,active,RAD,ETX-2,1,1
10.20.31.138,PITPAAG64,PITPAAG64.east.lightspeed.net,east,active,Juniper,MX204,1,1
10.20.33.66,PITPACO23,PITPACO23.east.lightspeed.net,east,active,Nokia,7750 SR-1,1,1
10.20.31.211,ATLGADS61,ATLGADS61.east.lightspeed.net,east,active,Arista,7280R,1,1
10.10.167.11,AUSTXSW97,AUSTXSW97.central.lightspeed.net,central,degraded,Cisco,ISR4431,1,1
10.50.1.251,ELPTXED04,ELPTXED04.southwest.lightspeed.net,southwest,active,Juniper,MX204,1,1
10.20.92.29,ATLGADS77,ATLGADS77.east.lightspeed.net,east,down,Nokia,7750 SR-1,1,1
10.70.74.172,GEGWASW97,GEGWASW97.northwest.lightspeed.net,northwest,degraded,ADVA,FSP3000,1,1
10.70.57.48,BOIIDSW33,BOIIDSW33.northwest.lightspeed.net,northwest,degraded,Nokia,7750 SR-1,1,1
10.70.11.29,PORORDS45,PORORDS45.northwest.lightspeed.net,northwest,active,Cisco,ISR4431,1,1
10.40.176.86,JAXFLAG05,JAXFLAG05.southeast.lightspeed.net,southeast,active,Arista,7280R,1,1
10.40.28.154,MIAFLAG61,MIAFLAG61.southeast.lightspeed.net,southeast,down,Cisco,ISR4431,1,1
