obs_ip_address,obs_hostname,obs_status,inv_vendor,inv_model,missing_in_inventory
10.30.19.179,SEAWAAG79,active,ADVA,FSP3000,0
10.70.57.240,BOIIDED63,active,Cisco,ISR4431,0
10.40.167.32,BNATNRT35,active,Arista,7050X3,0
10.60.5.26,NYCNYSW07,active,Cisco,Catalyst9300,0
10.60.90.112,NYCNYED36,degraded,Juniper,SRX345,0
10.60.185.13,BOSMADS53,active,ADVA,FSP150,0
10.40.188.170,MIAFLSW19,active,Cisco,Catalyst9300,0
10.70.46.13,GEGWACO61,active,Cisco,NCS540,0
10.30.228.71,LAXCASW15,active,Cisco,Catalyst9300,0
10.70.169.40,BOIIDRT04,degraded,Arista,7050X3,0
10.30.65.81,LAXCAAG96,active,ADVA,FSP3000,0
10.40.169.28,JAXFLSW80,down,Cisco,Catalyst9300,0
10.70.116.134,PORORDS18,active,ADVA,FSP150,0
10.60.152.92,BOSMAED28,active,RAD,ETX-2,0
10.60.170.154,NYCNYSW40,active,Cisco,Catalyst9300,0
10.30.176.69,SEAWASW47,degraded,Cisco,Catalyst9300,0
10.10.82.73,AUSTXDS54,active,ADVA,FSP150,0
10.60.51.119,NYCNYAG61,degraded,ADVA,FSP3000,0
10.20.115.132,PITPAAG29,retired,,,1
10.20.219.194,ATLGAAG45,active,Arista,7280R,0
10.20.96.172,ATLGASW87,degraded,Cisco,Catalyst9300,0
10.70.195.91,BOIIDSW84,active,Cisco,Catalyst9300,0
10.20.150.164,PITPADS29,active,Juniper,QFX5120,0
10.20.88.61,ATLGACO90,active,Nokia,7750 SR-1,0
10.10.138.147,OKCOKAG43,active,ADVA,FSP3000,0
10.40.16.9,BNATNSW26,active,Cisco,Catalyst9300,0
10.60.152.164,BOSMAED48,active,Cisco,ISR4431,0
10.50.236.63,ABQNMED90,down,Cisco,ISR4431,0
10.70.187.65,BOIIDCO72,active,Juniper,MX204,0
10.70.53.101,PORORDS15,down,ADVA,FSP150,0
10.20.229.72,CLTNCSW90,active,Cisco,Catalyst9300,0
10.10.205.36,AUSTXSW62,down,Cisco,Catalyst9300,0
10.10.183.247,DALTXSW81,active,Cisco,Catalyst9300,0
10.10.183.4,OKCOKDS89,active,ADVA,FSP150,0
10.70.154.141,GEGWAAG58,degraded,Arista,7280R,0
10.20.10.116,ATLGASW16,active,Cisco,Catalyst9300,0
10.70.28.234,BOIIDSW14,active,Cisco,Catalyst9300,0
10.40.251.31,JAXFLED66,active,Cisco,ISR4431,0
10.70.251.25,BOIIDED95,active,,,1
10.30.93.100,LAXCASW75,down,Cisco,Catalyst9300,0
10.70.114.39,PORORDS09,degraded,Juniper,QFX5120,0
10.30.12.253,LAXCADS24,active,Juniper,QFX5120,0
10.30.36.222,SFOCART48,active,Arista,7050X3,0
10.70.185.132,BOIIDSW54,degraded,Cisco,Catalyst9300,0
10.30.198.176,SEAWART72,active,Arista,7050X3,0
10.30.230.181,SFOCACO73,active,Juniper,MX204,0
10.20.24.178,PITPAED62,active,Cisco,ISR4431,0
10.60.70.202,BOSMAED63,active,,,1
10.50.117.88,ELPTXED21,degraded,RAD,ETX-2,0
10.70.10.94,PORORCO54,active,Cisco,NCS540,0
10.50.33.125,ABQNMDS10,active,ADVA,FSP150,0
10.60.162.102,BOSMASW27,active,Cisco,Catalyst9300,0
10.70.134.29,BOIIDAG33,active,Arista,7280R,0
10.20.208.168,CLTNCED86,active,,,1
10.70.180.103,BOIIDCO89,active,Juniper,MX204,0
10.50.215.212,ELPTXED69,active,,,1
10.30.52.127,LAXCADS66,degraded,ADVA,FSP150,0
10.10.49.128,AUSTXSW26,degraded,Cisco,Catalyst9300,0
10.30.193.154,LAXCACO59,active,Nokia,7750 SR-1,0
10.50.131.41,ELPTXSW81,degraded,Cisco,Catalyst9300,0
10.30.20.217,LAXCART62,active,Arista,7050X3,0
10.20.9.158,PITPAAG06,active,Arista,7280R,0
10.60.236.232,NYCNYSW31,active,Cisco,Catalyst9300,0
10.30.105.174,SEAWACO57,active,Cisco,NCS540,0
10.60.233.123,BOSMAAG63,active,Arista,7280R,0
10.70.176.241,GEGWAAG93,degraded,ADVA,FSP3000,0
10.40.21.69,BNATNDS34,active,Juniper,QFX5120,0
10.40.128.33,JAXFLSW32,active,Cisco,Catalyst9300,0
10.60.170.53,NYCNYDS40,down,Juniper,QFX5120,0
10.30.202.158,LAXCASW71,active,Cisco,Catalyst9300,0
10.70.162.115,BOIIDAG50,active,Arista,7280R,0
10.30.71.11,LAXCAAG69,down,ADVA,FSP3000,0
10.70.92.57,BOIIDSW92,down,Cisco,Catalyst9300,0
10.10.46.138,AUSTXSW18,active,Cisco,Catalyst9300,0
10.40.190.111,JAXFLCO59,active,Cisco,NCS540,0
10.30.102.75,LAXCASW36,active,Cisco,Catalyst9300,0
10.40.40.42,JAXFLED68,degraded,,,1
10.20.110.212,PITPAED76,active,,,1
10.30.167.243,SEAWADS43,active,Juniper,QFX5120,0
10.60.59.210,PHLPASW24,active,Cisco,Catalyst9300,0
10.40.101.203,JAXFLRT17,active,Arista,7050X3,0
10.30.15.142,SFOCADS80,degraded,,,1
10.30.227.190,SEAWAED53,active,Cisco,ISR4431,0
10.40.170.168,JAXFLDS24,degraded,Juniper,QFX5120,0
10.20.87.10,PITPADS98,degraded,,,1
10.10.10.193,OKCOKSW64,active,Cisco,Catalyst9300,0
10.10.222.225,OKCOKSW47,active,Cisco,Catalyst9300,0
10.30.211.77,SEAWASW71,active,Cisco,Catalyst9300,0
10.20.222.160,CLTNCRT13,degraded,,,1
10.30.217.178,SEAWASW76,active,Cisco,Catalyst9300,0
10.60.42.91,BOSMADS58,degraded,ADVA,FSP150,0
10.30.159.95,SEAWAED18,active,,,1
10.60.93.63,BOSMADS10,active,Juniper,QFX5120,0
10.70.53.138,GEGWART13,degraded,Arista,7050X3,0
10.30.139.109,LAXCADS39,down,Juniper,QFX5120,0
10.60.69.45,BOSMASW38,degraded,Cisco,Catalyst9300,0
10.50.6.62,ABQNMAG61,active,ADVA,FSP3000,0
10.20.151.191,PITPAED48,active,RAD,ETX-2,0
10.70.91.23,PORORED94,active,,,1
10.30.130.253,LAXCAAG02,down,Arista,7280R,0
10.20.152.53,ATLGAAG75,active,ADVA,FSP3000,0
10.10.167.237,AUSTXCO08,active,Juniper,MX204,0
10.70.40.235,PORORDS29,active,Juniper,QFX5120,0
10.10.173.172,DALTXDS93,active,Juniper,QFX5120,0
10.30.73.163,SEAWASW44,degraded,Cisco,Catalyst9300,0
10.50.37.173,ELPTXDS47,degraded,Juniper,QFX5120,0
10.60.23.42,NYCNYAG69,active,Arista,7280R,0
10.70.167.193,PORORED02,down,,,1
10.60.158.34,BOSMASW43,active,Cisco,Catalyst9300,0
10.70.43.57,GEGWASW43,active,Cisco,Catalyst9300,0
10.70.14.10,PORORRT36,active,Arista,7050X3,0
10.10.220.176,AUSTXRT87,active,Arista,7050X3,0
10.30.133.41,SEAWADS20,down,Juniper,QFX5120,0
10.20.197.121,PITPADS13,active,Juniper,QFX5120,0
10.70.69.197,BOIIDED93,active,,,1
10.70.7.211,GEGWADS14,active,Juniper,QFX5120,0
10.60.229.42,NYCNYAG28,active,Arista,7280R,0
10.70.188.182,GEGWAED47,active,,,1
10.30.222.161,SFOCAED05,active,RAD,ETX-2,0
10.50.194.202,ABQNMED46,active,,,1
10.70.166.55,BOIIDED61,active,RAD,ETX-2,0
10.30.158.61,SFOCASW73,retired,Cisco,Catalyst9300,0
10.60.112.183,BOSMAED80,down,RAD,ETX-2,0
10.60.206.58,NYCNYRT74,active,Arista,7050X3,0
10.30.247.141,SEAWART75,active,Arista,7050X3,0
10.30.147.82,SEAWACO17,active,Cisco,NCS540,0
10.70.125.78,GEGWASW30,active,Cisco,Catalyst9300,0
10.20.122.198,PITPAAG19,active,Arista,7280R,0
10.60.221.75,NYCNYDS37,active,Juniper,QFX5120,0
10.60.131.235,BOSMART93,active,Arista,7050X3,0
10.30.200.144,SEAWART50,active,Arista,7050X3,0
10.20.172.40,ATLGART40,active,Arista,7050X3,0
10.70.103.166,PORORED46,active,Juniper,SRX345,0
10.70.250.172,BOIIDDS77,active,Juniper,QFX5120,0
10.70.1.253,GEGWAED89,active,,,1
10.60.222.202,PHLPAED09,active,,,1
10.10.203.193,DALTXDS50,active,Juniper,QFX5120,0
10.70.158.145,BOIIDED36,active,Juniper,SRX345,0
10.20.179.59,CLTNCED47,active,Cisco,ISR4431,0
10.70.252.125,GEGWASW18,active,Cisco,Catalyst9300,0
10.70.178.179,BOIIDDS55,active,Juniper,QFX5120,0
10.70.4.251,GEGWART43,active,Arista,7050X3,0
10.30.98.160,SEAWADS25,active,ADVA,FSP150,0
10.20.47.123,PITPAED80,active,Cisco,ISR4431,0
10.50.58.98,PHXAZAG76,active,Arista,7280R,0
10.60.189.137,NYCNYRT46,active,Arista,7050X3,0
10.60.74.191,BOSMASW97,retired,Cisco,Catalyst9300,0
10.60.205.116,PHLPAED15,active,Cisco,ISR4431,0
10.20.165.175,ATLGAED66,degraded,Juniper,SRX345,0
10.60.143.246,BOSMACO85,active,Nokia,7750 SR-1,0
10.50.149.18,PHXAZSW51,degraded,Cisco,Catalyst9300,0
10.30.198.44,SFOCASW40,degraded,Cisco,Catalyst9300,0
10.70.9.5,PORORED28,active,RAD,ETX-2,0
10.50.111.80,PHXAZRT60,active,Arista,7050X3,0
10.70.49.225,PORORRT93,down,Arista,7050X3,0
10.10.14.235,AUSTXED02,active,RAD,ETX-2,0
10.30.117.198,SEAWASW55,degraded,Cisco,Catalyst9300,0
10.50.49.64,ELPTXED85,degraded,,,1
10.70.225.187,PORORCO07,degraded,Juniper,MX204,0
10.20.207.255,CLTNCSW87,degraded,Cisco,Catalyst9300,0
10.60.7.96,PHLPART47,active,Arista,7050X3,0
10.70.24.176,GEGWASW97,degraded,,,1
10.50.147.12,ELPTXDS78,active,,,1
10.30.67.94,SFOCAED08,retired,,,1
10.70.37.158,GEGWADS68,retired,Juniper,QFX5120,0
10.10.129.196,OKCOKED58,degraded,RAD,ETX-2,0
10.60.76.5,BOSMADS99,degraded,Juniper,QFX5120,0
10.20.36.243,ATLGASW20,degraded,Cisco,Catalyst9300,0
10.70.107.33,GEGWAED65,active,RAD,ETX-2,0
10.20.207.199,CLTNCDS74,active,Juniper,QFX5120,0
10.60.18.78,PHLPART40,active,Arista,7050X3,0
10.30.51.132,SEAWADS83,down,ADVA,FSP150,0
10.10.73.160,OKCOKSW11,active,Cisco,Catalyst9300,0
10.30.205.0,SFOCADS65,retired,Juniper,QFX5120,0
10.70.12.85,PORORED33,active,Cisco,ISR4431,0
10.30.227.187,SEAWACO33,active,Nokia,7750 SR-1,0
10.60.203.74,PHLPAAG80,active,ADVA,FSP3000,0
10.30.235.199,LAXCAED48,active,Juniper,SRX345,0
10.60.181.201,PHLPAED47,down,,,1
10.10.132.132,OKCOKED07,active,,,1
10.50.125.11,ABQNMSW85,active,Cisco,Catalyst9300,0
10.70.107.86,BOIIDSW41,active,Cisco,Catalyst9300,0
10.60.70.218,BOSMART37,active,Arista,7050X3,0
10.10.32.250,AUSTXRT32,degraded,Arista,7050X3,0
10.30.210.192,LAXCACO72,active,Juniper,MX204,0
10.70.204.65,GEGWAAG09,active,Arista,7280R,0
10.10.201.32,AUSTXSW43,active,Cisco,Catalyst9300,0
10.40.36.191,JAXFLDS67,active,ADVA,FSP150,0
10.70.65.69,BOIIDDS06,active,Juniper,QFX5120,0
10.30.167.31,LAXCASW81,active,Cisco,Catalyst9300,0
10.70.194.158,PORORDS93,active,Juniper,QFX5120,0
10.60.102.48,PHLPACO54,degraded,Nokia,7750 SR-1,0
10.60.206.247,PHLPACO25,active,Juniper,MX204,0
10.20.8.195,CLTNCSW62,degraded,Cisco,Catalyst9300,0
10.10.172.73,AUSTXSW98,active,Cisco,Catalyst9300,0
10.20.5.93,CLTNCDS82,active,Juniper,QFX5120,0
10.20.111.151,PITPASW86,active,Cisco,Catalyst9300,0
10.20.33.216,CLTNCSW25,down,Cisco,Catalyst9300,0
10.30.89.178,SEAWADS86,active,ADVA,FSP150,0
10.30.128.153,SFOCAAG24,active,ADVA,FSP3000,0
10.60.168.21,BOSMASW81,degraded,,,1
10.10.96.231,DALTXCO60,degraded,Juniper,MX204,0
10.30.176.152,LAXCASW73,active,,,1
10.60.150.251,NYCNYSW56,active,Cisco,Catalyst9300,0
10.10.74.213,AUSTXED74,active,,,1
10.70.67.11,PORORDS55,active,ADVA,FSP150,0
10.70.168.109,GEGWAED21,active,,,1
10.70.182.177,PORORSW59,active,Cisco,Catalyst9300,0
10.60.243.103,PHLPAAG94,active,Arista,7280R,0
10.10.72.170,OKCOKED25,degraded,,,1
10.20.197.210,PITPASW78,active,Cisco,Catalyst9300,0
10.60.185.73,PHLPAED56,retired,Cisco,ISR4431,0
10.70.215.247,PORORCO53,degraded,Cisco,NCS540,0
10.70.197.175,GEGWAED07,active,,,1
10.70.28.106,PORORED35,degraded,,,1
10.30.192.207,SFOCAED88,active,RAD,ETX-2,0
10.60.11.92,PHLPADS81,degraded,ADVA,FSP150,0
10.30.162.166,SEAWADS82,down,Juniper,QFX5120,0
10.30.242.30,SFOCAED85,active,,,1
10.70.102.251,PORORRT91,degraded,Arista,7050X3,0
10.50.19.238,PHXAZDS32,active,Juniper,QFX5120,0
10.20.119.121,ATLGASW22,active,Cisco,Catalyst9300,0
10.60.0.160,BOSMART43,degraded,,,1
10.10.83.16,AUSTXED58,retired,,,1
10.70.230.222,GEGWAED63,active,,,1
10.60.63.73,BOSMAED58,active,Juniper,SRX345,0
10.60.48.228,PHLPASW90,active,Cisco,Catalyst9300,0
10.30.176.133,SFOCAED06,degraded,,,1
10.50.209.217,ABQNMED43,active,,,1
10.60.91.193,PHLPADS15,active,ADVA,FSP150,0
10.30.229.215,SFOCAED07,active,Cisco,ISR4431,0
10.30.22.99,LAXCADS61,active,Juniper,QFX5120,0
10.30.10.100,SEAWART28,active,Arista,7050X3,0
10.50.106.152,ELPTXED49,active,Cisco,ISR4431,0
10.60.66.124,PHLPART33,active,Arista,7050X3,0
10.50.166.0,ABQNMED54,active,RAD,ETX-2,0
10.40.145.122,JAXFLED96,active,,,1
10.30.218.106,SEAWAAG01,degraded,ADVA,FSP3000,0
10.10.61.170,AUSTXDS14,active,Juniper,QFX5120,0
10.60.174.211,NYCNYDS01,active,Juniper,QFX5120,0
10.70.6.93,PORORED24,active,RAD,ETX-2,0
10.70.80.69,PORORED95,active,,,1
10.10.198.193,DALTXAG54,active,ADVA,FSP3000,0
10.70.238.103,BOIIDSW04,active,Cisco,Catalyst9300,0
10.20.54.58,ATLGAED42,degraded,,,1
10.70.56.3,BOIIDED55,active,,,1
10.10.178.170,AUSTXDS69,active,ADVA,FSP150,0
10.30.181.65,LAXCAED15,degraded,Cisco,ISR4431,0
10.20.26.216,PITPAAG34,active,ADVA,FSP3000,0
10.60.96.175,NYCNYSW23,active,Cisco,Catalyst9300,0
10.50.111.68,PHXAZSW73,active,Cisco,Catalyst9300,0
10.30.77.117,SFOCADS94,active,ADVA,FSP150,0
10.20.83.35,ATLGASW27,active,Cisco,Catalyst9300,0
10.30.169.130,LAXCAED84,active,RAD,ETX-2,0
10.10.225.144,OKCOKAG11,active,ADVA,FSP3000,0
10.60.254.168,NYCNYAG22,active,ADVA,FSP3000,0
10.60.91.228,PHLPASW31,active,Cisco,Catalyst9300,0
10.60.141.2,PHLPADS53,active,ADVA,FSP150,0
10.40.41.6,BNATNCO97,active,Juniper,MX204,0
10.40.225.47,MIAFLDS81,active,ADVA,FSP150,0
10.20.55.124,ATLGASW07,degraded,,,1
10.60.23.17,PHLPAED72,active,,,1
10.60.203.79,PHLPAAG92,down,Arista,7280R,0
10.30.135.112,LAXCAED25,active,Juniper,SRX345,0
10.20.117.226,CLTNCED23,active,RAD,ETX-2,0
10.60.70.36,PHLPAAG28,retired,ADVA,FSP3000,0
10.60.1.206,NYCNYAG97,active,ADVA,FSP3000,0
10.20.80.211,PITPASW60,retired,Cisco,Catalyst9300,0
10.70.228.81,PORORCO22,active,Cisco,NCS540,0
10.60.8.255,BOSMADS98,down,,,1
10.20.85.204,PITPASW13,active,Cisco,Catalyst9300,0
10.70.147.239,PORORED61,active,,,1
10.60.37.112,PHLPAAG85,active,ADVA,FSP3000,0
10.30.24.98,SEAWADS71,active,ADVA,FSP150,0
10.30.133.180,LAXCASW64,active,Cisco,Catalyst9300,0
10.70.104.220,GEGWAAG70,active,ADVA,FSP3000,0
10.40.109.157,BNATNDS92,degraded,ADVA,FSP150,0
10.10.137.239,DALTXED58,active,,,1
10.20.214.168,ATLGAED10,active,Cisco,ISR4431,0
10.40.92.220,JAXFLDS63,active,ADVA,FSP150,0
10.30.119.211,SFOCAED98,degraded,,,1
10.60.226.133,PHLPADS37,degraded,Juniper,QFX5120,0
10.10.50.40,DALTXED71,degraded,,,1
10.40.1.97,BNATNDS36,active,Juniper,QFX5120,0
10.50.156.0,ABQNMDS51,degraded,Juniper,QFX5120,0
10.70.225.200,GEGWASW79,active,Cisco,Catalyst9300,0
10.50.220.218,PHXAZRT41,active,Arista,7050X3,0
10.70.174.184,PORORRT53,degraded,Arista,7050X3,0
10.10.1.95,OKCOKAG70,degraded,Arista,7280R,0
10.10.10.122,DALTXED51,active,Juniper,SRX345,0
10.60.11.109,PHLPADS09,active,Juniper,QFX5120,0
10.60.2.245,BOSMACO22,degraded,Cisco,NCS540,0
10.30.2.231,SFOCACO08,active,Nokia,7750 SR-1,0
10.20.0.50,CLTNCED93,degraded,Juniper,SRX345,0
10.70.109.59,GEGWAED64,active,,,1
10.60.191.67,BOSMAAG59,active,,,1
10.60.173.88,PHLPASW89,degraded,Cisco,Catalyst9300,0
10.10.163.233,DALTXED05,active,,,1
10.30.246.60,SFOCAED72,active,,,1
10.20.225.199,CLTNCCO70,active,Nokia,7750 SR-1,0
10.20.147.17,PITPACO44,degraded,Nokia,7750 SR-1,0
10.30.103.17,LAXCASW11,degraded,,,1
10.20.145.220,ATLGAED73,active,Cisco,ISR4431,0
10.60.211.64,PHLPADS44,active,ADVA,FSP150,0
10.70.111.157,PORORAG88,active,ADVA,FSP3000,0
10.70.194.130,BOIIDDS68,degraded,Juniper,QFX5120,0
10.60.103.253,BOSMART54,active,Arista,7050X3,0
10.40.21.135,BNATNDS21,active,Juniper,QFX5120,0
10.10.40.184,AUSTXED40,active,Juniper,SRX345,0
10.60.200.162,PHLPAED93,degraded,Juniper,SRX345,0
10.50.100.75,ELPTXDS20,active,ADVA,FSP150,0
10.50.83.55,ABQNMDS28,degraded,Juniper,QFX5120,0
10.30.111.204,SFOCASW80,active,Cisco,Catalyst9300,0
10.70.118.97,PORORED11,degraded,RAD,ETX-2,0
10.30.95.132,SFOCADS93,active,ADVA,FSP150,0
10.30.228.169,SFOCADS49,degraded,ADVA,FSP150,0
10.60.85.147,BOSMADS63,down,Juniper,QFX5120,0
10.30.75.39,SEAWASW35,active,Cisco,Catalyst9300,0
10.20.9.22,PITPAAG91,degraded,ADVA,FSP3000,0
10.30.61.170,SFOCADS42,active,ADVA,FSP150,0
10.30.101.194,SFOCASW49,active,Cisco,Catalyst9300,0
10.60.184.68,NYCNYRT80,active,Arista,7050X3,0
10.30.91.99,LAXCADS67,active,Juniper,QFX5120,0
10.60.10.255,PHLPAAG71,active,Arista,7280R,0
10.40.102.249,BNATNED95,active,Cisco,ISR4431,0
10.30.169.209,SFOCADS91,active,ADVA,FSP150,0
10.60.114.134,NYCNYAG09,active,Arista,7280R,0
10.40.144.0,JAXFLED33,active,,,1
10.50.113.4,ABQNMED94,degraded,,,1
10.20.111.249,PITPAED57,degraded,,,1
10.60.231.145,BOSMASW01,active,Cisco,Catalyst9300,0
10.60.250.8,NYCNYED50,active,,,1
10.30.77.84,SEAWADS05,active,ADVA,FSP150,0
10.20.34.25,ATLGAED79,active,,,1
10.60.149.92,BOSMAAG55,degraded,Arista,7280R,0
10.60.67.122,NYCNYDS41,active,,,1
10.40.247.253,BNATNSW13,active,Cisco,Catalyst9300,0
10.60.101.1,BOSMASW23,active,Cisco,Catalyst9300,0
10.60.70.71,PHLPASW65,degraded,Cisco,Catalyst9300,0
10.60.235.77,NYCNYED89,active,,,1
10.60.56.101,BOSMAAG44,degraded,ADVA,FSP3000,0
10.30.124.126,LAXCASW55,active,Cisco,Catalyst9300,0
10.70.128.29,BOIIDRT25,active,Arista,7050X3,0
10.60.191.177,NYCNYED70,degraded,Cisco,ISR4431,0
10.10.84.63,DALTXSW42,active,Cisco,Catalyst9300,0
10.10.201.237,DALTXCO75,down,Juniper,MX204,0
10.70.223.201,BOIIDED58,degraded,,,1
10.30.167.42,LAXCACO28,active,Nokia,7750 SR-1,0
10.70.172.22,PORORSW34,down,Cisco,Catalyst9300,0
10.40.219.215,BNATNDS59,active,Juniper,QFX5120,0
10.60.180.17,NYCNYED08,down,,,1
10.30.66.145,LAXCASW68,down,Cisco,Catalyst9300,0
10.50.210.128,PHXAZDS97,active,ADVA,FSP150,0
10.30.130.64,SFOCASW23,active,Cisco,Catalyst9300,0
10.10.6.39,OKCOKSW01,active,Cisco,Catalyst9300,0
10.20.12.35,CLTNCRT81,active,Arista,7050X3,0
10.70.50.226,BOIIDDS84,active,ADVA,FSP150,0
10.50.254.34,PHXAZED73,active,Cisco,ISR4431,0
10.70.134.2,BOIIDDS89,degraded,ADVA,FSP150,0
10.30.136.252,SFOCAED57,active,,,1
10.60.193.233,BOSMART40,active,Arista,7050X3,0
10.30.29.65,SEAWACO98,active,Cisco,NCS540,0
10.50.212.231,PHXAZED56,down,Juniper,SRX345,0
10.60.212.169,NYCNYDS49,degraded,ADVA,FSP150,0
10.10.40.104,DALTXAG74,active,Arista,7280R,0
10.20.200.5,ATLGAAG76,active,Arista,7280R,0
10.10.71.45,OKCOKSW50,active,Cisco,Catalyst9300,0
10.60.205.211,BOSMART03,active,Arista,7050X3,0
10.20.239.133,PITPASW71,active,Cisco,Catalyst9300,0
10.70.177.113,BOIIDCO22,active,Nokia,7750 SR-1,0
10.60.110.238,NYCNYAG13,active,ADVA,FSP3000,0
10.70.151.145,PORORSW88,active,Cisco,Catalyst9300,0
10.10.108.232,AUSTXSW15,active,Cisco,Catalyst9300,0
10.70.207.248,GEGWAED60,active,,,1
10.70.217.175,PORORAG23,active,ADVA,FSP3000,0
10.40.175.150,JAXFLDS17,active,ADVA,FSP150,0
10.60.136.22,BOSMAED34,active,,,1
10.60.251.220,NYCNYCO63,active,Nokia,7750 SR-1,0
10.70.208.246,BOIIDDS97,active,Juniper,QFX5120,0
10.40.139.229,BNATNSW34,active,Cisco,Catalyst9300,0
10.70.47.133,PORORDS88,active,ADVA,FSP150,0
10.20.138.142,CLTNCRT85,degraded,Arista,7050X3,0
10.70.163.60,PORORRT72,active,Arista,7050X3,0
10.50.26.190,ABQNMRT32,active,Arista,7050X3,0
10.40.97.177,MIAFLDS03,active,ADVA,FSP150,0
10.70.32.21,BOIIDAG36,active,ADVA,FSP3000,0
10.70.127.45,PORORED39,active,Juniper,SRX345,0
10.70.50.121,GEGWASW46,active,Cisco,Catalyst9300,0
10.70.177.157,GEGWART84,active,Arista,7050X3,0
10.30.93.157,LAXCAED30,active,,,1
10.10.76.220,OKCOKED90,active,,,1
10.20.55.128,ATLGADS18,active,Juniper,QFX5120,0
10.50.219.252,PHXAZDS54,active,ADVA,FSP150,0
10.70.46.47,PORORCO91,active,Nokia,7750 SR-1,0
10.70.210.13,BOIIDSW86,active,Cisco,Catalyst9300,0
10.20.214.27,PITPASW41,degraded,Cisco,Catalyst9300,0
10.20.158.52,CLTNCED37,degraded,Juniper,SRX345,0
10.20.228.76,ATLGAED32,active,,,1
10.20.94.165,PITPART58,degraded,Arista,7050X3,0
10.60.134.86,NYCNYSW77,retired,Cisco,Catalyst9300,0
10.20.5.157,CLTNCDS84,retired,ADVA,FSP150,0
10.30.225.225,LAXCADS81,degraded,Juniper,QFX5120,0
10.70.184.100,PORORDS04,active,ADVA,FSP150,0
10.70.246.138,PORORDS32,degraded,Juniper,QFX5120,0
10.60.127.54,NYCNYRT99,active,Arista,7050X3,0
10.60.62.242,PHLPART84,degraded,Arista,7050X3,0
10.60.188.216,BOSMADS28,retired,,,1
10.20.78.36,PITPASW56,degraded,Cisco,Catalyst9300,0
10.60.42.139,NYCNYED45,degraded,RAD,ETX-2,0
10.20.145.177,PITPADS44,degraded,Juniper,QFX5120,0
10.10.41.151,DALTXRT36,active,Arista,7050X3,0
10.20.40.252,PITPASW27,active,Cisco,Catalyst9300,0
10.70.170.244,PORORCO36,active,Nokia,7750 SR-1,0
10.30.241.78,LAXCASW12,active,Cisco,Catalyst9300,0
10.50.190.72,PHXAZED50,active,Cisco,ISR4431,0
10.50.252.127,PHXAZCO23,degraded,Cisco,NCS540,0
10.30.30.26,LAXCACO29,active,,,1
10.30.177.99,SFOCASW63,active,Cisco,Catalyst9300,0
10.40.220.142,BNATNED06,degraded,RAD,ETX-2,0
10.60.118.204,PHLPAAG05,retired,Arista,7280R,0
10.50.66.179,ABQNMED24,degraded,RAD,ETX-2,0
10.70.207.193,PORORSW35,degraded,Cisco,Catalyst9300,0
10.20.45.111,ATLGADS03,active,Juniper,QFX5120,0
10.10.106.48,AUSTXDS78,active,ADVA,FSP150,0
10.30.170.156,LAXCAAG29,down,Arista,7280R,0
10.60.32.152,PHLPAED39,active,Cisco,ISR4431,0
10.60.135.180,NYCNYSW03,active,Cisco,Catalyst9300,0
10.60.99.255,PHLPART74,active,Arista,7050X3,0
10.70.111.64,BOIIDSW90,active,Cisco,Catalyst9300,0
10.40.157.246,JAXFLRT44,down,Arista,7050X3,0
10.40.115.101,BNATNDS73,active,Juniper,QFX5120,0
10.60.6.204,NYCNYED17,degraded,,,1
10.10.177.159,DALTXDS11,degraded,ADVA,FSP150,0
10.10.141.53,AUSTXDS35,down,Juniper,QFX5120,0
10.20.158.141,PITPAED86,active,Cisco,ISR4431,0
10.10.29.249,DALTXED68,active,Cisco,ISR4431,0
10.70.95.88,BOIIDCO18,active,Juniper,MX204,0
10.30.190.21,LAXCADS28,active,Juniper,QFX5120,0
10.70.159.30,BOIIDED11,active,,,1
10.60.146.153,NYCNYDS88,active,ADVA,FSP150,0
10.60.101.2,PHLPART10,active,Arista,7050X3,0
10.60.7.223,NYCNYSW50,down,Cisco,Catalyst9300,0
10.30.151.222,LAXCASW10,active,Cisco,Catalyst9300,0
10.30.76.63,SEAWAED83,active,,,1
10.60.245.17,BOSMASW22,active,Cisco,Catalyst9300,0
10.10.77.51,AUSTXED20,active,Cisco,ISR4431,0
10.70.61.9,GEGWACO07,degraded,Juniper,MX204,0
10.10.170.217,OKCOKSW53,active,Cisco,Catalyst9300,0
10.40.125.70,BNATNDS38,active,Juniper,QFX5120,0
10.40.233.109,JAXFLED16,degraded,,,1
10.20.251.37,ATLGADS07,active,,,1
10.70.129.129,PORORRT09,degraded,Arista,7050X3,0
10.40.230.9,BNATNED65,active,,,1
10.50.107.29,PHXAZSW85,active,Cisco,Catalyst9300,0
10.20.23.44,PITPART14,active,Arista,7050X3,0
10.70.148.30,PORORRT79,active,,,1
10.70.56.243,GEGWASW45,degraded,Cisco,Catalyst9300,0
10.30.111.240,SEAWACO18,active,Nokia,7750 SR-1,0
10.60.172.51,BOSMAED04,active,Cisco,ISR4431,0
10.70.193.25,BOIIDSW34,active,Cisco,Catalyst9300,0
10.30.148.70,SEAWASW43,active,Cisco,Catalyst9300,0
10.10.8.17,OKCOKDS63,active,Juniper,QFX5120,0
10.10.165.121,AUSTXED91,active,,,1
10.50.40.177,ELPTXRT89,degraded,Arista,7050X3,0
10.30.107.65,SFOCADS30,degraded,ADVA,FSP150,0
