ipam_asset_id,ipam_ip_address,ipam_fqdn,ipam_region
1446,10.70.71.128,BOIIDED06.northwest.lightspeed.net,northwest
1447,10.70.114.227,PORORAG57.northwest.lightspeed.net,northwest
1448,10.70.244.96,GEGWAED74.northwest.lightspeed.net,northwest
1449,10.60.155.208,BOSMASW62.northeast.lightspeed.net,northeast
1450,10.20.170.229,PITPAAG13.east.lightspeed.net,east
1451,10.60.162.65,BOSMADS45.northeast.lightspeed.net,northeast
1452,10.30.198.2,SFOCAED14.west.lightspeed.net,west
1453,10.30.5.52,LAXCASW17.west.lightspeed.net,west
1454,10.40.219.50,JAXFLDS79.southeast.lightspeed.net,southeast
1455,10.60.198.40,NYCNYAG99.northeast.lightspeed.net,northeast
1456,10.70.96.174,GEGWAAG62.northwest.lightspeed.net,northwest
1457,10.10.139.191,OKCOKAG12.central.lightspeed.net,central
1458,10.60.239.217,PHLPAAG51.northeast.lightspeed.net,northeast
1459,10.50.236.196,ELPTXDS42.southwest.lightspeed.net,southwest
1460,10.70.50.173,BOIIDED98.northwest.lightspeed.net,northwest
1461,10.60.0.253,PHLPART11.northeast.lightspeed.net,northeast
1462,10.10.252.36,AUSTXSW80.central.lightspeed.net,central
1463,10.70.198.117,BOIIDAG42.northwest.lightspeed.net,northwest
1464,10.60.172.67,PHLPADS83.northeast.lightspeed.net,northeast
1465,10.40.8.139,MIAFLCO81.southeast.lightspeed.net,southeast
1466,10.10.184.210,OKCOKED15.central.lightspeed.net,central
1467,10.20.134.88,ATLGAED60.east.lightspeed.net,east
1468,10.40.169.218,JAXFLSW99.southeast.lightspeed.net,southeast
1469,10.70.216.43,GEGWADS46.northwest.lightspeed.net,northwest
1470,10.30.235.131,SEAWADS96.west.lightspeed.net,west
1471,10.70.127.38,GEGWADS57.northwest.lightspeed.net,northwest
1472,10.50.202.80,ABQNMED36.southwest.lightspeed.net,southwest
1473,10.30.114.197,SFOCADS55.west.lightspeed.net,west
1474,10.20.97.13,PITPAAG32.east.lightspeed.net,east
1475,10.10.39.168,OKCOKCO24.central.lightspeed.net,central
1476,10.10.26.212,OKCOKED03.central.lightspeed.net,central
1477,10.50.225.172,ABQNMED47.southwest.lightspeed.net,southwest
1478,10.70.235.215,BOIIDCO29.northwest.lightspeed.net,northwest
1479,10.70.121.126,PORORRT58.northwest.lightspeed.net,northwest
1480,10.70.27.192,PORORDS87.northwest.lightspeed.net,northwest
1481,10.30.31.88,SEAWAAG79.west.lightspeed.net,west
1482,10.30.242.1,LAXCART56.west.lightspeed.net,west
1483,10.30.202.30,SEAWASW04.west.lightspeed.net,west
1484,10.30.134.179,SFOCAED12.west.lightspeed.net,west
1485,10.20.157.186,CLTNCDS65.east.lightspeed.net,east
1486,10.40.39.113,JAXFLCO91.southeast.lightspeed.net,southeast
1487,10.60.86.242,PHLPART80.northeast.lightspeed.net,northeast
1488,10.30.160.33,SEAWART10.west.lightspeed.net,west
1489,10.70.40.42,GEGWADS05.northwest.lightspeed.net,northwest
1490,10.20.66.47,PITPASW13.east.lightspeed.net,east
1491,10.60.39.240,PHLPASW37.northeast.lightspeed.net,northeast
1492,10.50.250.77,ABQNMAG08.southwest.lightspeed.net,southwest
1493,10.70.167.63,BOIIDCO89.northwest.lightspeed.net,northwest
1494,10.20.22.169,PITPART51.east.lightspeed.net,east
1495,10.10.195.181,OKCOKED38.central.lightspeed.net,central
1496,10.40.246.208,JAXFLSW85.southeast.lightspeed.net,southeast
1497,10.70.118.168,GEGWAAG33.northwest.lightspeed.net,northwest
1498,10.30.220.71,SEAWAED13.west.lightspeed.net,west
1499,10.70.16.237,GEGWAED33.northwest.lightspeed.net,northwest
1500,10.60.105.77,NYCNYED91.northeast.lightspeed.net,northeast
1501,10.50.122.40,ELPTXDS32.southwest.lightspeed.net,southwest
1502,10.30.150.129,LAXCACO29.west.lightspeed.net,west
1503,10.60.22.238,PHLPASW82.northeast.lightspeed.net,northeast
1504,10.60.245.179,NYCNYDS18.northeast.lightspeed.net,northeast
1505,10.10.129.43,DALTXAG11.central.lightspeed.net,central
1506,10.70.10.8,PORORSW45.northwest.lightspeed.net,northwest
1507,10.70.198.5,PORORED40.northwest.lightspeed.net,northwest
1508,10.30.232.125,SEAWASW68.west.lightspeed.net,west
1509,10.20.30.3,CLTNCAG06.east.lightspeed.net,east
1510,10.20.88.71,PITPART24.east.lightspeed.net,east
1511,10.50.20.239,ELPTXDS50.southwest.lightspeed.net,southwest
1512,10.60.220.191,NYCNYCO30.northeast.lightspeed.net,northeast
1513,10.60.43.201,BOSMAED07.northeast.lightspeed.net,northeast
1514,10.60.234.147,NYCNYSW62.northeast.lightspeed.net,northeast
1515,10.70.38.3,GEGWART32.northwest.lightspeed.net,northwest
1516,10.10.33.26,DALTXDS56.central.lightspeed.net,central
1517,10.50.33.57,ELPTXSW04.southwest.lightspeed.net,southwest
1518,10.60.204.247,NYCNYED77.northeast.lightspeed.net,northeast
1519,10.60.34.31,BOSMADS70.northeast.lightspeed.net,northeast
1520,10.20.167.88,ATLGAED94.east.lightspeed.net,east
1521,10.20.119.5,CLTNCAG04.east.lightspeed.net,east
1522,10.70.215.247,BOIIDAG11.northwest.lightspeed.net,northwest
1523,10.50.35.53,PHXAZDS12.southwest.lightspeed.net,southwest
1524,10.10.109.3,OKCOKSW36.central.lightspeed.net,central
1525,10.30.163.254,SEAWAED46.west.lightspeed.net,west
1526,10.70.166.5,GEGWAAG81.northwest.lightspeed.net,northwest
1527,10.40.154.37,BNATNED68.southeast.lightspeed.net,southeast
1528,10.70.109.27,GEGWAED64.northwest.lightspeed.net,northwest
1529,10.70.188.156,PORORSW28.northwest.lightspeed.net,northwest
1530,10.30.9.28,LAXCADS11.west.lightspeed.net,west
1531,10.60.80.48,PHLPAED21.northeast.lightspeed.net,northeast
1532,10.60.246.14,NYCNYDS41.northeast.lightspeed.net,northeast
1533,10.70.140.106,PORORDS85.northwest.lightspeed.net,northwest
1534,10.20.7.1,CLTNCSW44.east.lightspeed.net,east
1535,10.70.119.45,PORORDS51.northwest.lightspeed.net,northwest
1536,10.20.40.224,CLTNCED49.east.lightspeed.net,east
1537,10.20.254.194,PITPASW12.east.lightspeed.net,east
1538,10.30.54.109,SFOCAAG87.west.lightspeed.net,west
1539,10.10.105.57,AUSTXSW02.central.lightspeed.net,central
1540,10.40.138.231,MIAFLDS40.southeast.lightspeed.net,southeast
1541,10.20.228.87,PITPAED89.east.lightspeed.net,east
1542,10.50.171.50,PHXAZED28.southwest.lightspeed.net,southwest
1543,10.70.137.122,GEGWASW86.northwest.lightspeed.net,northwest
1544,10.30.178.108,SEAWACO51.west.lightspeed.net,west
1545,10.10.46.207,AUSTXAG24.central.lightspeed.net,central
1546,10.40.9.187,JAXFLAG94.southeast.lightspeed.net,southeast
1547,10.20.223.181,ATLGAED32.east.lightspeed.net,east
1548,10.20.149.156,PITPAED81.east.lightspeed.net,east
1549,10.70.88.18,PORORDS80.northwest.lightspeed.net,northwest
1550,10.30.221.132,SFOCAAG50.west.lightspeed.net,west
1551,10.10.186.33,DALTXED98.central.lightspeed.net,central
1552,10.30.56.42,SFOCASW16.west.lightspeed.net,west
1553,10.70.59.216,BOIIDED43.northwest.lightspeed.net,northwest
1554,10.20.103.231,ATLGADS14.east.lightspeed.net,east
1555,10.70.111.197,PORORSW55.northwest.lightspeed.net,northwest
1556,10.70.222.79,GEGWASW63.northwest.lightspeed.net,northwest
1557,10.10.45.88,DALTXRT03.central.lightspeed.net,central
1558,10.40.155.155,JAXFLDS55.southeast.lightspeed.net,southeast
1559,10.50.97.179,ELPTXRT30.southwest.lightspeed.net,southwest
1560,10.60.249.166,NYCNYSW51.northeast.lightspeed.net,northeast
1561,10.20.123.97,PITPADS19.east.lightspeed.net,east
1562,10.30.89.147,LAXCADS70.west.lightspeed.net,west
1563,10.60.178.14,PHLPADS16.northeast.lightspeed.net,northeast
1564,10.70.43.252,GEGWASW26.northwest.lightspeed.net,northwest
1565,10.70.179.116,PORORSW15.northwest.lightspeed.net,northwest
1566,10.70.29.3,BOIIDDS63.northwest.lightspeed.net,northwest
1567,10.50.193.17,ABQNMAG78.southwest.lightspeed.net,southwest
1568,10.30.237.188,LAXCASW54.west.lightspeed.net,west
1569,10.20.169.110,CLTNCRT32.east.lightspeed.net,east
1570,10.30.25.135,SFOCAED83.west.lightspeed.net,west
1571,10.20.104.181,PITPADS43.east.lightspeed.net,east
1572,10.30.167.77,SFOCADS32.west.lightspeed.net,west
1573,10.60.164.191,NYCNYDS73.northeast.lightspeed.net,northeast
1574,10.60.45.221,PHLPADS94.northeast.lightspeed.net,northeast
1575,10.40.204.165,MIAFLDS98.southeast.lightspeed.net,southeast
1576,10.60.6.28,BOSMAED65.northeast.lightspeed.net,northeast
1577,10.60.177.95,BOSMADS80.northeast.lightspeed.net,northeast
1578,10.60.12.42,PHLPADS98.northeast.lightspeed.net,northeast
1579,10.70.162.12,PORORED90.northwest.lightspeed.net,northwest
1580,10.60.174.255,BOSMASW33.northeast.lightspeed.net,northeast
1581,10.30.54.22,LAXCADS89.west.lightspeed.net,west
1582,10.60.32.82,NYCNYDS91.northeast.lightspeed.net,northeast
1583,10.70.18.76,BOIIDED71.northwest.lightspeed.net,northwest
1584,10.40.52.140,BNATNRT93.southeast.lightspeed.net,southeast
1585,10.60.116.106,BOSMAED85.northeast.lightspeed.net,northeast
1586,10.10.60.225,DALTXSW45.central.lightspeed.net,central
1587,10.20.126.163,PITPART42.east.lightspeed.net,east
1588,10.10.222.170,DALTXED11.central.lightspeed.net,central
1589,10.70.247.204,PORORDS92.northwest.lightspeed.net,northwest
1590,10.10.51.122,AUSTXED26.central.lightspeed.net,central
1591,10.20.149.69,CLTNCDS34.east.lightspeed.net,east
1592,10.10.169.84,AUSTXSW98.central.lightspeed.net,central
1593,10.60.96.54,PHLPART94.northeast.lightspeed.net,northeast
1594,10.70.54.4,GEGWART77.northwest.lightspeed.net,northwest
1595,10.10.70.143,OKCOKDS03.central.lightspeed.net,central
1596,10.60.87.98,PHLPASW89.northeast.lightspeed.net,northeast
1597,10.60.65.106,BOSMAED17.northeast.lightspeed.net,northeast
1598,10.50.17.218,ABQNMCO17.southwest.lightspeed.net,southwest
1599,10.10.167.144,AUSTXAG05.central.lightspeed.net,central
1600,10.70.128.117,PORORDS77.northwest.lightspeed.net,northwest
1601,10.30.86.114,LAXCAED89.west.lightspeed.net,west
1602,10.60.161.84,PHLPASW17.northeast.lightspeed.net,northeast
1603,10.50.111.97,ELPTXSW54.southwest.lightspeed.net,southwest
1604,10.10.146.35,AUSTXED75.central.lightspeed.net,central
1605,10.60.239.56,PHLPART70.northeast.lightspeed.net,northeast
1606,10.10.53.132,AUSTXAG42.central.lightspeed.net,central
1607,10.70.114.241,BOIIDED47.northwest.lightspeed.net,northwest
1608,10.30.56.106,SEAWADS97.west.lightspeed.net,west
1609,10.20.255.94,PITPAED83.east.lightspeed.net,east
1610,10.30.243.253,LAXCAAG84.west.lightspeed.net,west
1611,10.10.63.119,OKCOKCO01.central.lightspeed.net,central
1612,10.70.236.199,PORORDS62.northwest.lightspeed.net,northwest
1613,10.60.6.88,BOSMAAG81.northeast.lightspeed.net,northeast
1614,10.70.251.63,BOIIDSW12.northwest.lightspeed.net,northwest
1615,10.30.234.141,LAXCART48.west.lightspeed.net,west
1616,10.10.178.34,DALTXDS58.central.lightspeed.net,central
1617,10.40.89.145,JAXFLED31.southeast.lightspeed.net,southeast
1618,10.30.179.59,SEAWART16.west.lightspeed.net,west
1619,10.30.26.143,SFOCASW45.west.lightspeed.net,west
1620,10.60.156.40,PHLPART61.northeast.lightspeed.net,northeast
1621,10.10.150.211,AUSTXED82.central.lightspeed.net,central
1622,10.70.175.228,GEGWAED61.northwest.lightspeed.net,northwest
1623,10.60.208.192,PHLPASW18.northeast.lightspeed.net,northeast
1624,10.30.58.40,SFOCADS72.west.lightspeed.net,west
1625,10.20.158.133,CLTNCED19.east.lightspeed.net,east
1626,10.70.139.100,BOIIDAG76.northwest.lightspeed.net,northwest
1627,10.60.182.173,PHLPAED25.northeast.lightspeed.net,northeast
1628,10.70.179.47,GEGWADS73.northwest.lightspeed.net,northwest
1629,10.70.86.80,PORORDS64.northwest.lightspeed.net,northwest
1630,10.30.41.1,SEAWACO13.west.lightspeed.net,west
1631,10.10.221.205,OKCOKED35.central.lightspeed.net,central
1632,10.40.12.184,JAXFLAG81.southeast.lightspeed.net,southeast
1633,10.60.50.19,BOSMASW53.northeast.lightspeed.net,northeast
1634,10.70.157.115,GEGWART98.northwest.lightspeed.net,northwest
1635,10.10.101.191,OKCOKAG92.central.lightspeed.net,central
1636,10.70.183.122,GEGWART20.northwest.lightspeed.net,northwest
1637,10.30.79.130,LAXCADS71.west.lightspeed.net,west
1638,10.20.50.72,PITPAAG48.east.lightspeed.net,east
1639,10.20.242.71,PITPAED43.east.lightspeed.net,east
1640,10.20.90.106,CLTNCED97.east.lightspeed.net,east
1641,10.60.223.129,NYCNYSW34.northeast.lightspeed.net,northeast
1642,10.70.154.209,BOIIDSW26.northwest.lightspeed.net,northwest
1643,10.20.111.126,PITPASW51.east.lightspeed.net,east
1644,10.70.112.244,GEGWAAG21.northwest.lightspeed.net,northwest
1645,10.30.102.156,SFOCADS56.west.lightspeed.net,west
1646,10.20.189.141,CLTNCSW16.east.lightspeed.net,east
1647,10.20.180.104,CLTNCSW03.east.lightspeed.net,east
1648,10.20.123.84,CLTNCRT18.east.lightspeed.net,east
1649,10.60.207.137,PHLPAED15.northeast.lightspeed.net,northeast
1650,10.20.54.121,PITPART81.east.lightspeed.net,east
1651,10.50.190.223,ABQNMRT86.southwest.lightspeed.net,southwest
1652,10.20.237.228,PITPASW83.east.lightspeed.net,east
1653,10.20.55.127,ATLGAAG14.east.lightspeed.net,east
1654,10.70.38.224,GEGWART53.northwest.lightspeed.net,northwest
1655,10.40.235.59,MIAFLDS86.southeast.lightspeed.net,southeast
1656,10.70.92.63,PORORDS54.northwest.lightspeed.net,northwest
1657,10.20.42.223,ATLGAED59.east.lightspeed.net,east
1658,10.60.61.223,BOSMAED26.northeast.lightspeed.net,northeast
1659,10.40.234.100,BNATNSW66.southeast.lightspeed.net,southeast
1660,10.30.107.151,SFOCADS81.west.lightspeed.net,west
1661,10.30.172.209,LAXCASW32.west.lightspeed.net,west
1662,10.30.189.95,SFOCAAG73.west.lightspeed.net,west
1663,10.60.99.185,NYCNYDS39.northeast.lightspeed.net,northeast
1664,10.50.81.75,PHXAZED32.southwest.lightspeed.net,southwest
1665,10.30.2.28,SEAWADS21.west.lightspeed.net,west
1666,10.70.6.84,PORORED51.northwest.lightspeed.net,northwest
1667,10.70.9.49,GEGWART80.northwest.lightspeed.net,northwest
1668,10.30.33.190,LAXCART55.west.lightspeed.net,west
1669,10.70.92.220,BOIIDED30.northwest.lightspeed.net,northwest
1670,10.10.41.115,AUSTXDS86.central.lightspeed.net,central
1671,10.40.178.112,BNATNAG31.southeast.lightspeed.net,southeast
1672,10.70.213.134,GEGWASW68.northwest.lightspeed.net,northwest
1673,10.70.66.238,GEGWACO70.northwest.lightspeed.net,northwest
1674,10.30.207.129,SEAWAED75.west.lightspeed.net,west
1675,10.70.63.40,BOIIDED20.northwest.lightspeed.net,northwest
1676,10.30.12.82,SEAWASW25.west.lightspeed.net,west
1677,10.10.219.122,OKCOKDS12.central.lightspeed.net,central
1678,10.50.102.242,ELPTXCO39.southwest.lightspeed.net,southwest
1679,10.20.169.119,PITPAED92.east.lightspeed.net,east
1680,10.30.106.203,LAXCAAG78.west.lightspeed.net,west
1681,10.20.195.5,ATLGADS91.east.lightspeed.net,east
1682,10.30.87.2,SEAWADS35.west.lightspeed.net,west
1683,10.20.244.66,ATLGART61.east.lightspeed.net,east
1684,10.70.66.11,PORORDS45.northwest.lightspeed.net,northwest
1685,10.30.136.222,SFOCADS34.west.lightspeed.net,west
1686,10.70.101.122,GEGWAED53.northwest.lightspeed.net,northwest
1687,10.20.130.246,PITPAED82.east.lightspeed.net,east
1688,10.30.83.70,LAXCAED80.west.lightspeed.net,west
1689,10.70.61.107,GEGWAED77.northwest.lightspeed.net,northwest
1690,10.10.113.21,AUSTXDS18.central.lightspeed.net,central
1691,10.70.174.193,BOIIDSW85.northwest.lightspeed.net,northwest
1692,10.30.183.216,SFOCASW77.west.lightspeed.net,west
1693,10.20.37.71,PITPADS64.east.lightspeed.net,east
1694,10.20.91.232,PITPASW75.east.lightspeed.net,east
1695,10.70.163.1,PORORDS95.northwest.lightspeed.net,northwest
1696,10.30.164.21,SEAWAED07.west.lightspeed.net,west
1697,10.30.146.157,SEAWAED15.west.lightspeed.net,west
1698,10.70.5.139,PORORED70.northwest.lightspeed.net,northwest
1699,10.10.249.162,OKCOKAG05.central.lightspeed.net,central
1700,10.30.203.105,SFOCART80.west.lightspeed.net,west
1701,10.20.230.146,ATLGADS18.east.lightspeed.net,east
1702,10.70.198.156,GEGWASW18.northwest.lightspeed.net,northwest
1703,10.30.139.118,LAXCAED72.west.lightspeed.net,west
1704,10.30.193.152,SFOCART78.west.lightspeed.net,west
1705,10.70.2.236,GEGWART12.northwest.lightspeed.net,northwest
1706,10.50.232.209,ELPTXDS84.southwest.lightspeed.net,southwest
1707,10.70.215.78,BOIIDRT44.northwest.lightspeed.net,northwest
1708,10.60.144.58,PHLPAED86.northeast.lightspeed.net,northeast
1709,10.30.83.51,SFOCAED54.west.lightspeed.net,west
1710,10.70.23.125,PORORRT50.northwest.lightspeed.net,northwest
1711,10.10.254.224,AUSTXED94.central.lightspeed.net,central
1712,10.20.200.37,PITPADS71.east.lightspeed.net,east
1713,10.30.136.166,SFOCAED19.west.lightspeed.net,west
1714,10.20.214.203,PITPAAG46.east.lightspeed.net,east
1715,10.50.189.146,ABQNMAG66.southwest.lightspeed.net,southwest
1716,10.60.115.244,NYCNYAG52.northeast.lightspeed.net,northeast
1717,10.30.188.60,SFOCART07.west.lightspeed.net,west
1718,10.30.17.32,SEAWASW82.west.lightspeed.net,west
1719,10.30.128.57,SEAWAED18.west.lightspeed.net,west
1720,10.70.172.201,BOIIDDS36.northwest.lightspeed.net,northwest
1721,10.10.188.63,OKCOKSW34.central.lightspeed.net,central
1722,10.30.180.22,LAXCADS41.west.lightspeed.net,west
1723,10.20.42.225,CLTNCAG57.east.lightspeed.net,east
1724,10.60.139.164,BOSMAAG66.northeast.lightspeed.net,northeast
1725,10.30.120.6,SEAWAED72.west.lightspeed.net,west
1726,10.30.174.245,SFOCAAG52.west.lightspeed.net,west
1727,10.20.40.140,ATLGASW76.east.lightspeed.net,east
1728,10.20.24.145,PITPAAG83.east.lightspeed.net,east
1729,10.70.1.71,PORORED24.northwest.lightspeed.net,northwest
1730,10.70.235.27,GEGWAAG59.northwest.lightspeed.net,northwest
1731,10.30.57.97,SFOCASW88.west.lightspeed.net,west
1732,10.40.44.139,JAXFLDS85.southeast.lightspeed.net,southeast
1733,10.30.103.206,SEAWAED77.west.lightspeed.net,west
1734,10.10.109.93,AUSTXDS21.central.lightspeed.net,central
1735,10.70.1.171,PORORCO99.northwest.lightspeed.net,northwest
1736,10.20.235.235,CLTNCSW66.east.lightspeed.net,east
1737,10.60.178.152,NYCNYDS77.northeast.lightspeed.net,northeast
1738,10.30.93.95,SFOCART65.west.lightspeed.net,west
1739,10.70.106.97,PORORED58.northwest.lightspeed.net,northwest
1740,10.60.66.146,PHLPAED75.northeast.lightspeed.net,northeast
1741,10.10.216.180,OKCOKSW45.central.lightspeed.net,central
1742,10.70.111.224,PORORCO83.northwest.lightspeed.net,northwest
1743,10.70.250.6,PORORED16.northwest.lightspeed.net,northwest
1744,10.60.137.114,NYCNYDS43.northeast.lightspeed.net,northeast
1745,10.20.66.235,CLTNCED91.east.lightspeed.net,east
1746,10.30.110.129,LAXCADS21.west.lightspeed.net,west
1747,10.50.113.96,ABQNMSW32.southwest.lightspeed.net,southwest
1748,10.50.45.222,ABQNMDS21.southwest.lightspeed.net,southwest
1749,10.30.148.53,SEAWASW57.west.lightspeed.net,west
1750,10.30.110.169,SEAWAAG40.west.lightspeed.net,west
1751,10.20.161.134,CLTNCSW69.east.lightspeed.net,east
1752,10.30.49.236,LAXCAED60.west.lightspeed.net,west
1753,10.40.102.156,MIAFLCO08.southeast.lightspeed.net,southeast
1754,10.10.33.155,AUSTXED73.central.lightspeed.net,central
1755,10.10.133.121,AUSTXDS57.central.lightspeed.net,central
1756,10.40.173.183,BNATNSW07.southeast.lightspeed.net,southeast
1757,10.20.88.118,PITPART03.east.lightspeed.net,east
1758,10.10.224.109,OKCOKAG40.central.lightspeed.net,central
1759,10.30.124.166,LAXCASW49.west.lightspeed.net,west
1760,10.70.64.52,GEGWASW88.northwest.lightspeed.net,northwest
1761,10.60.157.27,PHLPASW34.northeast.lightspeed.net,northeast
1762,10.70.147.125,BOIIDSW48.northwest.lightspeed.net,northwest
1763,10.10.226.35,AUSTXDS41.central.lightspeed.net,central
1764,10.70.116.174,GEGWADS75.northwest.lightspeed.net,northwest
1765,10.70.135.45,BOIIDDS17.northwest.lightspeed.net,northwest
1766,10.60.142.2,PHLPAAG82.northeast.lightspeed.net,northeast
1767,10.10.6.244,OKCOKSW95.central.lightspeed.net,central
1768,10.60.213.152,PHLPART31.northeast.lightspeed.net,northeast
1769,10.30.202.81,SFOCAED96.west.lightspeed.net,west
1770,10.40.209.203,MIAFLDS81.southeast.lightspeed.net,southeast
1771,10.50.255.119,ABQNMAG72.southwest.lightspeed.net,southwest
1772,10.70.0.126,BOIIDRT11.northwest.lightspeed.net,northwest
1773,10.30.241.178,SEAWASW38.west.lightspeed.net,west
1774,10.10.2.186,DALTXSW98.central.lightspeed.net,central
1775,10.60.56.241,BOSMART80.northeast.lightspeed.net,northeast
1776,10.60.185.0,PHLPAAG99.northeast.lightspeed.net,northeast
1777,10.30.198.240,LAXCASW16.west.lightspeed.net,west
1778,10.60.26.156,PHLPAED33.northeast.lightspeed.net,northeast
1779,10.10.168.177,OKCOKAG29.central.lightspeed.net,central
1780,10.30.60.158,SFOCADS86.west.lightspeed.net,west
1781,10.30.209.213,LAXCAAG69.west.lightspeed.net,west
1782,10.70.176.71,PORORED15.northwest.lightspeed.net,northwest
1783,10.70.5.153,BOIIDED01.northwest.lightspeed.net,northwest
1784,10.60.33.251,BOSMAED02.northeast.lightspeed.net,northeast
1785,10.30.89.158,SEAWACO10.west.lightspeed.net,west
1786,10.10.97.216,AUSTXSW52.central.lightspeed.net,central
1787,10.70.224.206,GEGWASW80.northwest.lightspeed.net,northwest
1788,10.70.144.208,PORORSW58.northwest.lightspeed.net,northwest
1789,10.40.152.135,MIAFLDS08.southeast.lightspeed.net,southeast
1790,10.70.83.205,BOIIDAG20.northwest.lightspeed.net,northwest
1791,10.50.43.178,PHXAZED93.southwest.lightspeed.net,southwest
1792,10.30.2.226,LAXCART92.west.lightspeed.net,west
1793,10.40.185.205,BNATNDS89.southeast.lightspeed.net,southeast
1794,10.60.16.132,BOSMADS34.northeast.lightspeed.net,northeast
1795,10.60.33.211,NYCNYED61.northeast.lightspeed.net,northeast
1796,10.60.38.89,NYCNYDS69.northeast.lightspeed.net,northeast
1797,10.50.192.119,PHXAZSW51.southwest.lightspeed.net,southwest
1798,10.10.124.66,OKCOKDS70.central.lightspeed.net,central
1799,10.70.68.26,PORORSW78.northwest.lightspeed.net,northwest
1800,10.20.228.120,CLTNCDS31.east.lightspeed.net,east
1801,10.70.178.222,BOIIDDS90.northwest.lightspeed.net,northwest
1802,10.70.194.176,PORORED05.northwest.lightspeed.net,northwest
1803,10.60.71.118,PHLPASW72.northeast.lightspeed.net,northeast
1804,10.60.99.244,NYCNYSW26.northeast.lightspeed.net,northeast
1805,10.60.100.195,NYCNYDS88.northeast.lightspeed.net,northeast
1806,10.60.151.214,PHLPAAG24.northeast.lightspeed.net,northeast
1807,10.10.27.39,DALTXSW44.central.lightspeed.net,central
1808,10.20.83.131,CLTNCRT23.east.lightspeed.net,east
1809,10.20.74.107,ATLGADS65.east.lightspeed.net,east
1810,10.40.140.79,JAXFLED55.southeast.lightspeed.net,southeast
1811,10.30.84.15,SFOCASW39.west.lightspeed.net,west
1812,10.60.175.168,PHLPAAG57.northeast.lightspeed.net,northeast
1813,10.60.17.31,BOSMAED54.northeast.lightspeed.net,northeast
1814,10.20.82.218,PITPADS35.east.lightspeed.net,east
1815,10.30.210.156,LAXCASW46.west.lightspeed.net,west
1816,10.30.97.209,SEAWASW15.west.lightspeed.net,west
1817,10.70.185.171,GEGWADS67.northwest.lightspeed.net,northwest
1818,10.70.218.204,BOIIDED31.northwest.lightspeed.net,northwest
1819,10.70.71.101,GEGWAED81.northwest.lightspeed.net,northwest
1820,10.70.107.211,BOIIDRT34.northwest.lightspeed.net,northwest
1821,10.50.249.61,ELPTXSW47.southwest.lightspeed.net,southwest
1822,10.40.240.204,JAXFLRT91.southeast.lightspeed.net,southeast
1823,10.30.115.162,SFOCADS08.west.lightspeed.net,west
1824,10.60.185.3,NYCNYCO09.northeast.lightspeed.net,northeast
1825,10.10.11.164,DALTXSW56.central.lightspeed.net,central
1826,10.40.212.89,JAXFLSW97.southeast.lightspeed.net,southeast
1827,10.20.79.153,PITPADS68.east.lightspeed.net,east
1828,10.70.164.99,GEGWAED87.northwest.lightspeed.net,northwest
1829,10.70.150.144,PORORAG60.northwest.lightspeed.net,northwest
1830,10.40.183.107,BNATNSW38.southeast.lightspeed.net,southeast
1831,10.60.155.49,PHLPART35.northeast.lightspeed.net,northeast
1832,10.40.135.200,BNATNED40.southeast.lightspeed.net,southeast
1833,10.70.26.138,PORORAG70.northwest.lightspeed.net,northwest
1834,10.20.186.194,PITPAED59.east.lightspeed.net,east
1835,10.70.28.198,GEGWART52.northwest.lightspeed.net,northwest
1836,10.20.67.18,PITPAED23.east.lightspeed.net,east
1837,10.70.33.127,PORORED26.northwest.lightspeed.net,northwest
1838,10.30.111.171,SFOCAAG25.west.lightspeed.net,west
1839,10.40.6.6,BNATNDS21.southeast.lightspeed.net,southeast
1840,10.60.29.97,NYCNYED98.northeast.lightspeed.net,northeast
1841,10.70.242.198,GEGWADS31.northwest.lightspeed.net,northwest
1842,10.10.74.232,DALTXAG70.central.lightspeed.net,central
1843,10.10.26.141,AUSTXED35.central.lightspeed.net,central
1844,10.70.61.91,BOIIDDS74.northwest.lightspeed.net,northwest
1845,10.10.153.23,AUSTXDS71.central.lightspeed.net,central
1846,10.40.129.35,JAXFLSW38.southeast.lightspeed.net,southeast
1847,10.70.65.166,PORORSW73.northwest.lightspeed.net,northwest
1848,10.30.168.7,SEAWASW14.west.lightspeed.net,west
1849,10.60.160.122,PHLPADS17.northeast.lightspeed.net,northeast
1850,10.20.2.38,CLTNCDS38.east.lightspeed.net,east
1851,10.20.95.254,ATLGAED77.east.lightspeed.net,east
1852,10.60.202.124,PHLPADS20.northeast.lightspeed.net,northeast
1853,10.50.12.222,ABQNMDS41.southwest.lightspeed.net,southwest
1854,10.60.226.13,NYCNYED94.northeast.lightspeed.net,northeast
1855,10.60.15.247,BOSMACO42.northeast.lightspeed.net,northeast
1856,10.30.81.177,SEAWAED97.west.lightspeed.net,west
1857,10.10.197.113,DALTXSW07.central.lightspeed.net,central
1858,10.70.95.156,BOIIDAG27.northwest.lightspeed.net,northwest
1859,10.20.228.53,CLTNCED89.east.lightspeed.net,east
1860,10.70.81.238,PORORSW25.northwest.lightspeed.net,northwest
1861,10.60.51.243,PHLPASW63.northeast.lightspeed.net,northeast
1862,10.70.77.209,BOIIDSW24.northwest.lightspeed.net,northwest
1863,10.10.44.223,DALTXRT81.central.lightspeed.net,central
1864,10.50.108.27,PHXAZED60.southwest.lightspeed.net,southwest
