ip_address,hostname,fqdn,vendor,model,region,missing_in_inventory,missing_in_ipam
177.56.248.250,PHXAZedge-lchrdlppsr,PHXAZedge-lchrdlppsr.PHX.lightspeed.net,Juniper,SRX345,PHX,0,0
108.52.138.18,MIAFLsw-toznenasgj,MIAFLsw-toznenasgj.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
71.72.170.33,JAXFLcore-bkevvgxtuu,JAXFLcore-bkevvgxtuu.JAX.lightspeed.net,Cisco,NCS540,JAX,0,0
39.185.92.40,GEGWAsw-kztdmvjfff,GEGWAsw-kztdmvjfff.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
148.179.213.3,SFOCAcore-gumaimnrut,SFOCAcore-gumaimnrut.SFO.lightspeed.net,Nokia,7750 SR-1,SFO,0,0
70.17.167.241,ELPTXedge-baziexlydr,ELPTXedge-baziexlydr.ELP.lightspeed.net,RAD,ETX-2,ELP,1,0
44.109.13.188,ABQNMdist-uslcutqvif,ABQNMdist-uslcutqvif.ABQ.lightspeed.net,Juniper,QFX5120,ABQ,0,0
124.103.232.108,PORORsw-xuoqdziocw,PORORsw-xuoqdziocw.POR.lightspeed.net,Cisco,Catalyst9300,POR,0,0
111.238.145.242,JAXFLagg-pwgzsogvzc,JAXFLagg-pwgzsogvzc.JAX.lightspeed.net,Arista,7280R,JAX,0,0
93.163.89.179,PITPAcore-wroxuhuwaf,PITPAcore-wroxuhuwaf.PIT.lightspeed.net,Cisco,NCS540,PIT,0,0
123.34.110.53,SEAWAsw-aopfgbztto,SEAWAsw-aopfgbztto.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
27.147.236.129,OKCOKcore-bfparhking,OKCOKcore-bfparhking.OKC.lightspeed.net,Nokia,7750 SR-1,OKC,0,0
42.157.119.156,NYCNYdist-krmyzmwwcl,NYCNYdist-krmyzmwwcl.NYC.lightspeed.net,Juniper,QFX5120,NYC,0,0
129.89.40.141,OKCOKrtr-wkdzdwfbuo,OKCOKrtr-wkdzdwfbuo.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
59.168.22.109,SEAWAcore-jsnxntlomi,SEAWAcore-jsnxntlomi.SEA.lightspeed.net,Nokia,7750 SR-1,SEA,0,0
159.13.163.101,ABQNMcore-snfjymxxrj,ABQNMcore-snfjymxxrj.ABQ.lightspeed.net,Nokia,7750 SR-1,ABQ,0,0
42.44.7.199,BOSMAdist-hxycnrkoni,BOSMAdist-hxycnrkoni.BOS.lightspeed.net,ADVA,FSP150,BOS,0,0
218.57.226.129,OKCOKdist-uvxrvbmdjm,OKCOKdist-uvxrvbmdjm.OKC.lightspeed.net,ADVA,FSP150,OKC,0,0
128.48.76.169,NYCNYdist-xcgqervgqw,NYCNYdist-xcgqervgqw.NYC.lightspeed.net,Juniper,QFX5120,NYC,0,0
9.68.236.149,OKCOKagg-dnjgabpalb,OKCOKagg-dnjgabpalb.OKC.lightspeed.net,ADVA,FSP3000,OKC,0,0
20.242.146.26,SEAWAcore-logbqxbpow,SEAWAcore-logbqxbpow.SEA.lightspeed.net,Juniper,MX204,SEA,0,0
125.180.223.94,ATLGAedge-tfpqlsabof,ATLGAedge-tfpqlsabof.ATL.lightspeed.net,RAD,ETX-2,ATL,1,0
95.4.157.93,SEAWArtr-haodfptlfl,SEAWArtr-haodfptlfl.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
77.42.19.168,BOIIDedge-vapsvacchz,BOIIDedge-vapsvacchz.BOI.lightspeed.net,Juniper,SRX345,BOI,0,0
113.15.93.225,ATLGAsw-gtbhnjejsi,ATLGAsw-gtbhnjejsi.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
191.4.251.198,DALTXrtr-posvmkelqd,DALTXrtr-posvmkelqd.DAL.lightspeed.net,Arista,7050X3,DAL,0,0
2.7.136.250,PITPAcore-pnwgpzgzur,PITPAcore-pnwgpzgzur.PIT.lightspeed.net,Nokia,7750 SR-1,PIT,0,0
63.104.164.95,AUSTXdist-jlxwjhelxg,AUSTXdist-jlxwjhelxg.AUS.lightspeed.net,Juniper,QFX5120,AUS,0,0
130.13.109.181,ABQNMagg-ebxaulpqkv,ABQNMagg-ebxaulpqkv.ABQ.lightspeed.net,ADVA,FSP3000,ABQ,0,0
204.99.200.223,MIAFLdist-pzxvptfmtv,MIAFLdist-pzxvptfmtv.MIA.lightspeed.net,ADVA,FSP150,MIA,0,0
71.28.95.109,ELPTXedge-xoarvhfqqb,ELPTXedge-xoarvhfqqb.ELP.lightspeed.net,Cisco,ISR4431,ELP,0,0
213.193.11.138,DALTXsw-dxpkdgzmon,DALTXsw-dxpkdgzmon.DAL.lightspeed.net,Cisco,Catalyst9300,DAL,0,0
112.173.223.22,SFOCAedge-lejvntvgie,SFOCAedge-lejvntvgie.SFO.lightspeed.net,Cisco,ISR4431,SFO,1,0
170.93.0.31,OKCOKrtr-pwpbwuavxj,OKCOKrtr-pwpbwuavxj.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
144.200.233.196,OKCOKagg-wbuulmrqmn,OKCOKagg-wbuulmrqmn.OKC.lightspeed.net,Arista,7280R,OKC,0,0
213.208.219.154,CLTNCedge-njuvjlutus,CLTNCedge-njuvjlutus.CLT.lightspeed.net,RAD,ETX-2,CLT,0,0
147.87.1.206,OKCOKsw-ymewjactiz,OKCOKsw-ymewjactiz.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
174.2.251.192,PHLPAedge-pljvczfggo,PHLPAedge-pljvczfggo.PHL.lightspeed.net,Cisco,ISR4431,PHL,1,0
92.79.122.67,ELPTXdist-qtsyuotvmw,ELPTXdist-qtsyuotvmw.ELP.lightspeed.net,ADVA,FSP150,ELP,0,0
86.186.167.240,OKCOKsw-vgkakixcal,OKCOKsw-vgkakixcal.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
110.91.88.31,PITPAsw-exybnteblm,PITPAsw-exybnteblm.PIT.lightspeed.net,Cisco,Catalyst9300,PIT,0,0
155.84.238.9,DALTXdist-vraycacysb,DALTXdist-vraycacysb.DAL.lightspeed.net,Juniper,QFX5120,DAL,0,0
154.127.4.176,JAXFLedge-oqotfdwqur,JAXFLedge-oqotfdwqur.JAX.lightspeed.net,Juniper,SRX345,JAX,0,0
221.155.113.96,PHLPAedge-wyjrfcgkrd,PHLPAedge-wyjrfcgkrd.PHL.lightspeed.net,Cisco,ISR4431,PHL,1,0
27.192.208.182,PHXAZcore-oezbhidonn,PHXAZcore-oezbhidonn.PHX.lightspeed.net,Nokia,7750 SR-1,PHX,0,0
198.119.190.76,PITPAcore-adulncpwrm,PITPAcore-adulncpwrm.PIT.lightspeed.net,Juniper,MX204,PIT,0,0
137.250.133.50,PHLPArtr-udajehqaoj,PHLPArtr-udajehqaoj.PHL.lightspeed.net,Arista,7050X3,PHL,0,0
183.144.240.26,NYCNYedge-xitcngvggt,NYCNYedge-xitcngvggt.NYC.lightspeed.net,RAD,ETX-2,NYC,0,0
194.231.212.132,ELPTXedge-fdyggdiajt,ELPTXedge-fdyggdiajt.ELP.lightspeed.net,Cisco,ISR4431,ELP,0,0
148.120.250.212,BNATNdist-jndheuancv,BNATNdist-jndheuancv.BNA.lightspeed.net,Juniper,QFX5120,BNA,0,0
179.148.212.234,NYCNYrtr-lqumucavsr,NYCNYrtr-lqumucavsr.NYC.lightspeed.net,Arista,7050X3,NYC,0,0
177.100.201.198,JAXFLrtr-jojqpvedaj,JAXFLrtr-jojqpvedaj.JAX.lightspeed.net,Arista,7050X3,JAX,0,0
2.37.198.67,GEGWAsw-zncrjevaii,GEGWAsw-zncrjevaii.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
171.11.105.124,ELPTXcore-lbgugapvgz,ELPTXcore-lbgugapvgz.ELP.lightspeed.net,Juniper,MX204,ELP,0,0
30.85.217.170,GEGWArtr-wydebucxvk,GEGWArtr-wydebucxvk.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
162.152.107.44,BNATNedge-jqiozpasdd,BNATNedge-jqiozpasdd.BNA.lightspeed.net,Juniper,SRX345,BNA,0,0
126.127.159.106,PITPAagg-tsdytfurbv,PITPAagg-tsdytfurbv.PIT.lightspeed.net,ADVA,FSP3000,PIT,1,0
158.131.164.136,OKCOKcore-wruyijqpjm,OKCOKcore-wruyijqpjm.OKC.lightspeed.net,Nokia,7750 SR-1,OKC,0,0
123.199.22.145,ELPTXcore-ckgfcxpddl,ELPTXcore-ckgfcxpddl.ELP.lightspeed.net,Juniper,MX204,ELP,0,0
89.106.229.222,LAXCAedge-dvaievhvyc,LAXCAedge-dvaievhvyc.LAX.lightspeed.net,Juniper,SRX345,LAX,1,0
64.238.163.144,JAXFLagg-jmhjdmplmu,JAXFLagg-jmhjdmplmu.JAX.lightspeed.net,ADVA,FSP3000,JAX,0,0
123.123.23.151,CLTNCagg-gtmsxablsw,CLTNCagg-gtmsxablsw.CLT.lightspeed.net,ADVA,FSP3000,CLT,0,0
69.46.170.140,PORORdist-qauwoahlol,PORORdist-qauwoahlol.POR.lightspeed.net,ADVA,FSP150,POR,0,0
132.238.49.147,NYCNYcore-udjfshdeit,NYCNYcore-udjfshdeit.NYC.lightspeed.net,Juniper,MX204,NYC,0,0
98.99.182.99,MIAFLdist-gbaaztxzkg,MIAFLdist-gbaaztxzkg.MIA.lightspeed.net,Juniper,QFX5120,MIA,0,0
136.212.41.127,PHLPAdist-otvaxpwtfs,PHLPAdist-otvaxpwtfs.PHL.lightspeed.net,Juniper,QFX5120,PHL,0,0
32.1.248.166,PORORsw-mkqogorjbd,PORORsw-mkqogorjbd.POR.lightspeed.net,Cisco,Catalyst9300,POR,0,0
138.194.177.154,OKCOKdist-volvwbtrcq,OKCOKdist-volvwbtrcq.OKC.lightspeed.net,ADVA,FSP150,OKC,0,0
169.243.45.177,CLTNCsw-wtjjerozws,CLTNCsw-wtjjerozws.CLT.lightspeed.net,Cisco,Catalyst9300,CLT,0,0
118.21.223.11,ELPTXedge-xkdpqarpih,ELPTXedge-xkdpqarpih.ELP.lightspeed.net,Juniper,SRX345,ELP,1,0
176.23.212.3,DALTXsw-jfoduyuisl,DALTXsw-jfoduyuisl.DAL.lightspeed.net,Cisco,Catalyst9300,DAL,0,0
24.157.0.104,JAXFLedge-qfyglkbyef,JAXFLedge-qfyglkbyef.JAX.lightspeed.net,Juniper,SRX345,JAX,0,0
83.156.1.249,PITPAedge-agtwzrnxkr,PITPAedge-agtwzrnxkr.PIT.lightspeed.net,RAD,ETX-2,PIT,1,0
183.5.234.99,CLTNCedge-seiolklvqn,CLTNCedge-seiolklvqn.CLT.lightspeed.net,Juniper,SRX345,CLT,0,0
176.3.115.170,PORORagg-qgwdmfasdq,PORORagg-qgwdmfasdq.POR.lightspeed.net,ADVA,FSP3000,POR,0,0
13.209.164.164,NYCNYcore-zesgbxkbbv,NYCNYcore-zesgbxkbbv.NYC.lightspeed.net,Nokia,7750 SR-1,NYC,0,0
153.145.170.159,PHLPAsw-kljxcqjlgy,PHLPAsw-kljxcqjlgy.PHL.lightspeed.net,Cisco,Catalyst9300,PHL,0,0
181.16.138.250,OKCOKsw-hkexniynnr,OKCOKsw-hkexniynnr.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
9.132.69.164,BNATNcore-sasyvjbxlk,BNATNcore-sasyvjbxlk.BNA.lightspeed.net,Nokia,7750 SR-1,BNA,0,0
134.79.130.44,ELPTXdist-rqiyuvofjg,ELPTXdist-rqiyuvofjg.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
16.117.164.150,GEGWAdist-qpiujpsgad,GEGWAdist-qpiujpsgad.GEG.lightspeed.net,ADVA,FSP150,GEG,0,0
122.89.48.80,SFOCAcore-ykaaorzdzg,SFOCAcore-ykaaorzdzg.SFO.lightspeed.net,Nokia,7750 SR-1,SFO,0,0
123.192.166.43,MIAFLsw-sausszjbtf,MIAFLsw-sausszjbtf.MIA.lightspeed.net,Cisco,Catalyst9300,MIA,0,0
57.159.104.159,ABQNMrtr-yksqqjsaex,ABQNMrtr-yksqqjsaex.ABQ.lightspeed.net,Arista,7050X3,ABQ,0,0
8.198.37.153,CLTNCagg-bcmrjrawpn,CLTNCagg-bcmrjrawpn.CLT.lightspeed.net,Arista,7280R,CLT,0,0
39.222.73.139,ATLGAdist-kpqnoimdav,ATLGAdist-kpqnoimdav.ATL.lightspeed.net,ADVA,FSP150,ATL,0,0
130.55.115.13,OKCOKrtr-nwhfngqymv,OKCOKrtr-nwhfngqymv.OKC.lightspeed.net,Arista,7050X3,OKC,0,0
114.38.143.210,MIAFLrtr-ztkufsxooy,MIAFLrtr-ztkufsxooy.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
9.106.147.121,PORORdist-grzzhxynti,PORORdist-grzzhxynti.POR.lightspeed.net,Juniper,QFX5120,POR,0,0
119.125.150.49,BOIIDrtr-doialjfrxs,BOIIDrtr-doialjfrxs.BOI.lightspeed.net,Arista,7050X3,BOI,0,0
185.22.210.222,BOSMAedge-zkzlsnjkvh,BOSMAedge-zkzlsnjkvh.BOS.lightspeed.net,Cisco,ISR4431,BOS,1,0
203.10.242.254,JAXFLsw-jikerzbzdl,JAXFLsw-jikerzbzdl.JAX.lightspeed.net,Cisco,Catalyst9300,JAX,0,0
94.69.113.177,PORORagg-brdtybpwvf,PORORagg-brdtybpwvf.POR.lightspeed.net,Arista,7280R,POR,0,0
124.148.205.203,PITPAedge-vokhjrgyzf,PITPAedge-vokhjrgyzf.PIT.lightspeed.net,Cisco,ISR4431,PIT,1,0
38.143.220.86,SEAWArtr-zipmyyzebw,SEAWArtr-zipmyyzebw.SEA.lightspeed.net,Arista,7050X3,SEA,1,0
54.226.248.95,ATLGAedge-eumeovwpeh,ATLGAedge-eumeovwpeh.ATL.lightspeed.net,Juniper,SRX345,ATL,1,0
195.202.26.164,GEGWArtr-qjeqcrqbbd,GEGWArtr-qjeqcrqbbd.GEG.lightspeed.net,Arista,7050X3,GEG,0,0
74.39.50.114,CLTNCrtr-scejgnauwl,CLTNCrtr-scejgnauwl.CLT.lightspeed.net,Arista,7050X3,CLT,0,0
165.43.74.133,AUSTXsw-ccpkqnhpvm,AUSTXsw-ccpkqnhpvm.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,0,0
197.42.97.125,PHLPAedge-gtyllaojcz,PHLPAedge-gtyllaojcz.PHL.lightspeed.net,Juniper,SRX345,PHL,0,0
192.252.126.46,SEAWAagg-uomcvmlood,SEAWAagg-uomcvmlood.SEA.lightspeed.net,ADVA,FSP3000,SEA,0,0
165.30.60.169,NYCNYrtr-pvieklxpmu,NYCNYrtr-pvieklxpmu.NYC.lightspeed.net,Arista,7050X3,NYC,0,0
93.118.198.116,CLTNCedge-qpjwmoxlvh,CLTNCedge-qpjwmoxlvh.CLT.lightspeed.net,Cisco,ISR4431,CLT,0,0
142.37.126.125,CLTNCdist-yhaxvdgtdw,CLTNCdist-yhaxvdgtdw.CLT.lightspeed.net,Juniper,QFX5120,CLT,0,0
41.216.49.230,BOSMAsw-slqqcavxzc,BOSMAsw-slqqcavxzc.BOS.lightspeed.net,Cisco,Catalyst9300,BOS,0,0
165.6.45.250,GEGWAsw-jmjauwjdlr,GEGWAsw-jmjauwjdlr.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
46.20.166.251,OKCOKagg-guodjjlscc,OKCOKagg-guodjjlscc.OKC.lightspeed.net,Arista,7280R,OKC,0,0
202.210.180.132,ATLGAagg-fqtswfpiko,ATLGAagg-fqtswfpiko.ATL.lightspeed.net,Arista,7280R,ATL,0,0
174.27.250.154,NYCNYrtr-cweshmgnjl,NYCNYrtr-cweshmgnjl.NYC.lightspeed.net,Arista,7050X3,NYC,0,0
154.187.218.238,PHXAZcore-ikjgkixwsx,PHXAZcore-ikjgkixwsx.PHX.lightspeed.net,Juniper,MX204,PHX,0,0
156.13.62.80,BOSMAdist-nfjrakzcfu,BOSMAdist-nfjrakzcfu.BOS.lightspeed.net,ADVA,FSP150,BOS,0,0
116.98.98.51,LAXCArtr-acbnxrzxnc,LAXCArtr-acbnxrzxnc.LAX.lightspeed.net,Arista,7050X3,LAX,0,0
88.5.40.57,SEAWAsw-zrsityszrw,SEAWAsw-zrsityszrw.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
210.119.218.129,PITPAcore-jmzugoidjy,PITPAcore-jmzugoidjy.PIT.lightspeed.net,Juniper,MX204,PIT,0,0
214.94.199.10,BOSMAsw-rsbmkcvsnk,BOSMAsw-rsbmkcvsnk.BOS.lightspeed.net,Cisco,Catalyst9300,BOS,0,0
155.67.93.247,PHLPAcore-gisxgbxrtn,PHLPAcore-gisxgbxrtn.PHL.lightspeed.net,Cisco,NCS540,PHL,1,0
82.75.18.149,AUSTXdist-uowhitlmvj,AUSTXdist-uowhitlmvj.AUS.lightspeed.net,Juniper,QFX5120,AUS,0,0
45.156.232.98,ELPTXagg-oimtlhlqym,ELPTXagg-oimtlhlqym.ELP.lightspeed.net,Arista,7280R,ELP,0,0
71.70.243.102,AUSTXdist-ymlygkvkyu,AUSTXdist-ymlygkvkyu.AUS.lightspeed.net,Juniper,QFX5120,AUS,0,0
100.137.226.73,SEAWAsw-ztedzfujlh,SEAWAsw-ztedzfujlh.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
104.244.192.161,ABQNMcore-tsnnaoalqm,ABQNMcore-tsnnaoalqm.ABQ.lightspeed.net,Juniper,MX204,ABQ,0,0
192.146.207.219,SEAWAedge-xhhedojliv,SEAWAedge-xhhedojliv.SEA.lightspeed.net,Cisco,ISR4431,SEA,0,0
46.46.41.246,NYCNYsw-qhnuyiydce,NYCNYsw-qhnuyiydce.NYC.lightspeed.net,Cisco,Catalyst9300,NYC,0,0
5.248.206.175,ATLGAcore-waedysspac,ATLGAcore-waedysspac.ATL.lightspeed.net,Nokia,7750 SR-1,ATL,0,0
193.4.164.74,GEGWAsw-cuafppdczm,GEGWAsw-cuafppdczm.GEG.lightspeed.net,Cisco,Catalyst9300,GEG,0,0
67.192.123.200,SEAWArtr-qsbmiwdgxl,SEAWArtr-qsbmiwdgxl.SEA.lightspeed.net,Arista,7050X3,SEA,0,0
19.39.167.143,AUSTXcore-ulikpxjkid,AUSTXcore-ulikpxjkid.AUS.lightspeed.net,Nokia,7750 SR-1,AUS,0,0
222.104.53.186,BOSMAdist-zqrlyfsddu,BOSMAdist-zqrlyfsddu.BOS.lightspeed.net,Juniper,QFX5120,BOS,0,0
17.71.71.23,JAXFLagg-xmydhxftgj,JAXFLagg-xmydhxftgj.JAX.lightspeed.net,ADVA,FSP3000,JAX,0,0
129.117.56.167,ELPTXcore-pjktvirezl,ELPTXcore-pjktvirezl.ELP.lightspeed.net,Juniper,MX204,ELP,0,0
113.227.246.88,JAXFLsw-thhypcypox,JAXFLsw-thhypcypox.JAX.lightspeed.net,Cisco,Catalyst9300,JAX,1,0
93.114.66.33,LAXCAedge-xbqkwrymdw,LAXCAedge-xbqkwrymdw.LAX.lightspeed.net,RAD,ETX-2,LAX,0,0
82.41.70.246,MIAFLrtr-iaymwkxemd,MIAFLrtr-iaymwkxemd.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
40.126.205.134,SEAWAsw-oqedsmsuoo,SEAWAsw-oqedsmsuoo.SEA.lightspeed.net,Cisco,Catalyst9300,SEA,0,0
81.110.150.67,ATLGAedge-hfualymgin,ATLGAedge-hfualymgin.ATL.lightspeed.net,RAD,ETX-2,ATL,0,0
17.238.200.77,BNATNrtr-pfszhmimzs,BNATNrtr-pfszhmimzs.BNA.lightspeed.net,Arista,7050X3,BNA,0,0
111.190.244.121,NYCNYsw-ckrzglbzww,NYCNYsw-ckrzglbzww.NYC.lightspeed.net,Cisco,Catalyst9300,NYC,0,0
49.36.246.219,GEGWAcore-wrbrcvhfey,GEGWAcore-wrbrcvhfey.GEG.lightspeed.net,Juniper,MX204,GEG,0,0
179.41.98.156,SFOCAagg-zvzzzibcly,SFOCAagg-zvzzzibcly.SFO.lightspeed.net,Arista,7280R,SFO,0,0
95.130.170.171,PHLPAcore-kzraepyxqy,PHLPAcore-kzraepyxqy.PHL.lightspeed.net,Cisco,NCS540,PHL,0,0
123.179.77.0,BOIIDsw-uccigqjeyf,BOIIDsw-uccigqjeyf.BOI.lightspeed.net,Cisco,Catalyst9300,BOI,0,0
58.200.219.149,OKCOKsw-omlastxsnw,OKCOKsw-omlastxsnw.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
211.243.119.158,PORORdist-tjsogureae,PORORdist-tjsogureae.POR.lightspeed.net,Juniper,QFX5120,POR,0,0
204.246.186.170,JAXFLedge-vmfqttugaf,JAXFLedge-vmfqttugaf.JAX.lightspeed.net,Juniper,SRX345,JAX,1,0
138.234.169.191,JAXFLagg-nkbxywzzer,JAXFLagg-nkbxywzzer.JAX.lightspeed.net,ADVA,FSP3000,JAX,0,0
107.239.2.150,JAXFLedge-xubqztvgsi,JAXFLedge-xubqztvgsi.JAX.lightspeed.net,Cisco,ISR4431,JAX,1,0
88.156.198.175,GEGWAcore-pclwgvvtxu,GEGWAcore-pclwgvvtxu.GEG.lightspeed.net,Cisco,NCS540,GEG,0,0
182.77.37.117,ELPTXcore-szxoknsfkt,ELPTXcore-szxoknsfkt.ELP.lightspeed.net,Nokia,7750 SR-1,ELP,0,0
205.41.152.36,OKCOKedge-pjmrlevqqo,OKCOKedge-pjmrlevqqo.OKC.lightspeed.net,RAD,ETX-2,OKC,0,0
21.225.73.217,MIAFLdist-rzxmfujtiu,MIAFLdist-rzxmfujtiu.MIA.lightspeed.net,ADVA,FSP150,MIA,0,0
81.43.94.131,BNATNdist-dsbpzbpura,BNATNdist-dsbpzbpura.BNA.lightspeed.net,Juniper,QFX5120,BNA,0,0
129.226.243.115,AUSTXsw-zqplogrdio,AUSTXsw-zqplogrdio.AUS.lightspeed.net,Cisco,Catalyst9300,AUS,1,0
44.7.56.73,JAXFLagg-uieozgvcng,JAXFLagg-uieozgvcng.JAX.lightspeed.net,Arista,7280R,JAX,0,0
176.212.233.19,LAXCAcore-mdraklemup,LAXCAcore-mdraklemup.LAX.lightspeed.net,Juniper,MX204,LAX,0,0
83.51.157.23,ELPTXdist-lzxsohdnaz,ELPTXdist-lzxsohdnaz.ELP.lightspeed.net,Juniper,QFX5120,ELP,0,0
3.13.36.152,ELPTXrtr-ypaycwdsjo,ELPTXrtr-ypaycwdsjo.ELP.lightspeed.net,Arista,7050X3,ELP,0,0
97.31.77.6,LAXCAsw-oaucbodeau,LAXCAsw-oaucbodeau.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
81.121.251.221,MIAFLrtr-wnrcktajvt,MIAFLrtr-wnrcktajvt.MIA.lightspeed.net,Arista,7050X3,MIA,0,0
168.226.177.81,NYCNYedge-bwptkdqoir,NYCNYedge-bwptkdqoir.NYC.lightspeed.net,RAD,ETX-2,NYC,0,0
129.241.220.213,SEAWAcore-cpagaudgyv,SEAWAcore-cpagaudgyv.SEA.lightspeed.net,Juniper,MX204,SEA,0,0
132.127.58.56,OKCOKcore-hfknbeesbf,OKCOKcore-hfknbeesbf.OKC.lightspeed.net,Cisco,NCS540,OKC,0,0
165.245.34.153,PORORagg-lsxqdtbnnb,PORORagg-lsxqdtbnnb.POR.lightspeed.net,ADVA,FSP3000,POR,0,0
144.62.73.195,ATLGAsw-kjruvbzikg,ATLGAsw-kjruvbzikg.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
37.109.245.72,GEGWAedge-dypuzvopui,GEGWAedge-dypuzvopui.GEG.lightspeed.net,Juniper,SRX345,GEG,0,0
11.9.25.165,OKCOKedge-bnvqdsqzsc,OKCOKedge-bnvqdsqzsc.OKC.lightspeed.net,Juniper,SRX345,OKC,1,0
216.230.235.138,OKCOKdist-lbrtxbpaer,OKCOKdist-lbrtxbpaer.OKC.lightspeed.net,ADVA,FSP150,OKC,0,0
203.221.44.126,PITPAcore-ndbnxbojab,PITPAcore-ndbnxbojab.PIT.lightspeed.net,Nokia,7750 SR-1,PIT,0,0
84.185.124.17,MIAFLedge-dgboqefaun,MIAFLedge-dgboqefaun.MIA.lightspeed.net,Juniper,SRX345,MIA,1,0
4.48.172.97,LAXCAsw-fcbhglnwco,LAXCAsw-fcbhglnwco.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
131.95.179.67,OKCOKdist-liqoauxixv,OKCOKdist-liqoauxixv.OKC.lightspeed.net,ADVA,FSP150,OKC,0,0
11.250.211.120,AUSTXrtr-sutzupzurr,AUSTXrtr-sutzupzurr.AUS.lightspeed.net,Arista,7050X3,AUS,0,0
84.245.217.159,LAXCAsw-uxfyfpwnpn,LAXCAsw-uxfyfpwnpn.LAX.lightspeed.net,Cisco,Catalyst9300,LAX,0,0
50.140.193.163,BOIIDdist-mahrmoxhqs,BOIIDdist-mahrmoxhqs.BOI.lightspeed.net,Juniper,QFX5120,BOI,0,0
213.107.58.32,PITPAagg-weiarggqvc,PITPAagg-weiarggqvc.PIT.lightspeed.net,ADVA,FSP3000,PIT,0,0
103.45.164.59,BNATNagg-znihxhvsac,BNATNagg-znihxhvsac.BNA.lightspeed.net,ADVA,FSP3000,BNA,0,0
183.14.244.2,GEGWAdist-rgjbonkvvq,GEGWAdist-rgjbonkvvq.GEG.lightspeed.net,Juniper,QFX5120,GEG,0,0
22.56.158.27,ATLGAsw-rxhmjwhhdk,ATLGAsw-rxhmjwhhdk.ATL.lightspeed.net,Cisco,Catalyst9300,ATL,0,0
125.83.253.196,MIAFLcore-rkpujjxpvu,MIAFLcore-rkpujjxpvu.MIA.lightspeed.net,Cisco,NCS540,MIA,0,0
153.80.145.18,ABQNMrtr-suerwyfhus,ABQNMrtr-suerwyfhus.ABQ.lightspeed.net,Arista,7050X3,ABQ,0,0
17.202.191.193,AUSTXagg-eaylpwycqi,AUSTXagg-eaylpwycqi.AUS.lightspeed.net,Arista,7280R,AUS,0,0
63.253.106.144,OKCOKsw-fgspuwrsrp,OKCOKsw-fgspuwrsrp.OKC.lightspeed.net,Cisco,Catalyst9300,OKC,0,0
97.165.34.191,BOSMAdist-mzrdpxjpkg,BOSMAdist-mzrdpxjpkg.BOS.lightspeed.net,Juniper,QFX5120,BOS,0,0
163.45.146.60,GEGWAagg-bnunxwdrxb,GEGWAagg-bnunxwdrxb.GEG.lightspeed.net,ADVA,FSP3000,GEG,1,0
182.192.73.183,JAXFLcore-ixalkvzwrz,JAXFLcore-ixalkvzwrz.JAX.lightspeed.net,Juniper,MX204,JAX,0,0
183.139.203.107,MIAFLagg-jcyzimrlys,MIAFLagg-jcyzimrlys.MIA.lightspeed.net,ADVA,FSP3000,MIA,1,0
187.42.224.4,BOIIDcore-myqhfiuqil,BOIIDcore-myqhfiuqil.BOI.lightspeed.net,Juniper,MX204,BOI,0,0
193.115.189.97,SEAWAdist-mylzxahuzq,SEAWAdist-mylzxahuzq.SEA.lightspeed.net,ADVA,FSP150,SEA,0,0
169.219.94.9,BNATNedge-vpprtyyyox,BNATNedge-vpprtyyyox.BNA.lightspeed.net,Cisco,ISR4431,BNA,1,0
220.230.229.120,PHLPArtr-ejvbfjgtcs,PHLPArtr-ejvbfjgtcs.PHL.lightspeed.net,Arista,7050X3,PHL,0,0
92.43.125.218,SFOCAagg-yuichzelub,SFOCAagg-yuichzelub.SFO.lightspeed.net,Arista,7280R,SFO,0,0
185.204.12.227,PHLPAsw-cldprjdxid,PHLPAsw-cldprjdxid.PHL.lightspeed.net,Cisco,Catalyst9300,PHL,0,0
97.181.122.245,ABQNMsw-etewkeebbx,ABQNMsw-etewkeebbx.ABQ.lightspeed.net,Cisco,Catalyst9300,ABQ,0,0
