inv_asset_id,inv_ip_address,inv_hostname,inv_vendor,inv_model
2530,10.60.90.233,BOSMAAG51,Arista,7280R
2531,10.70.182.182,GEGWADS98,Juniper,QFX5120
2532,10.40.226.91,JAXFLSW88,Cisco,Catalyst9300
2533,10.60.216.84,NYCNYSW43,Cisco,Catalyst9300
2534,10.10.182.15,DALTXSW85,Cisco,Catalyst9300
2535,10.30.194.158,SEAWAAG60,Arista,7280R
2536,10.50.156.26,ELPTXRT78,Arista,7050X3
2537,10.70.191.202,GEGWAED32,Juniper,SRX345
2538,10.30.83.120,LAXCASW81,Cisco,Catalyst9300
2539,10.20.51.26,PITPAED61,Cisco,ISR4431
2540,10.20.34.145,ATLGAED36,Juniper,SRX345
2541,10.10.7.143,OKCOKDS72,ADVA,FSP150
2542,10.60.61.94,BOSMASW32,Cisco,Catalyst9300
2543,10.40.113.2,MIAFLDS12,ADVA,FSP150
2544,10.30.219.112,LAXCAAG20,ADVA,FSP3000
2545,10.50.198.90,ELPTXRT92,Arista,7050X3
2546,10.70.215.245,GEGWAED17,Juniper,SRX345
2547,10.30.98.46,SEAWAAG80,Arista,7280R
2548,10.30.80.100,SEAWACO89,Nokia,7750 SR-1
2549,10.70.201.254,PORORDS36,Juniper,QFX5120
2550,10.70.252.101,BOIIDED35,Cisco,ISR4431
2551,10.40.199.159,JAXFLDS56,ADVA,FSP150
2552,10.70.83.214,PORORSW76,Cisco,Catalyst9300
2553,10.20.96.7,ATLGASW92,Cisco,Catalyst9300
2554,10.50.45.236,ELPTXDS46,ADVA,FSP150
2555,10.70.109.120,GEGWART90,Arista,7050X3
2556,10.20.144.93,ATLGASW75,Cisco,Catalyst9300
2557,10.50.23.203,ELPTXDS17,ADVA,FSP150
2558,10.70.195.35,GEGWASW59,Cisco,Catalyst9300
2559,10.10.247.131,AUSTXDS30,Juniper,QFX5120
2560,10.10.34.18,DALTXDS68,Juniper,QFX5120
2561,10.30.5.217,SEAWART50,Arista,7050X3
2562,10.10.250.162,OKCOKSW32,Cisco,Catalyst9300
2563,10.20.131.230,PITPADS14,Juniper,QFX5120
2564,10.10.235.81,DALTXRT39,Arista,7050X3
2565,10.30.87.85,LAXCADS62,Juniper,QFX5120
2566,10.30.241.75,SFOCADS06,ADVA,FSP150
2567,10.40.64.93,MIAFLDS50,Juniper,QFX5120
2568,10.70.134.128,GEGWADS87,Juniper,QFX5120
2569,10.10.253.150,OKCOKED44,Cisco,ISR4431
2570,10.60.102.96,BOSMASW71,Cisco,Catalyst9300
2571,10.60.134.105,NYCNYDS10,ADVA,FSP150
2572,10.70.90.218,PORORRT01,Arista,7050X3
2573,10.30.191.223,SFOCAAG56,Arista,7280R
2574,10.40.40.202,BNATNRT24,Arista,7050X3
2575,10.60.70.129,NYCNYAG75,Arista,7280R
2576,10.30.11.77,LAXCACO26,Cisco,NCS540
2577,10.70.127.75,PORORRT02,Arista,7050X3
2578,10.40.11.209,JAXFLDS51,Juniper,QFX5120
2579,10.60.78.141,NYCNYDS97,ADVA,FSP150
2580,10.60.211.27,NYCNYSW25,Cisco,Catalyst9300
2581,10.60.26.255,PHLPART77,Arista,7050X3
2582,10.60.244.186,BOSMAAG46,ADVA,FSP3000
2583,10.40.251.130,BNATNAG16,Arista,7280R
2584,10.30.41.21,SFOCASW26,Cisco,Catalyst9300
2585,10.70.75.115,PORORSW61,Cisco,Catalyst9300
2586,10.30.146.217,LAXCACO84,Juniper,MX204
2587,10.50.150.2,ABQNMSW90,Cisco,Catalyst9300
2588,10.70.228.169,PORORDS60,Juniper,QFX5120
2589,10.70.120.137,PORORDS99,ADVA,FSP150
2590,10.20.203.159,PITPASW35,Cisco,Catalyst9300
2591,10.70.226.247,GEGWASW05,Cisco,Catalyst9300
2592,10.20.77.220,PITPASW79,Cisco,Catalyst9300
2593,10.70.91.26,BOIIDED90,Juniper,SRX345
2594,10.70.113.11,PORORDS16,ADVA,FSP150
2595,10.50.114.94,PHXAZSW66,Cisco,Catalyst9300
2596,10.70.87.189,BOIIDDS23,ADVA,FSP150
2597,10.60.169.211,NYCNYED35,RAD,ETX-2
2598,10.60.226.164,BOSMASW63,Cisco,Catalyst9300
2599,10.70.11.152,PORORAG82,Arista,7280R
2600,10.20.77.157,ATLGADS55,Juniper,QFX5120
2601,10.70.180.140,BOIIDRT23,Arista,7050X3
2602,10.20.47.248,PITPACO45,Juniper,MX204
2603,10.10.79.224,OKCOKDS83,ADVA,FSP150
2604,10.20.251.178,PITPART96,Arista,7050X3
2605,10.70.145.213,GEGWAAG18,ADVA,FSP3000
2606,10.60.39.5,NYCNYDS14,Juniper,QFX5120
2607,10.60.111.133,NYCNYDS94,Juniper,QFX5120
2608,10.70.64.34,BOIIDSW40,Cisco,Catalyst9300
2609,10.30.151.214,SFOCASW96,Cisco,Catalyst9300
2610,10.10.73.247,OKCOKDS46,Juniper,QFX5120
2611,10.70.29.81,BOIIDRT30,Arista,7050X3
2612,10.30.254.106,LAXCADS74,ADVA,FSP150
2613,10.30.146.16,SFOCASW06,Cisco,Catalyst9300
2614,10.60.229.48,PHLPACO26,Nokia,7750 SR-1
2615,10.20.6.184,CLTNCED53,RAD,ETX-2
2616,10.20.48.203,ATLGAAG47,ADVA,FSP3000
2617,10.70.176.117,PORORRT75,Arista,7050X3
2618,10.70.51.15,BOIIDED24,Juniper,SRX345
2619,10.10.235.127,DALTXSW34,Cisco,Catalyst9300
2620,10.20.105.35,CLTNCED94,Cisco,ISR4431
2621,10.30.156.178,LAXCART38,Arista,7050X3
2622,10.40.25.30,JAXFLAG02,Arista,7280R
2623,10.30.5.47,SEAWAAG90,ADVA,FSP3000
2624,10.20.143.32,PITPADS99,ADVA,FSP150
2625,10.30.173.41,SFOCADS12,Juniper,QFX5120
2626,10.20.140.255,PITPADS57,Juniper,QFX5120
2627,10.30.141.132,SEAWAED06,Cisco,ISR4431
2628,10.60.183.42,PHLPART25,Arista,7050X3
2629,10.40.97.7,MIAFLCO36,Nokia,7750 SR-1
2630,10.50.5.149,PHXAZDS59,Juniper,QFX5120
2631,10.50.153.149,ABQNMDS61,ADVA,FSP150
2632,10.30.205.89,LAXCASW20,Cisco,Catalyst9300
2633,10.40.114.119,JAXFLDS81,ADVA,FSP150
2634,10.40.42.61,JAXFLAG13,ADVA,FSP3000
2635,10.60.102.243,NYCNYED50,Cisco,ISR4431
2636,10.70.172.17,PORORSW97,Cisco,Catalyst9300
2637,10.20.161.11,CLTNCED23,RAD,ETX-2
2638,10.10.82.155,DALTXCO25,Nokia,7750 SR-1
2639,10.40.108.16,MIAFLCO74,Nokia,7750 SR-1
2640,10.30.46.188,SFOCAED47,Cisco,ISR4431
2641,10.60.19.150,BOSMART66,Arista,7050X3
2642,10.60.168.46,BOSMACO30,Nokia,7750 SR-1
2643,10.30.64.12,LAXCACO83,Cisco,NCS540
2644,10.70.144.157,PORORRT41,Arista,7050X3
2645,10.10.67.208,AUSTXDS20,Juniper,QFX5120
2646,10.40.214.220,MIAFLSW49,Cisco,Catalyst9300
2647,10.60.133.161,NYCNYRT53,Arista,7050X3
2648,10.10.57.0,DALTXSW82,Cisco,Catalyst9300
2649,10.30.83.176,SEAWADS19,ADVA,FSP150
2650,10.20.54.145,PITPAAG79,Arista,7280R
2651,10.70.90.121,GEGWADS38,Juniper,QFX5120
2652,10.70.201.144,PORORED20,Juniper,SRX345
2653,10.50.246.242,ABQNMCO30,Cisco,NCS540
2654,10.30.88.108,SEAWAAG46,Arista,7280R
2655,10.70.134.17,GEGWAAG65,ADVA,FSP3000
2656,10.60.104.45,NYCNYSW18,Cisco,Catalyst9300
2657,10.70.68.22,PORORSW35,Cisco,Catalyst9300
2658,10.30.206.132,LAXCAAG88,Arista,7280R
2659,10.60.204.69,BOSMAED22,Cisco,ISR4431
2660,10.30.228.154,SFOCADS38,Juniper,QFX5120
2661,10.20.92.102,ATLGADS37,ADVA,FSP150
2662,10.50.106.102,PHXAZDS39,Juniper,QFX5120
2663,10.20.175.49,CLTNCCO17,Nokia,7750 SR-1
2664,10.10.190.184,DALTXSW67,Cisco,Catalyst9300
2665,10.10.12.30,DALTXSW13,Cisco,Catalyst9300
2666,10.30.132.139,LAXCAED05,RAD,ETX-2
2667,10.70.77.158,BOIIDAG94,Arista,7280R
2668,10.60.232.47,NYCNYDS65,Juniper,QFX5120
2669,10.30.144.217,LAXCART57,Arista,7050X3
2670,10.20.236.79,PITPACO78,Nokia,7750 SR-1
2671,10.10.148.190,OKCOKCO76,Cisco,NCS540
2672,10.60.234.227,PHLPART65,Arista,7050X3
2673,10.10.57.1,OKCOKRT91,Arista,7050X3
2674,10.20.183.152,ATLGADS48,Juniper,QFX5120
2675,10.70.216.73,GEGWAAG90,Arista,7280R
2676,10.50.1.205,ELPTXDS97,Juniper,QFX5120
2677,10.50.214.160,ABQNMSW17,Cisco,Catalyst9300
2678,10.30.155.108,LAXCADS25,ADVA,FSP150
2679,10.30.91.24,SFOCAAG37,Arista,7280R
2680,10.50.156.12,ELPTXRT13,Arista,7050X3
2681,10.60.110.159,BOSMASW39,Cisco,Catalyst9300
2682,10.50.239.86,ELPTXAG90,ADVA,FSP3000
2683,10.50.245.235,ABQNMED68,Juniper,SRX345
2684,10.20.160.23,CLTNCAG58,ADVA,FSP3000
2685,10.40.85.191,MIAFLED23,Cisco,ISR4431
2686,10.70.254.230,GEGWAED20,Juniper,SRX345
2687,10.60.150.91,BOSMASW91,Cisco,Catalyst9300
2688,10.30.69.91,LAXCAAG79,ADVA,FSP3000
2689,10.60.100.88,BOSMACO78,Juniper,MX204
2690,10.50.168.47,PHXAZDS91,Juniper,QFX5120
2691,10.50.130.255,PHXAZED85,RAD,ETX-2
2692,10.60.75.31,NYCNYRT72,Arista,7050X3
2693,10.30.29.251,SEAWAAG86,Arista,7280R
2694,10.70.210.87,PORORSW62,Cisco,Catalyst9300
2695,10.50.84.119,PHXAZDS48,ADVA,FSP150
2696,10.30.124.187,SEAWAAG41,Arista,7280R
2697,10.70.163.54,BOIIDRT76,Arista,7050X3
2698,10.70.120.148,GEGWADS99,Juniper,QFX5120
2699,10.20.106.199,PITPADS41,Juniper,QFX5120
2700,10.10.35.139,AUSTXDS75,Juniper,QFX5120
2701,10.60.184.18,BOSMAED56,RAD,ETX-2
2702,10.60.144.91,NYCNYAG53,Arista,7280R
2703,10.50.180.47,ABQNMCO64,Juniper,MX204
2704,10.40.161.217,BNATNED32,Juniper,SRX345
2705,10.60.214.78,PHLPART59,Arista,7050X3
2706,10.20.207.214,CLTNCDS91,Juniper,QFX5120
2707,10.20.220.120,CLTNCCO49,Cisco,NCS540
2708,10.70.119.224,PORORSW82,Cisco,Catalyst9300
2709,10.20.145.183,PITPART21,Arista,7050X3
2710,10.60.166.190,NYCNYRT14,Arista,7050X3
2711,10.40.156.76,BNATNDS46,Juniper,QFX5120
2712,10.70.125.208,GEGWADS66,Juniper,QFX5120
2713,10.30.171.139,SFOCADS36,ADVA,FSP150
2714,10.70.121.160,BOIIDAG13,Arista,7280R
2715,10.60.15.107,BOSMAAG32,ADVA,FSP3000
2716,10.50.47.48,ELPTXSW31,Cisco,Catalyst9300
2717,10.70.51.99,PORORED32,RAD,ETX-2
2718,10.70.201.13,BOIIDDS82,Juniper,QFX5120
2719,10.70.235.243,PORORSW86,Cisco,Catalyst9300
2720,10.70.26.151,GEGWART01,Arista,7050X3
2721,10.40.248.3,MIAFLDS23,ADVA,FSP150
2722,10.60.163.166,NYCNYAG62,Arista,7280R
2723,10.10.52.201,OKCOKSW54,Cisco,Catalyst9300
2724,10.20.142.187,ATLGASW50,Cisco,Catalyst9300
2725,10.70.42.241,BOIIDAG26,Arista,7280R
2726,10.60.159.122,NYCNYSW33,Cisco,Catalyst9300
2727,10.70.216.152,GEGWAAG49,ADVA,FSP3000
2728,10.20.167.122,PITPAED10,Juniper,SRX345
2729,10.70.204.36,BOIIDDS77,Juniper,QFX5120
2730,10.40.87.6,MIAFLAG25,Arista,7280R
2731,10.60.90.19,NYCNYSW58,Cisco,Catalyst9300
2732,10.10.125.25,DALTXDS19,Juniper,QFX5120
2733,10.70.85.165,BOIIDDS38,Juniper,QFX5120
2734,10.30.238.33,LAXCADS48,ADVA,FSP150
2735,10.40.146.15,JAXFLSW96,Cisco,Catalyst9300
2736,10.70.114.59,GEGWADS55,ADVA,FSP150
2737,10.70.57.43,GEGWAAG23,Arista,7280R
2738,10.60.89.12,NYCNYDS15,ADVA,FSP150
2739,10.70.137.113,GEGWADS85,Juniper,QFX5120
2740,10.20.156.213,CLTNCED36,Cisco,ISR4431
2741,10.40.208.164,BNATNCO32,Cisco,NCS540
2742,10.50.119.210,PHXAZED29,Cisco,ISR4431
2743,10.70.32.23,PORORDS04,Juniper,QFX5120
2744,10.20.86.142,ATLGAAG55,Arista,7280R
2745,10.30.0.144,SFOCAAG77,Arista,7280R
2746,10.70.28.146,GEGWADS22,Juniper,QFX5120
2747,10.60.46.94,BOSMAED95,RAD,ETX-2
2748,10.30.151.159,SEAWAED51,Juniper,SRX345
2749,10.60.235.52,NYCNYSW29,Cisco,Catalyst9300
2750,10.60.112.95,BOSMACO27,Nokia,7750 SR-1
2751,10.20.146.175,PITPADS90,Juniper,QFX5120
2752,10.40.142.228,JAXFLED92,Cisco,ISR4431
2753,10.10.154.223,DALTXAG33,Arista,7280R
2754,10.70.130.171,GEGWART96,Arista,7050X3
2755,10.60.209.5,PHLPART06,Arista,7050X3
2756,10.70.239.113,PORORSW02,Cisco,Catalyst9300
2757,10.10.251.99,OKCOKED88,Cisco,ISR4431
2758,10.30.35.211,LAXCART63,Arista,7050X3
2759,10.60.136.67,NYCNYRT27,Arista,7050X3
2760,10.20.109.213,CLTNCSW88,Cisco,Catalyst9300
2761,10.60.178.223,PHLPASW42,Cisco,Catalyst9300
2762,10.60.213.214,BOSMADS09,ADVA,FSP150
2763,10.10.117.46,OKCOKDS44,Juniper,QFX5120
2764,10.70.232.192,BOIIDDS02,Juniper,QFX5120
2765,10.60.64.186,PHLPADS42,ADVA,FSP150
2766,10.50.198.137,ABQNMED78,RAD,ETX-2
2767,10.60.172.126,BOSMADS95,Juniper,QFX5120
2768,10.70.48.199,PORORED62,Juniper,SRX345
2769,10.70.94.138,PORORCO55,Cisco,NCS540
2770,10.70.118.11,PORORDS93,Juniper,QFX5120
2771,10.70.98.55,GEGWART95,Arista,7050X3
2772,10.60.228.192,BOSMART62,Arista,7050X3
2773,10.30.82.67,SEAWAED83,Juniper,SRX345
2774,10.60.146.110,BOSMAED05,RAD,ETX-2
2775,10.30.251.94,LAXCADS07,Juniper,QFX5120
2776,10.50.10.16,PHXAZSW12,Cisco,Catalyst9300
2777,10.10.236.209,DALTXDS07,Juniper,QFX5120
2778,10.70.94.98,PORORAG48,ADVA,FSP3000
2779,10.10.203.5,DALTXDS37,Juniper,QFX5120
2780,10.70.109.97,PORORCO91,Juniper,MX204
2781,10.70.67.115,PORORED97,RAD,ETX-2
2782,10.60.2.119,BOSMART44,Arista,7050X3
2783,10.10.132.250,AUSTXCO60,Nokia,7750 SR-1
2784,10.30.150.213,LAXCASW90,Cisco,Catalyst9300
2785,10.60.95.150,BOSMADS62,Juniper,QFX5120
2786,10.30.227.113,SFOCADS70,ADVA,FSP150
2787,10.30.151.85,LAXCAAG55,ADVA,FSP3000
2788,10.50.117.244,PHXAZDS57,Juniper,QFX5120
2789,10.70.123.144,PORORDS09,Juniper,QFX5120
2790,10.10.216.141,OKCOKRT01,Arista,7050X3
2791,10.70.58.79,GEGWACO56,Nokia,7750 SR-1
2792,10.20.98.127,CLTNCSW21,Cisco,Catalyst9300
2793,10.70.136.110,BOIIDCO53,Cisco,NCS540
2794,10.60.148.205,BOSMART34,Arista,7050X3
2795,10.40.123.42,JAXFLCO21,Cisco,NCS540
2796,10.60.231.57,PHLPASW50,Cisco,Catalyst9300
2797,10.20.70.128,CLTNCED75,RAD,ETX-2
2798,10.10.109.34,AUSTXRT21,Arista,7050X3
2799,10.60.103.255,NYCNYRT85,Arista,7050X3
2800,10.70.231.209,GEGWAAG86,Arista,7280R
2801,10.60.6.160,NYCNYDS59,Juniper,QFX5120
2802,10.20.174.3,ATLGASW34,Cisco,Catalyst9300
2803,10.10.108.101,OKCOKDS82,Juniper,QFX5120
2804,10.60.70.6,PHLPACO87,Cisco,NCS540
2805,10.50.115.201,ELPTXCO07,Nokia,7750 SR-1
2806,10.30.221.96,SFOCACO55,Juniper,MX204
2807,10.60.194.76,NYCNYDS26,ADVA,FSP150
2808,10.70.195.43,BOIIDRT68,Arista,7050X3
2809,10.10.110.208,OKCOKCO20,Cisco,NCS540
2810,10.20.9.30,CLTNCAG60,Arista,7280R
2811,10.20.134.189,PITPART97,Arista,7050X3
2812,10.60.152.225,BOSMAED34,Cisco,ISR4431
2813,10.20.220.76,CLTNCSW30,Cisco,Catalyst9300
2814,10.70.181.238,PORORSW63,Cisco,Catalyst9300
2815,10.60.4.239,BOSMAED64,RAD,ETX-2
2816,10.60.66.222,BOSMAED06,Juniper,SRX345
2817,10.30.83.49,SFOCAED88,RAD,ETX-2
2818,10.10.226.2,DALTXSW65,Cisco,Catalyst9300
2819,10.70.241.193,BOIIDCO81,Juniper,MX204
2820,10.10.196.82,AUSTXDS14,Juniper,QFX5120
2821,10.60.41.51,NYCNYRT35,Arista,7050X3
2822,10.30.187.109,SFOCACO34,Cisco,NCS540
2823,10.60.148.248,NYCNYAG49,ADVA,FSP3000
2824,10.10.236.169,DALTXED84,RAD,ETX-2
2825,10.40.133.7,JAXFLRT63,Arista,7050X3
2826,10.60.68.112,PHLPAAG83,Arista,7280R
2827,10.60.12.167,NYCNYSW44,Cisco,Catalyst9300
2828,10.30.157.212,LAXCASW84,Cisco,Catalyst9300
2829,10.20.28.96,CLTNCAG19,Arista,7280R
2830,10.20.255.232,CLTNCED29,Cisco,ISR4431
2831,10.50.180.244,PHXAZSW75,Cisco,Catalyst9300
2832,10.10.18.22,DALTXSW81,Cisco,Catalyst9300
2833,10.30.219.243,LAXCACO90,Nokia,7750 SR-1
2834,10.50.197.148,PHXAZDS75,Juniper,QFX5120
2835,10.50.0.170,PHXAZDS96,ADVA,FSP150
2836,10.70.240.15,GEGWART88,Arista,7050X3
2837,10.20.247.253,PITPART91,Arista,7050X3
2838,10.50.21.156,PHXAZRT65,Arista,7050X3
2839,10.40.167.172,BNATNED76,Cisco,ISR4431
2840,10.50.156.201,ABQNMED39,Cisco,ISR4431
2841,10.70.246.239,BOIIDDS71,ADVA,FSP150
2842,10.20.238.89,ATLGAED02,RAD,ETX-2
2843,10.60.56.88,PHLPART98,Arista,7050X3
2844,10.40.118.254,BNATNDS98,ADVA,FSP150
2845,10.60.24.117,BOSMACO34,Nokia,7750 SR-1
2846,10.30.72.59,LAXCAAG32,ADVA,FSP3000
2847,10.70.144.162,BOIIDRT97,Arista,7050X3
2848,10.20.76.115,ATLGAAG81,Arista,7280R
2849,10.70.138.242,GEGWAED54,Cisco,ISR4431
2850,10.20.225.49,PITPADS22,ADVA,FSP150
2851,10.30.191.66,SEAWACO02,Nokia,7750 SR-1
2852,10.60.27.106,NYCNYSW80,Cisco,Catalyst9300
2853,10.20.22.227,CLTNCED87,RAD,ETX-2
2854,10.60.248.32,NYCNYED10,RAD,ETX-2
2855,10.50.81.244,ELPTXDS72,Juniper,QFX5120
2856,10.30.131.155,SFOCADS92,Juniper,QFX5120
2857,10.60.215.246,PHLPAED28,RAD,ETX-2
2858,10.50.201.93,ABQNMCO47,Nokia,7750 SR-1
2859,10.10.177.5,DALTXSW58,Cisco,Catalyst9300
2860,10.70.219.166,PORORSW59,Cisco,Catalyst9300
2861,10.30.192.142,SFOCADS54,Juniper,QFX5120
2862,10.10.70.216,OKCOKDS74,ADVA,FSP150
2863,10.60.164.182,PHLPADS37,ADVA,FSP150
2864,10.70.23.63,PORORAG35,Arista,7280R
2865,10.20.90.93,CLTNCSW84,Cisco,Catalyst9300
2866,10.30.107.195,SEAWADS83,ADVA,FSP150
2867,10.10.53.95,OKCOKAG90,ADVA,FSP3000
2868,10.40.190.242,BNATNCO12,Cisco,NCS540
2869,10.70.107.67,BOIIDRT39,Arista,7050X3
2870,10.60.65.144,NYCNYSW77,Cisco,Catalyst9300
2871,10.60.22.8,PHLPART30,Arista,7050X3
2872,10.70.137.43,BOIIDAG68,Arista,7280R
2873,10.40.235.65,JAXFLDS08,ADVA,FSP150
2874,10.10.98.158,OKCOKSW40,Cisco,Catalyst9300
2875,10.60.239.101,NYCNYDS68,Juniper,QFX5120
2876,10.20.56.244,CLTNCRT19,Arista,7050X3
2877,10.30.109.128,LAXCART22,Arista,7050X3
2878,10.70.226.31,GEGWASW30,Cisco,Catalyst9300
2879,10.60.124.149,BOSMADS48,ADVA,FSP150
2880,10.20.36.164,CLTNCSW61,Cisco,Catalyst9300
2881,10.70.203.186,PORORCO38,Juniper,MX204
2882,10.70.107.101,GEGWACO39,Nokia,7750 SR-1
2883,10.70.13.157,BOIIDSW07,Cisco,Catalyst9300
2884,10.50.29.144,ABQNMRT69,Arista,7050X3
2885,10.20.15.78,PITPACO12,Nokia,7750 SR-1
2886,10.10.250.192,AUSTXDS62,ADVA,FSP150
2887,10.60.243.236,BOSMAAG59,ADVA,FSP3000
2888,10.70.125.90,BOIIDED88,RAD,ETX-2
2889,10.30.156.149,SFOCASW99,Cisco,Catalyst9300
2890,10.30.80.140,SFOCASW69,Cisco,Catalyst9300
2891,10.60.200.208,BOSMADS38,Juniper,QFX5120
2892,10.60.0.95,PHLPART58,Arista,7050X3
2893,10.60.173.231,BOSMAED93,Juniper,SRX345
2894,10.70.52.217,BOIIDCO36,Juniper,MX204
2895,10.10.192.50,DALTXCO19,Nokia,7750 SR-1
2896,10.10.161.138,OKCOKDS97,Juniper,QFX5120
2897,10.30.187.246,SEAWAAG19,Arista,7280R
2898,10.70.132.45,GEGWADS86,Juniper,QFX5120
2899,10.10.222.208,AUSTXSW19,Cisco,Catalyst9300
2900,10.10.146.74,AUSTXAG69,ADVA,FSP3000
2901,10.10.126.197,DALTXED58,Juniper,SRX345
2902,10.30.86.201,LAXCASW92,Cisco,Catalyst9300
2903,10.10.66.22,OKCOKSW21,Cisco,Catalyst9300
2904,10.40.151.10,BNATNAG71,ADVA,FSP3000
2905,10.60.237.40,NYCNYDS74,Juniper,QFX5120
2906,10.30.246.92,LAXCADS79,ADVA,FSP150
2907,10.10.204.57,AUSTXED23,Juniper,SRX345
2908,10.50.160.99,ABQNMDS57,ADVA,FSP150
2909,10.60.185.60,BOSMAAG08,ADVA,FSP3000
2910,10.50.49.43,ELPTXSW57,Cisco,Catalyst9300
2911,10.30.245.227,SFOCAAG61,Arista,7280R
2912,10.60.195.122,BOSMADS69,ADVA,FSP150
2913,10.60.223.62,NYCNYRT10,Arista,7050X3
2914,10.70.63.164,PORORAG71,ADVA,FSP3000
2915,10.50.246.96,PHXAZRT25,Arista,7050X3
2916,10.40.255.160,JAXFLED27,RAD,ETX-2
2917,10.20.241.91,CLTNCDS35,ADVA,FSP150
2918,10.70.103.239,BOIIDDS35,ADVA,FSP150
2919,10.30.202.41,LAXCADS17,ADVA,FSP150
2920,10.60.16.150,PHLPASW96,Cisco,Catalyst9300
2921,10.70.128.11,PORORCO02,Nokia,7750 SR-1
2922,10.10.90.56,DALTXRT13,Arista,7050X3
2923,10.20.144.94,PITPADS23,Juniper,QFX5120
2924,10.40.171.215,MIAFLRT20,Arista,7050X3
2925,10.70.110.60,GEGWASW42,Cisco,Catalyst9300
2926,10.60.98.42,NYCNYSW40,Cisco,Catalyst9300
2927,10.10.112.144,DALTXRT25,Arista,7050X3
2928,10.10.59.52,DALTXDS73,Juniper,QFX5120
2929,10.70.178.93,BOIIDED57,Cisco,ISR4431
2930,10.60.38.195,BOSMART93,Arista,7050X3
2931,10.30.177.29,SFOCART66,Arista,7050X3
2932,10.60.26.125,BOSMASW28,Cisco,Catalyst9300
2933,10.50.187.25,PHXAZAG31,Arista,7280R
2934,10.30.141.234,SEAWAED63,Cisco,ISR4431
2935,10.70.102.201,BOIIDDS83,ADVA,FSP150
2936,10.10.128.126,OKCOKSW49,Cisco,Catalyst9300
2937,10.70.77.74,GEGWADS97,ADVA,FSP150
2938,10.20.5.244,PITPADS94,Juniper,QFX5120
2939,10.60.45.53,PHLPASW90,Cisco,Catalyst9300
2940,10.30.230.31,SFOCAED81,RAD,ETX-2
2941,10.60.37.146,BOSMASW04,Cisco,Catalyst9300
2942,10.30.24.253,SEAWART83,Arista,7050X3
2943,10.20.204.166,ATLGADS62,ADVA,FSP150
2944,10.60.108.85,NYCNYED41,Cisco,ISR4431
2945,10.70.168.57,BOIIDRT74,Arista,7050X3
2946,10.30.219.100,SEAWADS52,Juniper,QFX5120
2947,10.70.132.24,PORORSW41,Cisco,Catalyst9300
2948,10.30.250.108,SFOCAED86,RAD,ETX-2
2949,10.20.186.2,ATLGADS85,ADVA,FSP150
2950,10.10.67.50,DALTXDS04,ADVA,FSP150
2951,10.10.53.11,OKCOKRT13,Arista,7050X3
2952,10.40.204.166,BNATNAG61,ADVA,FSP3000
2953,10.30.15.101,LAXCASW71,Cisco,Catalyst9300
2954,10.10.65.222,OKCOKDS25,Juniper,QFX5120
2955,10.70.64.228,GEGWART13,Arista,7050X3
2956,10.70.238.85,PORORDS82,ADVA,FSP150
2957,10.20.60.66,CLTNCAG39,Arista,7280R
2958,10.40.238.193,MIAFLRT75,Arista,7050X3
2959,10.40.27.106,JAXFLDS30,Juniper,QFX5120
2960,10.20.104.241,PITPAAG62,ADVA,FSP3000
2961,10.50.59.48,PHXAZDS63,ADVA,FSP150
2962,10.30.58.73,LAXCASW06,Cisco,Catalyst9300
2963,10.60.43.35,PHLPACO08,Juniper,MX204
2964,10.30.97.92,LAXCAED01,Juniper,SRX345
2965,10.70.187.200,GEGWART67,Arista,7050X3
2966,10.30.214.47,SEAWASW27,Cisco,Catalyst9300
2967,10.60.219.225,PHLPAAG80,Arista,7280R
2968,10.20.21.101,CLTNCRT39,Arista,7050X3
2969,10.50.242.108,ABQNMRT63,Arista,7050X3
2970,10.10.40.12,DALTXRT61,Arista,7050X3
2971,10.30.54.39,SEAWAAG08,Arista,7280R
2972,10.20.170.143,PITPADS12,ADVA,FSP150
2973,10.70.30.49,BOIIDRT13,Arista,7050X3
2974,10.10.247.252,AUSTXSW04,Cisco,Catalyst9300
2975,10.70.195.193,GEGWADS81,ADVA,FSP150
2976,10.30.254.233,LAXCASW19,Cisco,Catalyst9300
2977,10.30.93.86,LAXCADS99,Juniper,QFX5120
2978,10.10.249.70,DALTXSW93,Cisco,Catalyst9300
2979,10.70.124.214,GEGWACO94,Cisco,NCS540
2980,10.10.147.55,AUSTXDS06,Juniper,QFX5120
2981,10.10.98.234,OKCOKSW07,Cisco,Catalyst9300
2982,10.20.98.187,ATLGART17,Arista,7050X3
2983,10.70.181.89,PORORSW40,Cisco,Catalyst9300
2984,10.10.177.143,AUSTXRT06,Arista,7050X3
2985,10.60.122.40,NYCNYRT66,Arista,7050X3
2986,10.70.254.120,PORORCO27,Juniper,MX204
2987,10.50.114.44,ABQNMDS10,Juniper,QFX5120
2988,10.60.58.206,BOSMAED68,RAD,ETX-2
2989,10.30.144.237,LAXCADS18,ADVA,FSP150
2990,10.70.170.122,PORORRT74,Arista,7050X3
2991,10.20.143.27,PITPART80,Arista,7050X3
2992,10.60.139.232,BOSMASW37,Cisco,Catalyst9300
2993,10.20.153.207,CLTNCCO61,Nokia,7750 SR-1
2994,10.40.59.71,JAXFLSW62,Cisco,Catalyst9300
2995,10.20.179.168,PITPASW88,Cisco,Catalyst9300
2996,10.20.254.115,PITPADS47,ADVA,FSP150
2997,10.40.32.87,BNATNRT20,Arista,7050X3
